commodity,total_output
111CA_Farms,389171
113FF_Forestry_fishing_and_related_activities,65489
211_Oil_and_gas_extraction,328549
212_Mining_except_oil_and_gas,91587
213_Support_activities_for_mining,151333
22_Utilities,711133
23_Construction,1741385
311FT_Food_and_beverage_and_tobacco_products,965175
313TT_Textile_mills_and_textile_product_mills,47764
315AL_Apparel_and_leather_and_allied_products,18666
321_Wood_products,120234
322_Paper_products,188651
323_Printing_and_related_support_activities,71056
324_Petroleum_and_coal_products,663388
325_Chemical_products,792563
326_Plastics_and_rubber_products,247840
327_Nonmetallic_mineral_products,130293
331_Primary_metals,251307
332_Fabricated_metal_products,361624
333_Machinery,378877
334_Computer_and_electronic_products,312264
335_Electrical_equipment_appliances_and_components,127589
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,692240
3364OT_Other_transportation_equipment,322989
337_Furniture_and_related_products,75529
339_Miscellaneous_manufacturing,154402
42_Wholesale_trade,2024693
441_Motor_vehicle_and_parts_dealers,233097
445_Food_and_beverage_stores,222917
452_General_merchandise_stores,229483
481_Air_transportation,235489
482_Rail_transportation,84848
483_Water_transportation,57392
484_Truck_transportation,383580
485_Transit_and_ground_passenger_transportation,107526
486_Pipeline_transportation,57624
487OS_Other_transportation_and_support_activities,267848
493_Warehousing_and_storage,149052
4A0_Other_retail,1023052
511_Publishing_industries_except_internet_includes_software,303342
512_Motion_picture_and_sound_recording_industries,158862
513_Broadcasting_and_telecommunications,739907
514_Data_processing_internet_publishing_and_other_information_services,279674
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,922577
523_Securities_commodity_contracts_and_investments,625201
524_Insurance_carriers_and_related_activities,1222518
525_Funds_trusts_and_other_financial_vehicles,179708
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,480457
5411_Legal_services,362649
5412OP_Miscellaneous_professional_scientific_and_technical_services,2184982
5415_Computer_systems_design_and_related_services,566749
55_Management_of_companies_and_enterprises,617086
561_Administrative_and_support_services,1006009
562_Waste_management_and_remediation_services,124240
61_Educational_services,408097
621_Ambulatory_health_care_services,1141169
622_Hospitals,1121443
623_Nursing_and_residential_care_facilities,254700
624_Social_assistance,223992
711AS_Performing_arts_spectator_sports_museums_and_related_activities,186525
713_Amusements_gambling_and_recreation_industries,215326
721_Accommodation,241577
722_Food_services_and_drinking_places,1015665
81_Other_services_except_government,912030
GFE_Federal_government_enterprises,70719
GFGD_Federal_general_government_defense,637125
GFGN_Federal_general_government_nondefense,400841
GSLE_State_and_local_government_enterprises,109951
GSLG_State_and_local_general_government,1828966
HS_Housing,2121051
ORE_Other_real_estate,1334017
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,3904
Used_Scrap_used_and_secondhand_goods,10772
