commodity,total_output
111CA_Farms,397496
113FF_Forestry_fishing_and_related_activities,54577
211_Oil_and_gas_extraction,289825
212_Mining_except_oil_and_gas,103585
213_Support_activities_for_mining,174969
22_Utilities,592345
23_Construction,1165794
311FT_Food_and_beverage_and_tobacco_products,908796
313TT_Textile_mills_and_textile_product_mills,48918
315AL_Apparel_and_leather_and_allied_products,19789
321_Wood_products,79043
322_Paper_products,176737
323_Printing_and_related_support_activities,67600
324_Petroleum_and_coal_products,812309
325_Chemical_products,764876
326_Plastics_and_rubber_products,214033
327_Nonmetallic_mineral_products,95680
331_Primary_metals,265696
332_Fabricated_metal_products,330967
333_Machinery,390496
334_Computer_and_electronic_products,305300
335_Electrical_equipment_appliances_and_components,118595
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,499357
3364OT_Other_transportation_equipment,265164
337_Furniture_and_related_products,63047
339_Miscellaneous_manufacturing,144047
42_Wholesale_trade,1651111
441_Motor_vehicle_and_parts_dealers,153483
445_Food_and_beverage_stores,189384
452_General_merchandise_stores,199117
481_Air_transportation,193017
482_Rail_transportation,77911
483_Water_transportation,49723
484_Truck_transportation,291626
485_Transit_and_ground_passenger_transportation,65950
486_Pipeline_transportation,39739
487OS_Other_transportation_and_support_activities,202471
493_Warehousing_and_storage,112114
4A0_Other_retail,742830
511_Publishing_industries_except_internet_includes_software,209538
512_Motion_picture_and_sound_recording_industries,130484
513_Broadcasting_and_telecommunications,624506
514_Data_processing_internet_publishing_and_other_information_services,169961
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,700157
523_Securities_commodity_contracts_and_investments,485286
524_Insurance_carriers_and_related_activities,801626
525_Funds_trusts_and_other_financial_vehicles,139733
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,373576
5411_Legal_services,306889
5412OP_Miscellaneous_professional_scientific_and_technical_services,1626766
5415_Computer_systems_design_and_related_services,416223
55_Management_of_companies_and_enterprises,465623
561_Administrative_and_support_services,656650
562_Waste_management_and_remediation_services,96623
61_Educational_services,335313
621_Ambulatory_health_care_services,880404
622_Hospitals,852549
623_Nursing_and_residential_care_facilities,209416
624_Social_assistance,171257
711AS_Performing_arts_spectator_sports_museums_and_related_activities,134378
713_Amusements_gambling_and_recreation_industries,169399
721_Accommodation,174915
722_Food_services_and_drinking_places,730720
81_Other_services_except_government,717416
GFE_Federal_government_enterprises,75505
GFGD_Federal_general_government_defense,650338
GFGN_Federal_general_government_nondefense,349383
GSLE_State_and_local_government_enterprises,85041
GSLG_State_and_local_general_government,1515717
HS_Housing,1720651
ORE_Other_real_estate,917871
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,2843
Used_Scrap_used_and_secondhand_goods,8542
