commodity,total_output
111CA_Farms,131168
113FF_Forestry_fishing_and_related_activities,28867
211_Oil_and_gas_extraction,88994
212_Mining_except_oil_and_gas,47000
213_Support_activities_for_mining,29973
22_Utilities,145381
23_Construction,316124
311FT_Food_and_beverage_and_tobacco_products,273026
313TT_Textile_mills_and_textile_product_mills,49842
315AL_Apparel_and_leather_and_allied_products,51264
321_Wood_products,35915
322_Paper_products,68322
323_Printing_and_related_support_activities,25387
324_Petroleum_and_coal_products,186879
325_Chemical_products,167290
326_Plastics_and_rubber_products,49163
327_Nonmetallic_mineral_products,43301
331_Primary_metals,125512
332_Fabricated_metal_products,128510
333_Machinery,130899
334_Computer_and_electronic_products,116680
335_Electrical_equipment_appliances_and_components,53620
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,129970
3364OT_Other_transportation_equipment,80266
337_Furniture_and_related_products,23914
339_Miscellaneous_manufacturing,37506
42_Wholesale_trade,275330
44RT_Retail_trade,293828
481_Air_transportation,38303
482_Rail_transportation,30518
483_Water_transportation,15985
484_Truck_transportation,50648
485_Transit_and_ground_passenger_transportation,14274
486_Pipeline_transportation,19015
487OS_Other_transportation_and_support_activities,34087
493_Warehousing_and_storage,8686
511_Publishing_industries_except_internet_includes_software,25022
512_Motion_picture_and_sound_recording_industries,19187
513_Broadcasting_and_telecommunications,81963
514_Data_processing_internet_publishing_and_other_information_services,14328
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,93071
523_Securities_commodity_contracts_and_investments,18976
524_Insurance_carriers_and_related_activities,91797
525_Funds_trusts_and_other_financial_vehicles,13780
531_Real_estate,336100
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,47926
5411_Legal_services,34691
5412OP_Miscellaneous_professional_scientific_and_technical_services,192050
5415_Computer_systems_design_and_related_services,20519
55_Management_of_companies_and_enterprises,54546
561_Administrative_and_support_services,46831
562_Waste_management_and_remediation_services,12470
61_Educational_services,32493
621_Ambulatory_health_care_services,73255
622HO_Hospitals_and_nursing_and_residential_care_facilities,104546
624_Social_assistance,12722
711AS_Performing_arts_spectator_sports_museums_and_related_activities,13680
713_Amusements_gambling_and_recreation_industries,15404
721_Accommodation,20287
722_Food_services_and_drinking_places,127851
81_Other_services_except_government,129314
GFE_Federal_government_enterprises,19405
GFG_Federal_general_government,204620
GSLE_State_and_local_government_enterprises,7316
GSLG_State_and_local_general_government,249029
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,443
Used_Scrap_used_and_secondhand_goods,2889
