commodity,total_output
111CA_Farms,139428
113FF_Forestry_fishing_and_related_activities,34554
211_Oil_and_gas_extraction,71077
212_Mining_except_oil_and_gas,42745
213_Support_activities_for_mining,14283
22_Utilities,219612
23_Construction,536124
311FT_Food_and_beverage_and_tobacco_products,359573
313TT_Textile_mills_and_textile_product_mills,65717
315AL_Apparel_and_leather_and_allied_products,66462
321_Wood_products,54048
322_Paper_products,101591
323_Printing_and_related_support_activities,49287
324_Petroleum_and_coal_products,127658
325_Chemical_products,238995
326_Plastics_and_rubber_products,88986
327_Nonmetallic_mineral_products,59572
331_Primary_metals,107344
332_Fabricated_metal_products,146112
333_Machinery,145165
334_Computer_and_electronic_products,210783
335_Electrical_equipment_appliances_and_components,72295
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,235617
3364OT_Other_transportation_equipment,107721
337_Furniture_and_related_products,40858
339_Miscellaneous_manufacturing,54806
42_Wholesale_trade,396428
44RT_Retail_trade,463758
481_Air_transportation,68797
482_Rail_transportation,30667
483_Water_transportation,15543
484_Truck_transportation,79932
485_Transit_and_ground_passenger_transportation,20176
486_Pipeline_transportation,20140
487OS_Other_transportation_and_support_activities,43900
493_Warehousing_and_storage,13524
511_Publishing_industries_except_internet_includes_software,45370
512_Motion_picture_and_sound_recording_industries,40209
513_Broadcasting_and_telecommunications,159807
514_Data_processing_internet_publishing_and_other_information_services,22360
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,206358
523_Securities_commodity_contracts_and_investments,71659
524_Insurance_carriers_and_related_activities,196286
525_Funds_trusts_and_other_financial_vehicles,38135
531_Real_estate,655234
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,96620
5411_Legal_services,81369
5412OP_Miscellaneous_professional_scientific_and_technical_services,417643
5415_Computer_systems_design_and_related_services,42991
55_Management_of_companies_and_enterprises,99199
561_Administrative_and_support_services,109850
562_Waste_management_and_remediation_services,23459
61_Educational_services,60681
621_Ambulatory_health_care_services,176718
622HO_Hospitals_and_nursing_and_residential_care_facilities,210092
624_Social_assistance,27173
711AS_Performing_arts_spectator_sports_museums_and_related_activities,22562
713_Amusements_gambling_and_recreation_industries,31100
721_Accommodation,42890
722_Food_services_and_drinking_places,216538
81_Other_services_except_government,236417
GFE_Federal_government_enterprises,33053
GFG_Federal_general_government,350342
GSLE_State_and_local_government_enterprises,19957
GSLG_State_and_local_general_government,426551
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,517
Used_Scrap_used_and_secondhand_goods,3082
