commodity,total_output
111CA_Farms,28782
113FF_Forestry_fishing_and_related_activities,2873
211_Oil_and_gas_extraction,5082
212_Mining_except_oil_and_gas,6298
213_Support_activities_for_mining,2385
22_Utilities,8147
23_Construction,40344
311FT_Food_and_beverage_and_tobacco_products,51813
313TT_Textile_mills_and_textile_product_mills,15687
315AL_Apparel_and_leather_and_allied_products,14519
321_Wood_products,6792
322_Paper_products,8092
323_Printing_and_related_support_activities,996
324_Petroleum_and_coal_products,10152
325_Chemical_products,14003
326_Plastics_and_rubber_products,3097
327_Nonmetallic_mineral_products,5002
331_Primary_metals,16793
332_Fabricated_metal_products,14971
333_Machinery,10963
334_Computer_and_electronic_products,4169
335_Electrical_equipment_appliances_and_components,5327
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,27350
3364OT_Other_transportation_equipment,4883
337_Furniture_and_related_products,3266
339_Miscellaneous_manufacturing,6448
42_Wholesale_trade,23720
44RT_Retail_trade,38578
48_Transportation,27534
493_Warehousing_and_storage,834
51_Information,10332
52_Finance_and_insurance,14458
531_Real_estate,29675
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,2808
54_Professional_scientific_and_technical_services,15957
55_Management_of_companies_and_enterprises,6295
56_Administrative_and_waste_management_services,2697
61_Educational_services,1687
62_Health_care_and_social_assistance,7338
71_Arts_entertainment_and_recreation,2674
721_Accommodation,2058
722_Food_services_and_drinking_places,14142
81_Other_services_except_government,16611
GFE_Federal_government_enterprises,1572
GFG_Federal_general_government,23887
GSLE_State_and_local_government_enterprises,562
GSLG_State_and_local_general_government,15172
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,52
Used_Scrap_used_and_secondhand_goods,937
