commodity,total_output
111CA_Farms,26725
113FF_Forestry_fishing_and_related_activities,2317
211_Oil_and_gas_extraction,4716
212_Mining_except_oil_and_gas,5498
213_Support_activities_for_mining,2034
22_Utilities,7265
23_Construction,32726
311FT_Food_and_beverage_and_tobacco_products,49691
313TT_Textile_mills_and_textile_product_mills,13106
315AL_Apparel_and_leather_and_allied_products,13968
321_Wood_products,5055
322_Paper_products,6758
323_Printing_and_related_support_activities,799
324_Petroleum_and_coal_products,8191
325_Chemical_products,11722
326_Plastics_and_rubber_products,2319
327_Nonmetallic_mineral_products,4023
331_Primary_metals,12481
332_Fabricated_metal_products,12061
333_Machinery,9676
334_Computer_and_electronic_products,3156
335_Electrical_equipment_appliances_and_components,4411
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,20493
3364OT_Other_transportation_equipment,4767
337_Furniture_and_related_products,2386
339_Miscellaneous_manufacturing,5566
42_Wholesale_trade,19483
44RT_Retail_trade,34996
48_Transportation,24574
493_Warehousing_and_storage,702
51_Information,9627
52_Finance_and_insurance,12924
531_Real_estate,26941
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,2511
54_Professional_scientific_and_technical_services,14655
55_Management_of_companies_and_enterprises,5650
56_Administrative_and_waste_management_services,2390
61_Educational_services,1567
62_Health_care_and_social_assistance,6852
71_Arts_entertainment_and_recreation,2723
721_Accommodation,1991
722_Food_services_and_drinking_places,13805
81_Other_services_except_government,15439
GFE_Federal_government_enterprises,1763
GFG_Federal_general_government,24505
GSLE_State_and_local_government_enterprises,527
GSLG_State_and_local_general_government,13988
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,26
Used_Scrap_used_and_secondhand_goods,795
