commodity,total_output
111CA_Farms,93909
113FF_Forestry_fishing_and_related_activities,22956
211_Oil_and_gas_extraction,38955
212_Mining_except_oil_and_gas,28128
213_Support_activities_for_mining,12566
22_Utilities,96891
23_Construction,232114
311FT_Food_and_beverage_and_tobacco_products,204680
313TT_Textile_mills_and_textile_product_mills,44986
315AL_Apparel_and_leather_and_allied_products,43286
321_Wood_products,31651
322_Paper_products,50554
323_Printing_and_related_support_activities,18431
324_Petroleum_and_coal_products,92202
325_Chemical_products,120836
326_Plastics_and_rubber_products,40339
327_Nonmetallic_mineral_products,33486
331_Primary_metals,94595
332_Fabricated_metal_products,93815
333_Machinery,92575
334_Computer_and_electronic_products,70373
335_Electrical_equipment_appliances_and_components,41106
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,133050
3364OT_Other_transportation_equipment,50345
337_Furniture_and_related_products,18259
339_Miscellaneous_manufacturing,28398
42_Wholesale_trade,181496
44RT_Retail_trade,205825
481_Air_transportation,24279
482_Rail_transportation,22346
483_Water_transportation,11668
484_Truck_transportation,39182
485_Transit_and_ground_passenger_transportation,11871
486_Pipeline_transportation,8856
487OS_Other_transportation_and_support_activities,24029
493_Warehousing_and_storage,6253
511_Publishing_industries_except_internet_includes_software,16823
512_Motion_picture_and_sound_recording_industries,15298
513_Broadcasting_and_telecommunications,60364
514_Data_processing_internet_publishing_and_other_information_services,8832
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,68670
523_Securities_commodity_contracts_and_investments,10387
524_Insurance_carriers_and_related_activities,70337
525_Funds_trusts_and_other_financial_vehicles,10092
531_Real_estate,234218
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,30522
5411_Legal_services,25553
5412OP_Miscellaneous_professional_scientific_and_technical_services,126283
5415_Computer_systems_design_and_related_services,11785
55_Management_of_companies_and_enterprises,40204
561_Administrative_and_support_services,29194
562_Waste_management_and_remediation_services,9719
61_Educational_services,24029
621_Ambulatory_health_care_services,51206
622HO_Hospitals_and_nursing_and_residential_care_facilities,68399
624_Social_assistance,7890
711AS_Performing_arts_spectator_sports_museums_and_related_activities,9710
713_Amusements_gambling_and_recreation_industries,10473
721_Accommodation,14522
722_Food_services_and_drinking_places,90671
81_Other_services_except_government,99992
GFE_Federal_government_enterprises,14329
GFG_Federal_general_government,151137
GSLE_State_and_local_government_enterprises,5018
GSLG_State_and_local_general_government,190033
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,317
Used_Scrap_used_and_secondhand_goods,2435
