commodity,total_output
111CA_Farms,210202
113FF_Forestry_fishing_and_related_activities,46963
211_Oil_and_gas_extraction,84184
212_Mining_except_oil_and_gas,51078
213_Support_activities_for_mining,19711
22_Utilities,312577
23_Construction,724838
311FT_Food_and_beverage_and_tobacco_products,514611
313TT_Textile_mills_and_textile_product_mills,81696
315AL_Apparel_and_leather_and_allied_products,81433
321_Wood_products,83145
322_Paper_products,150645
323_Printing_and_related_support_activities,72097
324_Petroleum_and_coal_products,171542
325_Chemical_products,377621
326_Plastics_and_rubber_products,147252
327_Nonmetallic_mineral_products,79667
331_Primary_metals,161771
332_Fabricated_metal_products,219239
333_Machinery,244877
334_Computer_and_electronic_products,387621
335_Electrical_equipment_appliances_and_components,100575
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,384280
3364OT_Other_transportation_equipment,122305
337_Furniture_and_related_products,56301
339_Miscellaneous_manufacturing,101124
42_Wholesale_trade,700253
44RT_Retail_trade,742279
481_Air_transportation,106042
482_Rail_transportation,37353
483_Water_transportation,24360
484_Truck_transportation,149554
485_Transit_and_ground_passenger_transportation,30139
486_Pipeline_transportation,24448
487OS_Other_transportation_and_support_activities,84900
493_Warehousing_and_storage,25010
511_Publishing_industries_except_internet_includes_software,111961
512_Motion_picture_and_sound_recording_industries,86234
513_Broadcasting_and_telecommunications,308898
514_Data_processing_internet_publishing_and_other_information_services,46458
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,297937
523_Securities_commodity_contracts_and_investments,188767
524_Insurance_carriers_and_related_activities,337355
525_Funds_trusts_and_other_financial_vehicles,59297
531_Real_estate,1180300
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,202390
5411_Legal_services,145223
5412OP_Miscellaneous_professional_scientific_and_technical_services,736873
5415_Computer_systems_design_and_related_services,102919
55_Management_of_companies_and_enterprises,173614
561_Administrative_and_support_services,274364
562_Waste_management_and_remediation_services,45512
61_Educational_services,127449
621_Ambulatory_health_care_services,380747
622HO_Hospitals_and_nursing_and_residential_care_facilities,416834
624_Social_assistance,54989
711AS_Performing_arts_spectator_sports_museums_and_related_activities,51606
713_Amusements_gambling_and_recreation_industries,71636
721_Accommodation,81771
722_Food_services_and_drinking_places,346199
81_Other_services_except_government,441235
GFE_Federal_government_enterprises,59140
GFG_Federal_general_government,429360
GSLE_State_and_local_government_enterprises,41290
GSLG_State_and_local_general_government,743529
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,1059
Used_Scrap_used_and_secondhand_goods,6769
