commodity,total_output
111CA_Farms,198301
113FF_Forestry_fishing_and_related_activities,44663
211_Oil_and_gas_extraction,92213
212_Mining_except_oil_and_gas,48462
213_Support_activities_for_mining,34463
22_Utilities,394011
23_Construction,1030692
311FT_Food_and_beverage_and_tobacco_products,571099
313TT_Textile_mills_and_textile_product_mills,68770
315AL_Apparel_and_leather_and_allied_products,49046
321_Wood_products,88573
322_Paper_products,150327
323_Printing_and_related_support_activities,77296
324_Petroleum_and_coal_products,216484
325_Chemical_products,458674
326_Plastics_and_rubber_products,171155
327_Nonmetallic_mineral_products,92937
331_Primary_metals,139851
332_Fabricated_metal_products,236298
333_Machinery,242943
334_Computer_and_electronic_products,356988
335_Electrical_equipment_appliances_and_components,97456
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,464016
3364OT_Other_transportation_equipment,156617
337_Furniture_and_related_products,74173
339_Miscellaneous_manufacturing,120975
42_Wholesale_trade,887052
441_Motor_vehicle_and_parts_dealers,134474
445_Food_and_beverage_stores,140415
452_General_merchandise_stores,135673
481_Air_transportation,110738
482_Rail_transportation,40084
483_Water_transportation,25636
484_Truck_transportation,200566
485_Transit_and_ground_passenger_transportation,36243
486_Pipeline_transportation,22263
487OS_Other_transportation_and_support_activities,134146
493_Warehousing_and_storage,40052
4A0_Other_retail,529743
511_Publishing_industries_except_internet_includes_software,179288
512_Motion_picture_and_sound_recording_industries,121343
513_Broadcasting_and_telecommunications,499992
514_Data_processing_internet_publishing_and_other_information_services,74049
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,488827
523_Securities_commodity_contracts_and_investments,323855
524_Insurance_carriers_and_related_activities,461190
525_Funds_trusts_and_other_financial_vehicles,87705
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,277093
5411_Legal_services,211897
5412OP_Miscellaneous_professional_scientific_and_technical_services,1073300
5415_Computer_systems_design_and_related_services,235580
55_Management_of_companies_and_enterprises,255491
561_Administrative_and_support_services,414474
562_Waste_management_and_remediation_services,61815
61_Educational_services,193699
621_Ambulatory_health_care_services,547134
622_Hospitals,473327
623_Nursing_and_residential_care_facilities,127422
624_Social_assistance,101799
711AS_Performing_arts_spectator_sports_museums_and_related_activities,82178
713_Amusements_gambling_and_recreation_industries,107711
721_Accommodation,105752
722_Food_services_and_drinking_places,480820
81_Other_services_except_government,574256
GFE_Federal_government_enterprises,69377
GFGD_Federal_general_government_defense,358518
GFGN_Federal_general_government_nondefense,202427
GSLE_State_and_local_government_enterprises,52061
GSLG_State_and_local_general_government,1084874
HS_Housing,1128410
ORE_Other_real_estate,595715
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,667
Used_Scrap_used_and_secondhand_goods,5219
