commodity,total_output
111CA_Farms,32820
113FF_Forestry_fishing_and_related_activities,4143
211_Oil_and_gas_extraction,8403
212_Mining_except_oil_and_gas,6517
213_Support_activities_for_mining,3683
22_Utilities,19164
23_Construction,67990
311FT_Food_and_beverage_and_tobacco_products,74668
313TT_Textile_mills_and_textile_product_mills,15918
315AL_Apparel_and_leather_and_allied_products,20202
321_Wood_products,8339
322_Paper_products,14624
323_Printing_and_related_support_activities,6368
324_Petroleum_and_coal_products,16451
325_Chemical_products,24128
326_Plastics_and_rubber_products,7713
327_Nonmetallic_mineral_products,9910
331_Primary_metals,28750
332_Fabricated_metal_products,24170
333_Machinery,20143
334_Computer_and_electronic_products,15987
335_Electrical_equipment_appliances_and_components,10269
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,35518
3364OT_Other_transportation_equipment,17139
337_Furniture_and_related_products,5845
339_Miscellaneous_manufacturing,7679
42_Wholesale_trade,40370
44RT_Retail_trade,59693
48_Transportation,36510
493_Warehousing_and_storage,1448
51_Information,19811
52_Finance_and_insurance,30671
531_Real_estate,57765
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,6027
54_Professional_scientific_and_technical_services,35999
55_Management_of_companies_and_enterprises,10661
56_Administrative_and_waste_management_services,6400
61_Educational_services,3872
62_Health_care_and_social_assistance,16684
71_Arts_entertainment_and_recreation,3877
721_Accommodation,3459
722_Food_services_and_drinking_places,21491
81_Other_services_except_government,29018
GFE_Federal_government_enterprises,3574
GFG_Federal_general_government,51802
GSLE_State_and_local_government_enterprises,952
GSLG_State_and_local_general_government,30793
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,422
Used_Scrap_used_and_secondhand_goods,1061
