commodity,total_output
111CA_Farms,191907
113FF_Forestry_fishing_and_related_activities,47333
211_Oil_and_gas_extraction,64490
212_Mining_except_oil_and_gas,49720
213_Support_activities_for_mining,17250
22_Utilities,291903
23_Construction,650778
311FT_Food_and_beverage_and_tobacco_products,475991
313TT_Textile_mills_and_textile_product_mills,81499
315AL_Apparel_and_leather_and_allied_products,79603
321_Wood_products,79411
322_Paper_products,133497
323_Printing_and_related_support_activities,62152
324_Petroleum_and_coal_products,143032
325_Chemical_products,342589
326_Plastics_and_rubber_products,132453
327_Nonmetallic_mineral_products,68330
331_Primary_metals,144233
332_Fabricated_metal_products,192612
333_Machinery,210680
334_Computer_and_electronic_products,311507
335_Electrical_equipment_appliances_and_components,93665
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,361328
3364OT_Other_transportation_equipment,119377
337_Furniture_and_related_products,51717
339_Miscellaneous_manufacturing,86831
42_Wholesale_trade,623443
44RT_Retail_trade,663123
481_Air_transportation,97028
482_Rail_transportation,36249
483_Water_transportation,21665
484_Truck_transportation,136719
485_Transit_and_ground_passenger_transportation,27283
486_Pipeline_transportation,23860
487OS_Other_transportation_and_support_activities,73137
493_Warehousing_and_storage,22182
511_Publishing_industries_except_internet_includes_software,86714
512_Motion_picture_and_sound_recording_industries,69882
513_Broadcasting_and_telecommunications,249255
514_Data_processing_internet_publishing_and_other_information_services,39829
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,257200
523_Securities_commodity_contracts_and_investments,120908
524_Insurance_carriers_and_related_activities,322197
525_Funds_trusts_and_other_financial_vehicles,45104
531_Real_estate,1055667
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,163980
5411_Legal_services,132543
5412OP_Miscellaneous_professional_scientific_and_technical_services,618735
5415_Computer_systems_design_and_related_services,90555
55_Management_of_companies_and_enterprises,150385
561_Administrative_and_support_services,216053
562_Waste_management_and_remediation_services,41491
61_Educational_services,109591
621_Ambulatory_health_care_services,340006
622HO_Hospitals_and_nursing_and_residential_care_facilities,377439
624_Social_assistance,49395
711AS_Performing_arts_spectator_sports_museums_and_related_activities,43446
713_Amusements_gambling_and_recreation_industries,60723
721_Accommodation,69814
722_Food_services_and_drinking_places,321651
81_Other_services_except_government,380937
GFE_Federal_government_enterprises,53742
GFG_Federal_general_government,429323
GSLE_State_and_local_government_enterprises,37045
GSLG_State_and_local_general_government,678778
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,927
Used_Scrap_used_and_secondhand_goods,4951
