commodity,total_output
111CA_Farms,388317
113FF_Forestry_fishing_and_related_activities,66688
211_Oil_and_gas_extraction,241339
212_Mining_except_oil_and_gas,86553
213_Support_activities_for_mining,126831
22_Utilities,655613
23_Construction,1662463
311FT_Food_and_beverage_and_tobacco_products,955155
313TT_Textile_mills_and_textile_product_mills,46639
315AL_Apparel_and_leather_and_allied_products,18876
321_Wood_products,111080
322_Paper_products,179893
323_Printing_and_related_support_activities,71351
324_Petroleum_and_coal_products,530745
325_Chemical_products,756151
326_Plastics_and_rubber_products,232064
327_Nonmetallic_mineral_products,124415
331_Primary_metals,219888
332_Fabricated_metal_products,331662
333_Machinery,353564
334_Computer_and_electronic_products,299960
335_Electrical_equipment_appliances_and_components,118653
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,660692
3364OT_Other_transportation_equipment,317789
337_Furniture_and_related_products,72059
339_Miscellaneous_manufacturing,147128
42_Wholesale_trade,1911565
441_Motor_vehicle_and_parts_dealers,219381
445_Food_and_beverage_stores,219871
452_General_merchandise_stores,218274
481_Air_transportation,218984
482_Rail_transportation,78198
483_Water_transportation,52835
484_Truck_transportation,349893
485_Transit_and_ground_passenger_transportation,93190
486_Pipeline_transportation,50235
487OS_Other_transportation_and_support_activities,248660
493_Warehousing_and_storage,142261
4A0_Other_retail,967589
511_Publishing_industries_except_internet_includes_software,282635
512_Motion_picture_and_sound_recording_industries,147926
513_Broadcasting_and_telecommunications,721225
514_Data_processing_internet_publishing_and_other_information_services,250411
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,853245
523_Securities_commodity_contracts_and_investments,594195
524_Insurance_carriers_and_related_activities,1141551
525_Funds_trusts_and_other_financial_vehicles,184000
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,450016
5411_Legal_services,358603
5412OP_Miscellaneous_professional_scientific_and_technical_services,2042374
5415_Computer_systems_design_and_related_services,521598
55_Management_of_companies_and_enterprises,584600
561_Administrative_and_support_services,929788
562_Waste_management_and_remediation_services,117333
61_Educational_services,394078
621_Ambulatory_health_care_services,1093577
622_Hospitals,1071702
623_Nursing_and_residential_care_facilities,245862
624_Social_assistance,211337
711AS_Performing_arts_spectator_sports_museums_and_related_activities,174816
713_Amusements_gambling_and_recreation_industries,205116
721_Accommodation,229723
722_Food_services_and_drinking_places,962387
81_Other_services_except_government,866814
GFE_Federal_government_enterprises,70970
GFGD_Federal_general_government_defense,601506
GFGN_Federal_general_government_nondefense,381020
GSLE_State_and_local_government_enterprises,104287
GSLG_State_and_local_general_government,1744034
HS_Housing,2035762
ORE_Other_real_estate,1259395
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,3363
Used_Scrap_used_and_secondhand_goods,10339
