commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,F010_Personal_consumption_expenditures,F02E_Private_fixed_investment_in_equipment,F02N_Private_fixed_investment_in_intellectual_property_products,F02T_Private_fixed_investment_in_structures,F030_Change_in_private_inventories,F040_Exports_of_goods_and_services,F050_Imports_of_goods_and_services,F06C_National_defense_Consumption_expenditures,F06E_National_defense_Gross_investment_except_structures,F06S_National_defense_Gross_investment_in_structures,F07C_Nondefense_Consumption_expenditures,F07E_Nondefense_Gross_investment_except_structures,F07S_Nondefense_Gross_investment_in_structures,F10C_State_and_local_government_consumption_expenditures,F10E_State_and_local_government_gross_investment_except_structures,F10S_State_and_local_government_gross_investment_in_structures,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,T001_Total_Intermediate,T004_Total_Final_Uses_GDP
321_Wood_products,100,14,45,58,6,237,5689,81,32,42,2223,364,1,9,44,37,80,169,223,102,46,100,155,110,866,224,49,11,58,1,171,2,78,3,8,1,10,6,44,5,14,0,27,209,23,0,2122,234,323,-1613,0,0,0,0,0,0,0,0,0,21,28,105,8,11707,1299
322_Paper_products,46,136,4,40,1,46,381,2724,266,287,84,6385,2221,230,1140,285,523,72,516,163,266,310,204,42,133,567,353,1345,147,3,2057,443,33,20,230,14,71,68,190,22,46,156,179,1693,0,0,0,192,871,-1684,0,0,0,0,0,0,0,0,0,9,112,23,334,22925,1072
323_Printing_and_related_support_activities,1,5,1,2,0,31,26,472,6,104,3,15,883,6,46,2,7,18,198,8,129,8,261,32,3,8,104,185,105,1,1835,1052,41,18,319,48,58,221,67,34,16,13,316,400,0,0,0,93,59,-34,0,0,0,0,0,0,0,0,0,19,221,27,482,7462,519
324_Petroleum_and_coal_products,705,116,38,143,63,539,1268,139,36,28,55,138,17,1391,245,23,84,185,151,128,58,48,88,90,13,40,138,637,1977,7,147,117,274,10,182,33,100,105,145,22,61,6,252,11461,0,0,0,300,819,-1520,0,0,0,0,0,0,0,0,0,25,945,195,780,11985,11060
325_Chemical_products,2566,89,117,273,72,230,676,543,3121,317,240,1065,367,759,9315,2476,455,800,829,243,327,516,334,169,134,432,146,130,242,0,173,34,348,6,146,34,173,87,1807,61,72,51,470,10585,73,0,0,456,3227,-1224,0,0,0,0,0,0,0,0,0,22,1026,330,855,32680,13116
326_Plastics_and_rubber_products,253,43,31,153,15,98,824,753,201,380,99,392,116,77,747,600,237,136,443,560,496,526,1264,224,404,567,138,393,450,1,118,26,215,96,334,5,197,19,359,17,56,32,429,2341,40,0,0,190,460,-431,0,0,0,0,0,0,0,0,0,14,223,72,190,13024,2599
327_Nonmetallic_mineral_products,29,7,76,87,103,354,7203,1041,50,5,140,28,2,70,281,57,1710,226,257,209,373,274,572,80,99,117,42,172,150,0,249,5,156,18,44,4,33,22,75,15,27,20,173,879,0,0,0,176,390,-523,0,0,0,0,0,0,0,0,0,25,23,160,75,14939,921
331_Primary_metals,5,27,124,284,448,110,2043,26,5,10,171,91,53,66,610,75,171,14313,12333,4835,1166,3222,5980,2035,415,1212,1,4,177,0,75,2,58,2,9,1,10,4,28,3,4,4,14,131,1,0,0,515,2056,-4542,0,0,0,0,0,0,0,0,0,8,206,52,4,50494,-1839
332_Fabricated_metal_products,136,462,316,369,77,601,12125,2643,39,110,410,224,32,233,1008,247,208,1447,4046,2668,1416,923,4522,2230,536,420,24,296,708,2,394,7,295,8,414,14,172,24,128,17,25,21,887,1222,1786,0,0,568,1568,-939,0,938,0,0,12,0,0,105,0,41,1856,245,70,43098,5260
333_Machinery,330,31,156,399,142,215,1855,147,162,40,161,159,283,103,527,87,128,848,780,3026,343,291,908,769,21,42,52,107,192,3,286,63,153,102,522,2,197,52,372,14,15,2,651,1055,23081,0,0,860,4948,-2152,0,544,0,0,98,0,0,291,0,14,394,150,267,15565,28726
334_Computer_and_electronic_products,1,4,25,5,1,45,497,5,9,2,6,10,2,25,63,6,7,89,106,275,10456,289,429,1840,2,172,513,29,153,1,614,34,24,35,175,153,54,35,16,5,4,0,444,3629,8594,0,0,626,3672,-2367,0,2412,0,0,405,0,0,308,0,3,2811,27,51,19550,17279
335_Electrical_equipment_appliances_and_components,48,14,146,86,15,334,3997,12,7,14,110,10,2,21,53,9,53,487,178,1463,1086,2054,583,177,5,111,28,73,248,0,197,16,189,23,112,5,75,33,50,12,18,1,204,5030,3246,0,0,391,968,-750,0,158,0,0,24,0,0,68,0,17,256,158,87,12880,9135
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,42,47,59,122,3,7,74,66,0,5,131,0,2,1,28,29,21,203,223,1593,239,181,18513,655,7,25,93,2238,363,2,5,4,3,120,100,8,67,1,9,2,4,0,1544,22355,12874,0,0,201,4236,-4524,0,559,0,0,56,0,0,821,0,7,251,29,62,27190,36579
3364OT_Other_transportation_equipment,5,66,2,8,0,2,3,0,0,0,4,0,0,0,1,0,0,19,21,2,1,0,21,7381,0,5,12,0,1475,0,8,9,3,14,38,0,25,3,12,16,2,0,32,1351,5709,0,0,1225,3456,-660,0,4157,0,0,686,0,0,43,0,3,6947,8,9,16156,15968
337_Furniture_and_related_products,0,0,9,9,0,47,1133,1,1,0,89,1,0,1,2,0,1,13,1,1,501,1,16,34,194,9,0,1,8,0,34,0,10,0,1,0,1,1,6,1,2,0,3,4551,2318,0,0,124,48,-122,0,28,0,0,31,0,0,136,0,3,19,16,15,2189,7113
339_Miscellaneous_manufacturing,9,21,5,17,1,28,148,31,68,657,24,22,89,8,55,67,75,89,65,105,121,68,61,47,31,1295,53,178,72,1,53,146,71,18,356,0,59,163,1120,87,41,25,789,6021,1326,0,0,214,606,-1372,0,29,0,0,8,0,0,69,0,4,211,23,493,7174,6903
42_Wholesale_trade,2013,248,107,292,71,527,3352,5147,1152,1626,522,1061,498,938,1663,513,445,1434,1262,1344,1259,749,2199,758,313,738,737,868,1471,5,570,199,283,50,380,45,161,150,716,84,113,1355,780,23179,4709,0,185,794,3625,2369,0,405,0,0,60,0,0,133,0,43,1315,219,924,40697,35460
44RT_Retail_trade,335,26,33,58,11,151,1630,689,134,85,342,150,38,45,410,115,108,167,210,275,226,137,881,146,158,106,55,232,333,1,98,24,58,13,80,0,36,27,146,13,24,4,163,93071,1296,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,1,3,0,7976,94403
481_Air_transportation,49,44,19,18,2,12,112,228,87,110,41,82,69,26,226,96,50,103,220,113,150,58,147,121,25,71,64,83,172,11,184,575,14,30,327,7,120,78,113,15,47,22,55,4907,215,0,0,24,871,-646,0,28,0,0,4,0,0,4,0,211,281,8,157,4856,5407
482_Rail_transportation,281,23,22,275,18,301,1054,902,163,65,252,354,102,77,498,108,360,1322,361,205,106,141,518,116,90,115,40,119,300,0,120,23,47,14,66,2,46,19,88,8,16,149,85,2167,406,0,0,117,841,-32,0,33,0,0,4,0,0,17,0,235,193,52,86,9535,3553
483_Water_transportation,78,7,13,68,11,83,183,212,26,10,44,45,13,349,86,17,56,249,36,18,11,12,24,11,6,17,12,34,80,0,14,6,18,1,9,4,6,6,17,62,7,18,17,902,16,0,8,26,1369,-41,0,1,0,0,0,0,0,0,0,80,133,14,40,2267,2282
484_Truck_transportation,398,55,19,155,63,211,1353,1584,242,242,97,262,109,116,331,88,265,695,316,206,173,132,412,125,56,157,237,288,3876,17,173,63,328,26,237,6,147,71,205,21,37,208,152,3663,528,0,18,109,640,0,0,34,0,0,5,0,0,21,0,230,350,84,258,14875,5017
485_Transit_and_ground_passenger_transportation,7,17,13,16,0,24,111,79,34,49,18,43,28,7,104,41,35,72,119,67,130,52,49,97,20,41,168,80,120,1,146,107,22,10,446,3,43,28,109,31,17,0,80,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,6,766,3485,3144
486_Pipeline_transportation,10,2,65,2,1,286,10,2,1,0,1,2,0,2005,10,0,2,5,2,2,1,1,1,1,0,1,2,10,37,0,1,1,4,0,3,1,2,2,2,0,1,0,4,170,0,0,0,16,64,0,0,0,0,0,0,0,0,0,0,0,14,3,11,2508,250
487OS_Other_transportation_and_support_activities,1,1,1,1,8,3,59,8,1,2,1,4,8,1,8,2,1,2,6,5,11,3,3,11,1,4,798,1047,7383,41,9,294,22,8,35,1,4,3,11,80,166,0,19,201,0,0,0,0,540,-13,0,0,0,0,0,0,0,0,0,67,134,3,7,10287,728
493_Warehousing_and_storage,547,1,0,1,0,2,1,2,1,0,0,1,3,3,18,0,0,0,12,0,4,0,1,1,0,0,199,1284,439,26,18,31,41,6,84,0,39,7,20,5,5,8,13,37,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,60,19,90,2998,101
511_Publishing_industries_except_internet_includes_software,23,2,1,1,0,9,13,8,3,8,2,7,21,3,10,3,5,25,13,10,18,6,6,13,6,5,19,15,19,3,289,89,13,7,377,18,27,352,171,21,15,0,158,4594,0,778,0,105,265,-108,0,0,0,0,0,0,0,0,0,2,17,4,1073,2907,5634
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,2,1,4,1,1,1,0,2,1,2,0,1,1,1,3,5,1,3,1,0,0,1,6,18,0,1748,7,0,0,5,3,2,24,15,0,1,0,26,2330,0,2395,0,-66,472,-3,0,0,0,0,0,0,0,0,0,4,60,0,30,1980,5129
513_Broadcasting_and_telecommunications,107,8,9,8,5,83,319,92,39,70,23,43,53,21,90,32,44,84,137,132,174,59,66,146,21,50,502,675,457,4,2960,873,143,44,636,1608,193,178,261,49,40,34,242,11058,1672,907,0,0,212,0,0,0,0,0,0,0,0,0,0,8,258,27,417,11523,13849
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,238,186,0,0,451,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,433,24,1122,2840,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,817,76,129,164,17,366,1083,422,146,267,135,121,105,367,355,96,172,342,401,369,361,165,296,199,67,157,737,3380,1169,12,507,5845,2309,43,1086,340,301,75,407,164,365,220,279,8265,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,109,377,20,785,25722,8329
523_Securities_commodity_contracts_and_investments,0,1,2,6,0,25,3,15,2,4,3,7,3,22,15,4,4,9,8,10,13,3,9,8,2,9,3,9,7,0,21,2033,12,2,11,211,6,6,3,1,1,1,7,3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,35,2557,3484
524_Insurance_carriers_and_related_activities,396,24,26,60,13,65,571,111,22,36,34,26,37,42,58,19,53,151,105,54,37,24,55,43,35,22,360,738,831,2,92,7320,1661,63,202,16,113,67,427,106,93,64,331,14374,0,0,310,0,65,37,0,0,0,0,0,0,0,0,0,8,12,116,312,15050,14786
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,2172,96,37,6,0,52,0,12,0,0,0,0,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404,1499
531_Real_estate,1580,61,0,350,7,111,511,218,113,162,57,169,101,276,530,73,143,97,302,265,370,162,110,167,56,128,710,3659,709,37,834,1227,3080,120,1383,118,326,978,1202,301,286,296,961,83802,0,0,3377,0,0,0,0,0,0,0,0,0,0,0,0,54,101,65,401,22968,87179
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,188,46,3058,54,20,54,444,95,26,41,35,37,34,57,88,19,49,111,82,65,64,37,243,95,17,25,361,322,798,4,202,478,191,34,466,249,105,81,159,40,44,22,226,1958,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,24,215,35,243,9386,2843
5411_Legal_services,36,9,33,10,4,36,1921,37,15,21,11,20,15,8,71,8,19,62,65,42,31,25,22,76,6,16,271,148,109,9,85,464,389,19,1019,179,55,31,170,32,23,24,144,4194,0,0,568,0,105,0,0,0,0,0,0,0,0,0,0,3,126,16,258,6192,4867
5412OP_Miscellaneous_professional_scientific_and_technical_services,373,60,83,124,10,204,3624,1905,167,275,95,204,139,433,2174,217,186,471,431,319,316,366,443,322,99,411,1888,4027,844,19,1218,3107,1543,99,2219,1043,244,256,403,292,282,226,635,2852,0,11134,40,0,477,-39,0,8640,0,0,7951,0,0,563,0,42,717,260,975,33791,31618
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,192,75,0,0,640,700,0,0,0,0,0,0,0,0,0,1790,0,0,0,0,0,0,0,0,0,0,0,171,0,21,445,51,272,2460,1961
55_Management_of_companies_and_enterprises,0,8,191,189,279,11,118,2739,344,624,79,441,198,200,1234,322,241,627,663,1132,920,367,737,709,146,211,1302,3030,468,0,343,334,48,19,133,0,244,28,373,91,94,1,272,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,4,8,3,19525,265
561_Administrative_and_support_services,266,34,41,94,46,74,583,198,55,80,34,91,65,148,263,51,80,239,174,153,196,76,121,196,29,57,825,364,284,45,260,970,311,38,376,118,98,101,345,61,208,40,212,2651,0,0,0,0,67,-1,0,0,0,0,0,0,0,0,0,34,463,111,398,9102,2718
562_Waste_management_and_remediation_services,227,2,29,34,1,50,141,83,47,15,12,110,11,83,104,22,24,122,56,24,31,27,47,35,9,10,102,361,215,0,62,221,335,14,119,4,291,220,348,29,75,68,168,353,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,43,51,144,4239,358
61_Educational_services,0,2,0,2,0,0,3,2,3,1,2,1,1,1,16,3,3,9,10,3,4,3,6,2,4,1,2,16,4,0,2,8,1,1,5,0,1,3,4,0,0,3,46,10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,907,2,106,1196,10020
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,9,384,591,20183
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,1,44,22817
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611
711AS_Performing_arts_spectator_sports_museums_and_related_activities,1,1,2,1,0,3,23,6,2,3,1,2,3,1,10,2,2,3,9,8,15,4,4,15,1,4,29,247,7,1,379,51,12,0,131,61,1,23,12,747,11,166,24,2597,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,1,0,2103,2744
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,1,4,1,0,0,0,0,0,0,2,0,0,1,1,1,2,1,1,2,0,1,5,39,37,0,69,5,2,0,20,21,0,4,2,1,2,26,4,3573,0,0,0,0,130,-8,0,0,0,0,0,0,0,0,0,1,14,0,0,274,3696
721_Accommodation,9,15,14,10,0,30,129,58,27,45,14,32,26,7,100,38,25,59,107,66,179,49,57,135,14,40,221,101,64,5,179,177,26,18,644,20,61,30,136,37,20,0,93,3900,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,547,7,337,4012,3903
722_Food_services_and_drinking_places,31,24,60,27,2,57,617,165,48,89,33,60,78,32,319,83,66,96,304,265,478,134,122,466,32,106,456,292,193,2,265,531,101,25,580,102,91,170,287,91,39,0,266,32475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,118,18,82,7514,32475
81_Other_services_except_government,327,72,14,55,18,187,632,344,59,79,64,102,74,40,206,54,81,105,202,127,213,105,653,210,31,74,948,1546,1393,4,569,747,262,52,1012,481,413,203,835,119,449,242,1097,36335,0,0,0,0,27,-8,0,0,0,0,0,0,0,0,0,35,479,35,428,15478,36355
GFE_Federal_government_enterprises,8,3,6,11,1,117,53,67,25,69,9,21,35,22,48,12,17,33,45,47,64,24,55,57,11,32,145,693,113,3,408,1300,461,39,429,10,273,107,284,14,27,23,214,1397,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,5,192,10,288,5931,1522
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82612,0,0,17852,0,0,0,0,0,0,0,0,0,0,100464
GSLE_State_and_local_government_enterprises,1,2,2,4,1,5,28,9,2,1,2,10,1,4,15,1,2,24,2,1,3,1,3,2,0,3,34,59,117,1,13,18,54,4,15,1,5,22,25,4,10,10,30,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,107,4,24,688,1436
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78973,0,0,0,0,0,0,0,78973
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,2,47,2,1,3,3,184,43,24,14,2,4,5,6,107,6,5,7,12,47,156,40,49,79,2,253,55,38,1730,0,449,349,10,4,46,34,6,4,12,39,2,6,67,2266,0,0,0,-80,3588,-12920,0,0,0,0,0,0,0,0,0,292,3552,1,5,7803,-7145
T005_Total_Intermediate,26673,4223,5947,6039,1585,10087,58718,72349,16700,20194,8394,14771,6354,20597,26152,7157,8112,32843,26860,21201,23091,12092,42319,20669,4736,8919,14711,34412,31674,429,19780,32653,21224,1411,17113,6442,5295,4857,14182,3510,3721,17151,14977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,28672,4442,21789,807286,0
