unit,induse,stk_flow,prod_na,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
NR,CPA_A01,DOM,CPA_O,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_O,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,CPA_O,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_P,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_P,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,CPA_P,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_Q86,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_Q86,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,CPA_Q86,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_Q87_88,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_Q87_88,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,CPA_Q87_88,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_R90-92,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_R90-92,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,CPA_R90-92,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_R93,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_R93,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,CPA_R93,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_S94,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_S94,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,CPA_S94,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_S95,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_S95,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,CPA_S95,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_S96,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_S96,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,CPA_S96,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_T,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_T,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,CPA_T,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_U,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,CPA_U,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,CPA_U,EU28	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,D1,EA19	0.11 	0.11 	0.11 	0.11 	0.11 	0.11 	0.1 	0.1 	0.1 	0.11 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,D1,EU27_2020	0.11 	0.11 	0.11 	0.11 	0.11 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,D1,EU28	0.11 	0.11 	0.12 e	0.11 	0.11 	0.11 	0.1 	0.11 	0.11 	0.12 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,D11,EA19	0 	0 	0 	0.09 	0.09 	0.08 	0.08 	0.08 	0.08 	0.09 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,D11,EU27_2020	0 	0 	0 	0.09 	0.09 	0.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,D11,EU28	0 	0 	0 	0.09 	0.09 	0.09 	0.08 	0.09 	0.09 	0.09 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,D21X31,EA19	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 
NR,CPA_A01,DOM,D21X31,EU27_2020	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,D21X31,EU28	0.02 	0.02 	0.02 e	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 	0.02 
NR,CPA_A01,DOM,D29X39,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,D29X39,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,D29X39,EU28	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,P1,EA19	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 
NR,CPA_A01,DOM,P1,EU27_2020	1 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,P1,EU28	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 
NR,CPA_A01,DOM,P2_ADJ,EA19	0.55 	0.55 	0.55 	0.56 	0.56 	0.56 	0.58 	0.58 	0.57 	0.56 	0.57 	0.56 	0.54 	0.56 	0.55 
NR,CPA_A01,DOM,P2_ADJ,EU27_2020	0.57 	0.57 	0.56 	0.57 	0.58 	0.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,P2_ADJ,EU28	0.57 	0.57 	0.56 e	0.57 	0.58 	0.57 	0.58 	0.58 	0.58 	0.58 	0.59 	0.57 	0.57 	0.58 	0.57 
NR,CPA_A01,DOM,P51C,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,P51C,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,P51C,EU28	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,DOM,TOTAL,EA19	0.49 	0.49 	0.49 	0.5 	0.5 	0.5 	0.52 	0.52 	0.51 	0.5 	0.52 	0.5 	0.49 	0.5 	0.49 
NR,CPA_A01,DOM,TOTAL,EU27_2020	0.51 	0.51 	0.51 	0.52 	0.53 	0.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,DOM,TOTAL,EU28	0.51 	0.51 	0.51 e	0.52 	0.53 	0.51 	0.52 	0.53 	0.53 	0.53 	0.54 	0.52 	0.53 	0.53 	0.52 
NR,CPA_A01,IMP,CPA_A01,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_A01,IMP,CPA_A01,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_A01,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_A01,IMP,CPA_A02,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_A02,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_A02,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_A03,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_A03,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_A03,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_B,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_B,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_B,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C10-12,EA19	0 	0 	0 	0 	0.01 	0 	0.01 	0.01 	0.01 	0.01 	0 	0.01 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C10-12,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C10-12,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C13-15,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C13-15,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C13-15,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C16,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C16,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C16,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C17,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C17,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C17,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C18,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C18,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C18,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C19,EA19	0 	0 	0 	0 	0 	0.01 	0.01 	0.01 	0.01 	0 	0 	0.01 	0 	0.01 	0.01 
NR,CPA_A01,IMP,CPA_C19,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C19,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0.01 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C20,EA19	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_A01,IMP,CPA_C20,EU27_2020	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C20,EU28	0.01 	0.01 	0.01 e	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
NR,CPA_A01,IMP,CPA_C21,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C21,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C21,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C22,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C22,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C22,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C23,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C23,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C23,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C24,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C24,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C24,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C25,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C25,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C25,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C26,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C26,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C26,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C27,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C27,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C27,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C28,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C28,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C28,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C29,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C29,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C29,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C30,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C30,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C30,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C31_32,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C31_32,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C31_32,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C33,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_C33,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_C33,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_D,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_D,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_D,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_E36,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_E36,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_E36,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_E37-39,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_E37-39,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_E37-39,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_F,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_F,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_F,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_G45,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_G45,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_G45,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_G46,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_G46,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_G46,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_G47,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_G47,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_G47,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_H49,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_H49,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_H49,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_H50,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_H50,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_H50,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_H51,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_H51,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_H51,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_H52,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_H52,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_H52,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_H53,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_H53,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_H53,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_I,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_I,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_I,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_J58,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_J58,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_J58,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_J59_60,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_J59_60,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_J59_60,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_J61,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_J61,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_J61,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_J62_63,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_J62_63,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_J62_63,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_K64,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_K64,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_K64,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_K65,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_K65,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_K65,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_K66,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_K66,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,CPA_A01,IMP,CPA_K66,EU28	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_L68A,EA19	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
NR,CPA_A01,IMP,CPA_L68A,EU27_2020	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
