industry,name,share_personal_consump,fl,rank_fl,price_shock_pct,impact_dir,impact_indir,impact_total,year,impact_rank
44RT,Retail_trade,16.532978135175178,1.5312440029517356,30,4.789565979833399,0.7918578962156445,0.02911667053749736,0.820974566753142,1971,1
531,Real_estate,14.393249882656631,2.0486207292952505,12,4.676974047487592,0.6731685616018889,0.07492497894347463,0.7480935405453635,1971,2
52,Finance_and_insurance,4.8396114420386285,3.036058530024469,4,7.570963860790525,0.36640523327942776,0.1384952647051589,0.5049004979845867,1971,3
62,Health_care_and_social_assistance,7.8536543831793635,1.0161781390305533,47,5.906514417152708,0.46387722841583473,9.257212357608753e-4,0.4648029496515956,1971,4
48,Transportation,2.433356861575904,3.6205970951431734,1,7.268253442483319,0.17686254385939468,0.16854618069869787,0.3454087245580925,1971,5
722,Food_services_and_drinking_places,4.778111467922979,1.3142643224670647,35,5.452388015425691,0.26052117704071304,0.01971865658856524,0.2802398336292783,1971,6
22,Utilities,2.192100851784468,1.9514460374472318,16,7.669390534559062,0.16812077523474656,0.09303174198467354,0.26115251721942007,1971,7
51,Information,3.239433689505932,2.2006749823790535,9,4.8128342245989275,0.15590857329172925,0.04765901877286314,0.20356759206459238,1971,8
81,Other_services_except_government,4.846101984655133,1.549457741662542,28,3.486326563249631,0.16895094077319944,0.02189703243762197,0.19084797321082142,1971,9
311FT,Food_and_beverage_and_tobacco_products,9.740510001985529,2.171040537114183,10,1.8145811265140699,0.17674945612224463,0.009716380391938645,0.1864658365141833,1971,10
3361MV,Motor_vehicles_bodies_and_trailers_and_parts,3.2791266958206053,2.0162970964295392,13,4.359793394046485,0.14296314906680152,0.03670544832207904,0.17966859738888058,1971,11
111CA,Farms,1.1247068867270125,2.1124778342643444,11,3.0615041302900936,0.03443294779080461,0.10638460126023622,0.14081754905104082,1971,12
324,Petroleum_and_coal_products,1.652243843833806,1.6155716026980884,26,5.402991739227514,0.08927059839423569,0.03573915882455284,0.12500975721878854,1971,13
GSLG,State_and_local_general_government,1.4417596573864828,1.1856064024835467,39,7.28650990099009,0.10505396018394687,0.014260073759560945,0.11931403394350783,1971,14
54,Professional_scientific_and_technical_services,1.0203919767396592,2.0028164486560653,15,4.962065589818887,0.050632519159071375,0.052062451649042066,0.10269497080811343,1971,15
GSLE,State_and_local_government_enterprises,1.0851199785625296,1.2917567382011106,36,6.882686849574271,0.07468541006662638,0.02467507561265245,0.09936048567927884,1971,16
61,Educational_services,1.5690576662549391,1.0757272499765416,45,5.509739798094682,0.08645099469270401,0.0051164230029612685,0.09156741769566527,1971,17
56,Administrative_and_waste_management_services,0.4402766447468844,1.6710308181955356,23,7.317753360477441,0.03221835896636246,0.04881497032800937,0.08103332929437182,1971,18
211,Oil_and_gas_extraction,0.0661393798588822,1.914571207693104,17,5.7624460995687965,0.0038112461149571474,0.07489807405224735,0.0787093201672045,1971,19
GFE,Federal_government_enterprises,0.48234139123788594,1.2634131743230181,38,8.701004211208275,0.04196854476400903,0.028887217623658784,0.07085576238766783,1971,20
71,Arts_entertainment_and_recreation,1.0809833767216983,1.1823426639093,40,5.380977404098775,0.058167471243458516,0.005274622239632949,0.06344209348309147,1971,21
55,Management_of_companies_and_enterprises,0.004818740578064066,2.004152963077925,14,3.5900405327156992,1.7299473991891877e-4,0.06273106707078199,0.0629040618107009,1971,22
332,Fabricated_metal_products,0.22701973989755314,2.3400847159908897,7,3.821531544739276,0.008675630972970048,0.04900300248946303,0.05767863346243308,1971,23
315AL,Apparel_and_leather_and_allied_products,3.4504073262904784,1.2865259437868786,37,1.5380167678519685,0.05306784323754034,0.0017700486735755447,0.05483789191111589,1971,24
721,Accommodation,0.8842597828873535,1.1705725859578522,41,4.797661643904649,0.042423792436061085,0.008771796303269939,0.05119558873933102,1971,25
113FF,Forestry_fishing_and_related_activities,0.07936595881034983,1.722658136750029,21,9.63219142870495,0.007644681081840017,0.039853503171932717,0.047498184253772724,1971,26
339,Miscellaneous_manufacturing,0.8202714151023862,1.3192871086775788,34,3.532958199356928,0.028979846216840854,0.011548194975937601,0.04052804119277846,1971,27
327,Nonmetallic_mineral_products,0.14888540831462962,1.541145714912068,29,6.712719627571717,0.009994260026526435,0.030177194084098805,0.04017145411062524,1971,28
325,Chemical_products,1.7349121351916075,3.0271611187539462,5,1.1915738704872725,0.02067275967885602,0.018284165305757157,0.03895692498461318,1971,29
321,Wood_products,0.03606280227110379,1.5729710930809147,27,12.212729017224833,0.004404252317387509,0.032491433721277385,0.036895686038664895,1971,30
23,Construction,4.6397777230328006e-5,1.4816068743068989,31,6.873566513761475,3.1891820788334723e-6,0.03278152465243025,0.03278471383450909,1971,31
331,Primary_metals,0.058328485633006494,3.502979852228032,2,1.7117834394904552,9.984573575713743e-4,0.025061904091756956,0.02606036144932833,1971,32
