industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
52_Finance_and_insurance,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,80,255265,120904,321623,38250,443,33368,77,1971,3174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,18150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1043324,0,0,35,317,0,0,0,0,0,0,0,0,1,62,0,593,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1264,0,0,0,30,16,0,0,0,0,0,0,0,0,1,3,0,70,114006,0,4,126,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,1538,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2247,3044,0,0,0,0,0,0,0,0,296,0,42,2425,0,3,0,0,0,33,132467,370873,57345,0,805,0,193,0,0,0,0,0,0,0,1346,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6555,1274,150385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,207,0,0,0,309,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,42,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,132,0,6097,1075,0,208930,35030,0,1,0,3,0,0,0,0,155,0,0,0,0,0,680
61_Educational_services,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,10653,201,0,0,0,75350,0,0,0,340,0,3257,3688,48,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,678,0,1823,996,0,0,0,0,327403,317265,48018,0,0,0,1340,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,821,0,1574,62,0,0,0,969,0,0,31,42257,41766,261,7198,385,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,1312,169,0,1,67,0,0,0,0,0,0,0,10,11777,61673,18424,173,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,777,356,262127,0,0,0,0,0,0,88
81_Other_services_except_government,0,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,380,0,1014,320,0,8,0,2,0,0,-3,0,0,0,1872,291593,0,0,0,0,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,6913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2614,0,0,0,0,0,0,0,0,0,95,0,0,0,0,323,0,558,0,0,0,145,0,0,0,0,0,0,0,0,0,0,1802,3,53472,0,0,0,0,0
GFG_Federal_general_government,0,1015,0,671,0,21,685,0,0,0,0,0,10,1,221,0,0,1,0,3,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,290,7,0,9,0,0,0,85,0,0,0,19198,4532,0,0,0,234,0,1017,0,8,0,0,0,0,271,429323,0,0,927,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,47102,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1418,0,77,1196,0,6619,0,3217,0,0,0,0,0,71,0,45,0,9908,0,0,0,0,0,0,0,0,0,0,0,145,2614,0,0,1090,0,0,36518,0,0,0
GSLG_State_and_local_general_government,87,1426,0,171,0,507,9692,575,0,197,30,139,550,0,7,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,140,0,0,1020,0,0,0,6769,0,0,0,20581,3412,0,4423,6455,31525,12367,59157,1345,687,2399,4204,8570,343,0,0,0,678778,0,1856
