industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,4A0_Other_retail,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,HS_Housing,ORE_Other_real_estate,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
111CA_Farms,388389,4702,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,0,0,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,19,55605,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,328271,90,50214,0,468,0,0,0,0,0,0,29073,255,0,0,0,9,194,0,0,0,0,0,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,89954,7219,0,10355,0,0,0,0,0,0,106,2569,0,414,0,0,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,75,61,93899,0,6603,0,0,0,0,0,0,141,0,0,0,0,3820,0,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,104,0,0,548884,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3055,0,0,18,0,0,0,0,0,0,0,0,0,0,122,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,0,0,0,0,0
23_Construction,0,0,0,0,0,0,1647406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,166,939866,1,661,0,159,0,0,2648,0,0,0,0,0,0,0,0,0,0,0,7072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,46,0,45511,163,0,0,110,0,3658,23,0,1,0,0,0,0,0,0,74,56,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,176,16218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321_Wood_products,0,0,0,0,0,0,583,0,0,0,117991,9,0,0,7,10,5,0,58,0,0,0,0,0,240,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
322_Paper_products,0,0,0,0,0,0,78,0,251,0,322,186341,211,0,19,164,24,0,1,0,77,0,0,0,0,14,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
323_Printing_and_related_support_activities,0,0,0,0,0,0,12,0,600,6,0,701,63573,0,0,250,0,0,105,0,6,0,0,0,0,583,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17814,177,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
324_Petroleum_and_coal_products,0,0,1,171,0,0,269,0,0,0,0,2,0,623945,35082,1,91,0,0,0,0,43,0,0,0,0,5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,4,0,0,133,7140,22,0,0,56,0,8110,746589,2788,5,13,2,165,946,15,1,0,0,802,6955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54396,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,96,0,830,0,356,649,130,0,963,243114,107,5,509,149,34,299,663,45,41,654,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
327_Nonmetallic_mineral_products,0,0,5,652,1,0,766,0,23,0,4,8,0,60,66,51,129384,0,15,1,0,53,37,9,38,2,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
331_Primary_metals,0,0,0,0,0,0,207,0,18,0,0,2,0,1942,284,1,8,247647,1329,133,1,334,0,0,10,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560
332_Fabricated_metal_products,0,0,0,0,0,0,2583,0,79,0,818,0,91,2,34,713,60,3278,352361,2802,260,130,941,946,51,89,3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537,360,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,3485
333_Machinery,0,0,0,0,0,0,623,2,2,0,0,0,0,0,66,27,147,26,1605,371523,592,2899,570,1018,21,173,4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9305,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327
334_Computer_and_electronic_products,0,0,0,0,0,0,53,0,0,0,0,0,10,0,32,7,2,29,32,650,309142,755,9,705,4,637,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54148,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,71,0,3,0,0,24,0,0,10,69,14,242,161,396,213,122249,85,14,0,24,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2648,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,500,0,173,0,0,0,0,0,8,84,2,60,924,1972,19,628,687718,2440,0,37,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16239,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385
3364OT_Other_transportation_equipment,0,0,0,0,0,0,752,0,1,0,0,0,0,0,0,23,0,0,194,308,684,21,1862,317739,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18655,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
337_Furniture_and_related_products,0,0,0,0,0,0,369,0,50,15,470,3,4,0,0,3,20,2,100,2,0,1,0,0,74810,191,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,766,0,23,16,47,56,310,7,160,511,10,3,391,28,129,162,10,45,210,146068,4439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13680,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42_Wholesale_trade,0,677,0,0,0,0,4451,3595,0,0,0,0,0,0,0,0,0,0,11,551,151,0,345,26,29,1555,1953516,0,0,0,0,0,0,0,0,934,1160,16,0,0,0,0,0,0,0,0,0,14268,0,1153,18019,0,26,0,0,0,0,0,0,0,0,0,0,69797,0,0,0,0,0,0,0,0,0
44RT_Retail_trade,192,0,0,0,0,0,8111,12366,0,286,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2250,0,230216,215989,225093,0,0,0,32,0,0,4030,404,987089,0,995,62,0,5706,0,0,0,5934,0,7646,1583,0,2379,0,256,1967,0,0,0,0,604,0,49174,108499,0,0,0,0,0,0,0,0,0
48_Transportation,0,1078,0,0,0,156,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,9,0,235489,84665,56909,380672,90557,53635,247558,6427,15,0,0,0,0,0,0,97,0,840,0,5096,838,0,98,2260,0,65,0,0,0,0,241,0,66,1219,0,0,0,0,0,0,9,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,0,0,437,142205,0,0,0,0,0,0,0,0,0,9,0,638,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,2207,0,0,0,0,0,1453,0,0,0,0,0,0,0,10,0,0,0,0,0,18458,0,0,0,0,0,0,0,0,0,0,0,2756,299563,157811,739359,258812,0,0,0,0,11077,0,312790,39468,0,1405,0,9482,0,0,0,0,0,88,0,0,2584,0,0,0,0,0,0,126,0,0
52_Finance_and_insurance,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916850,624529,1219696,149960,79946,426,5814,7309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,19858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,232,341,0,0,0,0,0,0,0,0,0,0,21,0,64,0,0,0,0,0,2113241,1298102,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,75,287,0,0,0,0,916,40,0,0,0,1049,0,0,0,0,0,8,1013,0,358725,0,77,178,0,0,0,3,0,0,0,0,0,0,0,0,3420,0,0,0,0,0,0,2841,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,580,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,3886,0,0,548,0,0,0,0,0,0,0,0,6021,3058,0,204,18120,0,665,0,0,414,362223,1485378,447620,0,7887,0,2066,0,0,0,0,0,0,0,0,4794,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5202,13324,617086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,93,0,0,0,1215,0,0,0,0,0,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1006,0,0,0,0,0,0,70,0,574,0,13929,9878,0,984652,107372,202,15,0,0,58,0,0,0,0,0,0,0,0,0,0,0,315,0,700
61_Educational_services,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574,0,0,0,0,0,0,100,0,88,0,31680,4718,0,0,0,295220,0,0,0,0,1680,0,27717,10790,659,0,0,0,0,0,0,74,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,12431,0,0,0,0,0,0,0,0,4977,0,7240,3890,0,0,0,0,1102398,895444,254700,219000,0,0,0,3327,0,0,0,0,0,0,0,115,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,4239,0,0,0,0,0,0,0,0,1791,0,9528,132,0,0,0,1326,0,0,0,851,179641,138247,482,19303,3011,0,0,0,0,0,0,1125,0,0
721_Accommodation,0,0,0,0,0,0,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,435,504,0,0,0,0,0,0,0,0,893,0,0,281,0,0,0,0,0,1517,0,1,34,0,0,0,0,0,0,0,0,1706,35979,202569,49824,2018,0,0,0,0,0,0,1258,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0,0,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,192,858364,0,0,0,0,0,0,0,0,0,185
81_Other_services_except_government,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,2325,0,189,0,0,0,0,0,0,0,0,3980,0,0,0,381,0,0,0,0,287,0,1422,746,0,0,0,31,0,0,0,353,0,0,0,3827,710759,0,0,0,0,0,0,1470,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3040,0,0,0,0,0,0,0,0,36,0,13,0,0,0,0,1476,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,1446,0,70288,0,0,0,0,0,807,0,0
GFG_Federal_general_government,0,99,0,0,0,50,288,0,0,0,0,0,8,0,7,0,0,1,0,2,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,173,42,0,14,0,0,0,77,0,0,40681,5006,0,0,0,233,0,2769,0,0,21,0,0,0,0,431,637125,400841,0,0,0,0,3904,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,146536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300,0,0,183,483,0,16930,0,14648,0,0,0,0,0,0,21,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,168,34141,0,0,3396,0,0,0,107860,0,7810,27773,0,0
GSLG_State_and_local_general_government,570,3328,0,655,0,1220,20998,2207,0,1302,215,641,1707,0,107,0,0,0,0,0,0,0,0,0,0,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,548,1,0,2348,0,0,0,29671,0,0,56817,5771,0,9273,14608,99277,36723,223229,0,3729,3309,2840,10596,19544,1203,0,0,0,0,1828966,0,0,0,4182
