industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
111CA_Farms,186478,4387,0,0,0,0,0,149,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,23,40419,0,0,0,0,249,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,63091,374,2158,0,94,0,0,0,0,0,0,5982,15,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,49043,693,0,2661,0,0,0,0,0,0,143,1632,0,256,6,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,35,9,13776,0,907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,244,0,0,238094,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,2883,0,0,0,0,0,0,0,0,0,0,0,0,0,236,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0
23_Construction,0,0,0,0,0,0,612969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,441,481422,2,63,0,1,0,0,1466,13,0,0,0,0,0,0,0,0,0,0,5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,146,0,79841,258,0,120,27,5,3848,265,0,33,85,0,0,0,400,0,233,128,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,302,0,1170,79385,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,15,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
321_Wood_products,0,0,0,0,0,0,251,0,9,0,79329,15,0,0,15,114,59,0,289,0,0,0,0,0,273,47,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
322_Paper_products,0,0,0,0,0,1,139,0,345,0,175,160099,584,0,572,1324,3,46,242,0,307,0,0,0,40,340,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336
323_Printing_and_related_support_activities,0,0,0,0,0,0,106,0,45,41,0,361,64716,0,0,45,0,0,102,0,17,0,0,0,0,203,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25511,69,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
324_Petroleum_and_coal_products,0,0,0,95,0,0,102,0,21,0,0,29,0,140432,7419,24,104,84,0,24,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,48,0,0,1105,1397,0,0,35,211,5,2688,350488,2249,128,56,129,322,1557,41,43,0,0,724,7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11365,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,386,0,319,0,271,1191,158,0,935,136034,117,155,660,1151,201,314,641,54,195,654,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
327_Nonmetallic_mineral_products,0,0,0,385,2,0,919,0,64,0,139,194,0,85,179,239,71764,9,58,89,84,57,14,12,62,85,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
331_Primary_metals,0,0,0,0,0,0,286,0,44,0,0,43,0,477,515,131,75,156347,2623,451,5,488,0,0,20,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480
332_Fabricated_metal_products,0,0,0,0,0,0,3154,0,10,2,287,53,118,6,140,1129,280,4102,199486,2846,556,278,1744,386,262,343,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,321,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,694
333_Machinery,0,0,0,0,0,0,2584,176,0,0,0,31,0,1,482,236,80,381,3122,223103,745,1316,2247,550,183,374,3586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3766,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308
334_Computer_and_electronic_products,0,0,0,0,0,0,333,0,165,0,54,307,146,0,960,427,223,84,490,1135,352807,1634,419,1878,297,1279,5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18153,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,104,0,2,0,0,39,0,36,207,104,175,1093,890,1069,1922,93290,809,111,25,173,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,1277,0,85,0,0,0,0,0,56,167,31,128,835,1363,2297,588,371097,187,85,2,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10461,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634
3364OT_Other_transportation_equipment,0,0,0,0,0,0,669,0,98,0,0,0,0,0,16,96,0,1,511,1712,1480,184,207,109719,0,11,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13029,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
337_Furniture_and_related_products,0,0,0,0,0,0,387,0,42,0,471,75,0,0,23,122,94,2,163,89,17,13,146,0,52480,42,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,1349,0,152,315,85,223,169,18,573,464,95,87,344,254,275,19,10,49,246,86810,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4627,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
42_Wholesale_trade,0,523,0,0,0,0,1985,6347,0,0,0,0,0,0,0,0,0,0,8,218,45,0,205,10,27,1402,635300,0,0,0,0,0,0,53,754,76,0,0,0,0,0,0,0,0,0,8601,0,1272,4900,0,151,0,13,0,0,0,0,0,0,0,28957,0,0,0,0,0,0
44RT_Retail_trade,100,0,0,0,0,0,1868,7767,0,420,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,863,0,684232,0,0,0,479,0,0,1133,119,0,0,40,0,2077,0,75,0,27,5381,0,1515,401,0,1462,0,88,289,0,0,0,425,0,15716,61628,0,0,0,0,0,0
48_Transportation,0,78,0,0,0,1757,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,29,102663,37306,22198,141194,21765,20063,72805,2275,0,0,0,0,0,0,0,0,0,322,0,1647,1004,0,20,9,17,29,0,0,0,2,0,57,127,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,0,0,0,318,0,0,295,21599,0,0,0,0,0,0,0,0,0,0,0,36,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1297,0,0,0,0,0,939,0,0,0,0,0,0,0,57,0,0,0,0,0,2223,1008,0,0,0,0,0,0,0,0,97259,77371,275916,39453,0,0,0,0,16,1813,0,91882,5239,0,322,0,1262,0,0,0,0,8,0,0,2579,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,45,270855,150404,330448,43737,490,38205,81,1562,2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,19864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1091979,0,0,48,242,0,0,0,0,0,0,0,0,2,58,0,930,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1389,0,0,0,45,15,0,0,0,0,0,0,0,0,2,4,0,165,122188,0,5,123,0,0,0,0,0,0,0,0,0,0,0,916,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,1356,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3336,3167,0,0,0,0,0,0,0,0,398,0,63,3111,0,4,0,0,0,33,134461,412637,65870,0,1214,0,231,0,0,0,0,0,0,0,1824,0,0,0,0,0,0
