industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,4A0_Other_retail,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,HS_Housing,ORE_Other_real_estate,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
321_Wood_products,0,0,0,0,0,0,602,0,7,0,63878,20,0,0,8,31,10,0,59,0,0,0,0,0,316,3,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
322_Paper_products,0,0,0,0,0,0,463,0,169,0,122,155745,323,0,564,896,80,1,19,0,265,0,0,0,2,108,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
323_Printing_and_related_support_activities,0,0,0,0,0,0,22,0,207,22,0,680,59076,0,0,562,0,0,40,0,91,0,0,0,0,293,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21390,203,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
324_Petroleum_and_coal_products,0,0,631,974,0,0,607,0,0,0,0,12,0,446396,28989,1,132,0,0,0,0,0,0,0,0,0,3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,7,0,0,509,11176,10,0,5,261,4,734,549867,2844,314,11,71,149,2402,81,0,8,0,579,15846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35579,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,371,0,509,0,582,992,99,37,959,157140,356,5,643,885,176,106,37,448,263,423,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
327_Nonmetallic_mineral_products,0,0,7,368,2,0,2502,0,268,0,18,132,0,28,172,290,84224,0,202,10,1,46,0,18,30,4,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
331_Primary_metals,0,0,0,0,0,0,748,0,103,0,0,374,0,2624,2450,93,233,153250,3457,425,109,1168,0,0,23,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934
332_Fabricated_metal_products,0,0,0,0,0,0,3800,0,3,0,936,7,280,8,425,1262,211,1648,257987,3903,607,150,532,990,505,193,3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230,274,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,1006
333_Machinery,0,0,0,0,0,0,1460,194,68,0,0,41,0,0,1029,484,81,40,3024,260493,2634,954,376,1103,195,452,5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,6130,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
334_Computer_and_electronic_products,0,0,0,0,0,0,94,0,8,0,8,22,13,0,332,152,642,18,129,534,296380,597,1,5378,29,214,5860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38375,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,176,0,9,0,0,33,0,5,64,41,521,297,452,475,1893,94871,19,82,11,108,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,1481,0,80,0,0,0,0,0,843,1164,100,176,2199,4966,1111,1342,317067,2070,71,43,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8468,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
3364OT_Other_transportation_equipment,0,0,0,0,0,0,2808,0,4,0,0,0,0,0,25,36,0,0,811,1210,1418,262,10,212561,0,0,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26697,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
337_Furniture_and_related_products,0,0,0,0,0,0,1731,0,75,0,759,33,2,0,18,86,133,1,127,23,0,2,0,0,54424,94,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,943,0,149,111,158,251,222,7,518,632,7,15,615,284,3501,75,1,422,714,138161,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9241,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42_Wholesale_trade,0,599,0,0,0,0,2848,3355,0,0,0,0,0,0,0,0,0,0,3,340,91,0,158,12,8,1705,1073228,0,0,0,0,0,0,0,0,263,748,107,0,0,0,0,0,0,0,0,0,8557,0,1149,11053,0,33,0,0,0,0,0,0,0,0,0,0,50494,0,0,0,0,0,0,0,0,0
44RT_Retail_trade,156,0,0,0,0,0,5207,10754,0,255,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1939,0,84177,167538,195022,0,0,0,32,0,0,2959,316,620860,0,0,42,0,3084,0,183,0,6229,0,944,1330,0,1892,0,206,1261,0,0,0,0,371,0,29072,73852,0,0,0,0,0,0,0,0,0
48_Transportation,0,508,0,0,0,478,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,10,0,144624,53252,42703,224905,44885,26762,155369,3790,29,0,0,0,0,0,0,42,0,600,0,1064,589,0,41,1262,0,63,0,0,0,0,202,0,66,405,0,0,0,0,0,0,5,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,0,0,186,76922,8,0,0,0,0,0,0,0,0,6,0,33,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1531,0,0,0,0,0,1410,0,0,0,0,0,0,0,43,0,0,0,0,0,7199,0,0,0,0,0,0,0,0,0,0,0,1763,198498,121885,570193,106441,0,0,0,0,11090,0,176193,18021,0,860,0,2675,0,0,0,0,0,59,0,0,1699,0,0,0,0,0,0,97,0,0
52_Finance_and_insurance,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,622923,455633,645751,99757,49726,245,1386,5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,15250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,150,119,0,0,0,0,0,0,0,0,0,0,43,0,70,0,0,0,0,0,1602565,754841,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,38,1239,0,0,0,0,509,18,0,0,0,585,0,0,0,0,0,17,653,0,244576,0,21,124,0,0,0,2,0,0,0,0,0,0,0,0,1482,0,0,0,0,0,0,1379,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,1007,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,3476,0,0,512,0,0,0,0,0,0,0,0,3956,1375,0,124,17751,0,189,0,0,137,279302,995758,248333,0,4226,0,1099,0,0,0,0,6,0,0,0,1784,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3618,8108,388280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,106,0,0,0,1010,0,0,0,0,0,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1269,0,0,0,0,0,0,48,0,202,0,6726,5564,0,541902,73383,63,5,0,0,42,0,0,0,0,5,0,0,0,0,0,0,409,0,979
61_Educational_services,0,0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997,0,0,0,0,0,0,35,0,68,0,22040,3509,0,0,0,219050,0,0,0,0,1127,0,16502,9640,11,0,0,0,0,0,0,84,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,8974,0,0,0,0,0,0,0,0,4312,0,4396,2256,0,0,0,0,765998,595975,187100,151034,0,0,0,2426,0,0,0,0,0,0,0,92,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,2821,0,0,0,0,0,0,0,0,2475,0,5696,67,0,0,0,1182,0,0,0,280,118737,95415,379,14574,1232,0,0,0,0,0,0,368,0,0
721_Accommodation,0,0,0,0,0,0,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,403,509,0,0,0,0,0,0,0,0,760,0,0,233,0,0,0,0,0,970,0,1,31,0,0,0,0,0,0,0,0,1133,27346,117361,29802,1130,0,0,0,0,0,12,788,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,135,525361,0,0,0,0,0,0,0,0,0,105
81_Other_services_except_government,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,1358,0,76,0,0,0,0,0,0,0,0,3081,0,0,0,374,0,0,0,0,235,0,916,514,0,0,0,12,0,0,0,141,0,0,0,3713,509743,0,0,0,0,0,0,541,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,12727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,3834,0,0,0,0,0,0,0,0,-183,0,79,0,0,0,0,2098,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,2088,1,75156,0,0,0,0,0,738,0,0
GFG_Federal_general_government,0,167,0,0,0,85,409,0,0,0,0,0,13,0,11,0,0,1,0,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,291,42,0,14,0,0,0,130,0,0,30865,4765,0,0,0,236,0,3665,0,0,21,0,0,0,0,724,614310,323854,0,0,0,0,2049,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,101060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3016,0,0,137,219,0,13208,0,9880,0,0,0,0,0,0,22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,300,27290,0,0,2686,0,0,0,73226,0,5856,19542,0,0
GSLG_State_and_local_general_government,442,2577,0,406,0,945,16114,1586,0,1194,166,509,1206,0,81,0,0,0,0,0,0,0,0,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,407,1,0,1837,0,0,0,18227,0,0,42330,7203,0,5598,12255,76255,23836,144894,0,3663,2549,2192,8061,15906,929,0,0,0,0,1495266,0,0,0,3508
