industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
111CA_Farms,146317,3669,0,0,0,0,0,3364,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,0,29290,0,0,0,0,120,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,63852,0,183,0,43,0,0,0,0,0,0,4456,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,46420,85,0,645,0,0,0,0,0,0,78,1423,0,334,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,0,0,16905,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,57,0,0,185725,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2271,0,0,0,0,0,0,0,0,0,0,0,0,0,98,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0
23_Construction,0,0,0,0,0,0,508945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,170,367813,0,96,0,0,0,0,771,36,0,0,0,0,0,0,0,0,0,0,4684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,52,0,67692,145,0,81,3,5,1964,163,0,0,0,0,0,0,101,0,24,128,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,106,0,390,67854,0,0,12,0,0,43,0,0,0,0,0,0,0,0,0,55,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
321_Wood_products,0,0,0,0,0,0,68,0,0,0,55069,0,0,0,0,64,0,0,96,0,0,0,0,0,138,84,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
322_Paper_products,0,0,0,0,0,0,75,0,234,0,65,113041,260,0,455,1211,0,0,250,0,397,0,0,0,17,401,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
323_Printing_and_related_support_activities,0,0,0,0,0,0,34,0,4,28,0,353,50993,0,0,29,0,0,181,0,0,0,0,0,0,116,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18520,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
324_Petroleum_and_coal_products,0,0,0,0,0,0,504,0,0,0,0,7,0,122305,5319,0,98,1,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,604,529,0,0,0,165,0,1263,257603,1225,183,0,0,121,1006,0,1,0,0,285,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6113,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,109,0,130,0,77,595,22,0,530,93305,85,0,389,500,64,219,0,0,43,281,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
327_Nonmetallic_mineral_products,0,0,0,0,0,0,371,0,49,0,0,142,0,106,215,127,59758,18,111,93,72,22,0,0,0,112,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
331_Primary_metals,0,0,0,0,0,0,1175,0,0,0,0,1,0,0,211,46,59,130616,3122,469,0,556,0,0,5,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
332_Fabricated_metal_products,0,0,0,0,0,0,1551,0,26,0,115,0,99,0,95,634,116,2606,151802,1543,422,333,685,301,154,123,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434
333_Machinery,0,0,0,0,0,0,1178,0,0,0,0,29,0,0,125,247,84,231,1719,156326,278,648,1491,781,87,73,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
334_Computer_and_electronic_products,0,0,0,0,0,0,131,0,0,0,0,0,0,0,307,0,33,0,614,525,225188,1866,84,1123,26,257,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12628,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,31,0,6,0,0,0,0,12,118,103,121,259,295,499,1082,73119,459,0,21,71,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,380,0,70,0,0,0,0,0,0,97,0,0,846,1075,990,701,251268,433,151,0,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7485,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465
3364OT_Other_transportation_equipment,0,0,0,0,0,0,440,0,12,0,0,0,0,0,0,0,0,0,469,793,2254,313,176,112018,0,51,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20980,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
337_Furniture_and_related_products,0,0,0,0,0,0,165,0,33,0,176,0,0,0,1,76,92,0,144,40,33,0,157,0,41355,76,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,334,0,108,0,53,180,97,1,270,320,83,0,188,77,453,0,0,0,101,57807,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3597,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
42_Wholesale_trade,0,1185,0,0,0,0,1084,6966,0,0,0,0,0,0,0,0,0,0,94,13,8,0,198,0,6,418,415328,0,0,0,0,0,0,15,526,11,0,0,0,0,0,0,0,0,0,10940,0,632,1234,0,120,0,1,0,0,0,0,0,0,0,16359,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,559,7408,0,397,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,576,0,470613,0,0,0,674,0,0,763,17,0,0,0,0,1211,0,140,0,0,2735,0,813,341,0,622,0,52,18,0,0,0,288,0,12573,36334,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,737,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,77011,32426,17123,89434,16351,18142,46417,1600,0,0,0,0,0,0,0,0,0,200,0,157,115,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,13517,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,4443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,980,0,0,0,0,0,0,0,0,50550,43445,169432,22358,0,0,0,0,0,1306,0,77114,2957,0,0,0,870,0,0,0,0,0,0,0,918,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,130,212271,66429,218651,32092,14,17562,52,457,3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,16531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,718259,0,0,5,84,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,78258,0,2,100,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,968,0,0,0,0,0,0,0,0,93,0,0,1614,0,0,0,0,0,14,92616,251683,31731,0,97,0,84,0,0,0,0,0,0,0,396,0,0,0,0,0,0
