industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,4A0_Other_retail,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,HS_Housing,ORE_Other_real_estate,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,79,0,0,0,0,63,0,29,156,131,46,2596,1246,1338,2181,102395,923,211,18,262,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1557,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,491,0,5,0,0,0,0,0,68,318,56,368,1017,1529,3399,345,427195,223,14,4,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10031,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749
3364OT_Other_transportation_equipment,0,0,0,0,0,0,467,0,613,0,0,0,0,0,24,154,0,2,691,2654,1158,357,264,163801,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12995,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
337_Furniture_and_related_products,0,0,0,0,0,0,337,0,141,2,692,125,0,0,39,175,76,5,190,111,0,43,104,0,65110,44,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,620,0,340,350,91,116,124,32,612,618,179,297,518,429,251,33,24,164,425,102918,2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5901,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
42_Wholesale_trade,0,406,0,0,0,0,2222,5140,0,0,0,0,0,0,0,0,0,0,6,349,41,0,108,17,18,1530,708824,0,0,0,0,0,0,0,0,13,715,79,0,0,0,0,0,0,0,0,0,10882,0,1306,6290,0,136,0,20,0,0,0,0,0,0,0,0,34628,0,0,0,0,0,0,0,0,0
44RT_Retail_trade,174,0,0,0,0,0,2721,6204,0,221,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,110706,120945,114833,0,0,0,2,0,0,1395,137,430924,0,0,76,0,2665,0,29,0,6935,0,1634,570,0,1807,0,132,518,0,0,0,0,402,0,14108,73894,0,0,0,0,0,44,0,0,0
48_Transportation,0,144,0,0,0,2000,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,34,0,114547,37220,24372,170411,26276,22017,93457,2422,7,0,0,0,0,0,0,0,0,364,0,2963,1157,0,56,23,34,49,0,0,0,0,4,0,106,98,0,0,0,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,610,26972,291,0,0,0,0,0,0,0,0,0,0,92,18,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1017,0,0,0,0,0,1628,0,0,0,0,0,0,0,97,0,0,0,0,0,2383,0,0,0,0,0,0,0,0,0,0,0,1080,144107,96441,386177,42961,0,0,0,0,2282,0,116757,7825,0,731,0,1419,0,0,0,0,0,12,0,0,3432,0,0,0,0,0,0,35,0,0
52_Finance_and_insurance,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,353720,265053,372750,65365,52628,111,1037,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0
531_Real_estate,0,0,0,0,0,0,22818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,144,0,0,0,0,0,0,0,0,0,3,53,0,1453,0,0,0,0,0,889274,413219,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,118,1118,0,0,0,0,118,17,0,0,0,544,0,0,0,0,0,4,8,0,165843,0,16,117,0,0,0,0,0,0,0,0,0,0,0,0,1636,0,0,0,0,0,0,638,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,677,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6106,0,0,217,0,0,0,0,0,0,0,0,2433,1049,0,130,8206,0,8,0,0,12,169986,562406,131048,0,3039,0,477,0,0,0,0,0,0,0,0,3793,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4914,1582,215011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,223,0,0,0,774,0,0,0,0,0,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,0,0,0,0,0,0,36,0,49,0,4386,1667,0,342742,44460,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1641
61_Educational_services,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,17,0,0,0,12153,507,0,0,0,98185,0,0,0,0,411,0,4365,5009,12,0,0,0,0,0,0,17,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,5337,0,0,0,0,0,0,0,0,1270,0,1964,868,0,0,0,0,407028,280750,101202,65437,0,0,0,1320,0,0,0,0,0,0,0,18,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,2059,0,0,0,0,0,0,0,0,3071,0,2598,31,0,0,0,2414,0,0,0,30,56343,54338,318,10889,667,0,0,0,0,0,0,15,0,0
721_Accommodation,0,0,0,0,0,0,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,263,317,0,0,0,0,0,0,0,0,545,0,0,117,0,0,0,0,0,453,0,3,57,0,0,0,0,0,0,0,0,25,15466,83458,21556,470,0,0,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,697,0,0,2,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,891,493,321939,0,0,0,0,0,0,0,0,0,95
81_Other_services_except_government,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,564,0,66,0,0,0,0,0,0,0,0,1643,0,0,0,0,0,0,0,0,377,0,1258,340,0,28,0,7,0,0,0,-1,0,0,0,2010,376271,0,0,0,0,0,0,25,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,8577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,0,3694,0,0,0,0,0,0,0,0,-432,0,100,0,0,0,0,302,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,1810,2,62428,0,0,0,0,0,801,0,0
GFG_Federal_general_government,0,144,0,0,0,73,190,0,0,0,0,0,11,0,10,0,0,1,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,251,20,0,7,0,0,0,112,0,0,17429,3904,0,0,0,110,0,2568,0,0,10,0,0,0,0,625,289497,148342,0,0,0,0,1095,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,55459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083,0,0,83,59,0,7693,0,5603,0,0,0,0,0,0,73,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,444,7503,0,0,1278,0,0,0,43646,0,3979,7865,0,0
GSLG_State_and_local_general_government,287,1680,0,131,0,616,8861,954,0,884,108,300,710,0,44,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,1013,0,0,0,11655,0,0,23462,3859,0,3539,7676,41456,13199,80233,0,1769,1578,1386,4427,9367,587,0,0,0,0,829769,0,0,0,2198
