industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
323_Printing_and_related_support_activities,0,0,0,0,0,0,8,0,3,24,0,355,48521,0,0,32,0,0,169,0,0,0,0,0,0,104,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16694,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,632,0,0,0,0,2,0,122274,5415,0,102,0,0,0,0,1,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,372,493,0,0,0,145,0,972,227421,1130,171,0,0,114,834,0,1,0,0,249,4216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5283,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,36,0,130,0,59,560,20,0,479,84886,84,0,353,422,50,169,0,0,40,234,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327_Nonmetallic_mineral_products,0,0,0,0,0,0,215,0,41,0,0,133,0,113,214,108,58310,10,115,90,71,22,0,0,0,118,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
331_Primary_metals,0,0,0,0,0,0,1095,0,0,0,0,1,0,0,165,39,56,104479,2509,380,0,429,0,0,4,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
332_Fabricated_metal_products,0,0,0,0,0,0,1138,0,26,0,109,0,86,0,89,570,110,2387,138504,1403,409,311,592,299,151,111,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446
333_Machinery,0,0,0,0,0,0,746,0,0,0,0,30,0,0,111,243,80,214,1545,139960,261,599,1284,766,80,66,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
334_Computer_and_electronic_products,0,0,0,0,0,0,42,0,0,0,0,0,0,0,230,0,30,0,578,480,204432,1832,44,1137,27,190,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12976,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,11,0,4,0,0,0,0,10,106,108,118,253,297,466,958,67953,418,0,20,74,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,178,0,48,0,0,0,0,0,0,109,0,0,846,1026,906,641,232693,475,145,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7074,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435
3364OT_Other_transportation_equipment,0,0,0,0,0,0,309,0,11,0,0,0,0,0,0,0,0,0,455,721,2029,339,159,105045,0,43,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21026,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
337_Furniture_and_related_products,0,0,0,0,0,0,123,0,35,0,173,0,0,0,1,77,89,0,148,33,32,0,147,0,40124,80,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,141,0,111,0,48,139,88,2,272,290,91,0,179,70,446,0,0,0,95,51878,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3327,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42_Wholesale_trade,0,1227,0,0,0,0,906,6730,0,0,0,0,0,0,0,0,0,0,104,0,0,0,172,0,0,308,374497,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,11223,0,506,899,0,109,0,0,0,0,0,0,0,0,0,14848,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,474,7010,0,375,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,558,0,453313,0,0,0,611,0,0,731,0,0,0,0,0,1159,0,144,0,0,2563,0,679,310,0,556,0,53,0,0,0,0,261,0,11618,33872,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,754,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,68797,30603,15506,79321,15502,17977,41372,1417,0,0,0,0,0,0,0,0,0,189,0,139,70,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12107,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,998,0,0,0,0,0,0,0,0,45035,40136,159807,20218,0,0,0,0,0,1249,0,73597,2410,0,0,0,777,0,0,0,0,0,0,0,878,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,134,205124,71660,195375,35408,0,15631,47,96,3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,16182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646093,0,0,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65441,0,2,95,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,581,0,0,0,0,0,0,0,0,79,0,0,1431,0,0,0,0,0,12,81322,221521,27186,0,69,0,71,0,0,0,0,0,0,0,337,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355,943,99199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,74,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3748,600,0,106220,19940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7214,43,0,0,0,44485,0,0,0,202,0,2221,1789,44,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,1226,301,0,0,0,0,169967,181427,26425,0,0,0,709,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,643,26,0,0,0,152,0,0,0,22158,21167,30,4083,129,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,0,26,0,0,0,0,0,0,0,0,6738,37863,14803,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,519,214,174753,0,0,0,0,0,0,60
81_Other_services_except_government,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,102,0,0,0,0,0,0,0,0,0,0,1926,185086,0,0,0,0,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,7019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,73,0,0,0,0,731,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1794,2,33053,0,0,0,0,0
GFG_Federal_general_government,0,1119,0,964,0,2,783,0,0,0,0,0,3,0,217,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,22,0,0,0,14672,1794,0,0,0,144,0,348,0,0,0,0,0,0,0,350342,0,0,517,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,34094,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,949,0,64,36,0,4674,0,1318,0,0,0,0,0,75,0,37,0,7463,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,731,0,0,19686,0,0,0
GSLG_State_and_local_general_government,0,798,0,112,0,273,5685,258,0,12,0,40,300,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,56,0,0,578,0,0,0,2705,0,0,0,12727,1277,0,2896,3519,14998,6751,28317,748,202,1855,2562,5064,127,0,0,0,426551,0,1030
