commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,11646,777,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,68426,2337,2,0,0,0,235,0,1123,47,1,3,1,0,0,0,1,0,0,2,0,0,0,0,0,0,21,0,0,0,3,2,0,0,45,1,187,21,84,36,54,1240,32,441,6,664,2
113FF_Forestry_fishing_and_related_activities,5614,6147,6,28,0,48,486,7361,6,8,13,3,3,11,45,3,21,62,2013,203,233,1814,8,9,340,647,449,53,1,18,1,3,1,11,1,0,1,1,14,1,3,1,2,0,0,1,1,0,1,0,6,2,61,4,49,12,69,12,60,734,30,39,18,140,50
211_Oil_and_gas_extraction,0,0,2139,0,0,13307,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,57730,1410,59,0,0,0,0,0,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0
212_Mining_except_oil_and_gas,194,3,21,3935,27,8960,1671,8,2484,9584,78,79,41,65,238,54,6,532,114,35,7,357,3,264,2235,52,3,5,0,29,3,2,1,20,2,0,1,0,31,0,1,0,0,0,212,0,0,0,0,1,1,2,22,0,4,2,1,1,2,1,5,42,452,207,695
213_Support_activities_for_mining,0,0,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,1616,153,890,1602,44,87,924,599,2392,5864,1724,979,833,591,1309,640,225,284,2188,893,327,2051,356,2628,4927,1025,2176,5389,71,89,114,169,130,313,101,56,154,70,434,101,1045,44,90,189,1736,134,233,39,445,691,260,341,715,530,1790,235,157,152,784,1325,1173,997,166,5963,4273
23_Construction,285,167,0,137,4,1054,120,95,276,536,525,221,151,112,283,166,52,67,433,125,72,224,75,441,389,134,553,826,41,142,95,103,73,853,59,38,37,20,577,44,186,6,56,38,9327,26,75,18,20,119,67,19,508,62,760,43,97,63,177,263,788,1428,43,9047,1210
321_Wood_products,329,69,298,195,50,467,16023,5635,248,195,461,225,61,168,391,297,2362,573,69,15,39,1360,1,42,63,133,376,31,2,83,1,13,4,97,11,2,1,18,264,1,3,0,0,5,1212,1,2,1,1,1,1,98,9,2,24,95,59,7,44,19,21,17,62,77,191
327_Nonmetallic_mineral_products,177,30,287,198,735,514,16557,344,5164,656,712,454,616,629,1472,326,170,269,3113,89,8,75,9,215,696,392,149,128,4,125,6,16,49,115,5,0,0,2,288,1,12,4,0,1,1352,20,0,0,5,9,4,3,99,29,176,2,6,6,101,219,221,51,62,370,313
331_Primary_metals,78,5,528,349,2603,193,5266,181,417,29699,28045,12281,2857,6246,17647,3873,1303,2506,17,42,4,306,88,84,1695,531,6,13,1,350,17,4,31,41,9,0,2,0,107,0,3,0,0,1,550,1,0,0,4,1,1,2,8,4,32,15,2,2,3,11,9,193,27,44,81
332_Fabricated_metal_products,557,649,977,1069,991,1089,23291,1333,607,2235,9466,7742,4060,1867,9753,4062,1332,946,7262,72,133,537,96,702,2496,647,420,544,62,461,222,126,222,701,115,5,17,5,621,12,13,2,4,4,2462,20,9,6,158,32,63,89,61,27,112,191,15,27,24,495,1275,1345,137,423,694
333_Machinery,781,132,441,1442,686,970,4903,132,278,1179,1106,5613,392,374,2056,1061,45,105,177,273,49,228,574,125,965,167,340,253,11,104,64,34,10,377,36,6,195,71,219,9,150,7,52,0,594,100,56,15,417,4,624,5,93,73,486,37,15,8,14,142,1115,353,45,716,196
