commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,15663,1117,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,39,79171,2600,2,0,0,0,272,0,1256,50,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,24,0,0,0,4,2,0,0,61,1,229,25,76,38,68,1546,41,628,7,733,2
113FF_Forestry_fishing_and_related_activities,6886,6167,9,53,0,56,457,7783,6,11,13,4,5,14,38,4,23,58,2231,235,233,2031,8,9,367,741,397,60,1,17,1,3,1,12,1,0,1,1,15,1,3,2,2,0,0,2,1,1,2,0,12,2,82,7,66,21,70,13,82,886,36,44,20,154,57
211_Oil_and_gas_extraction,0,0,3437,0,0,18809,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,79168,1686,78,0,0,0,0,0,0,0,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0
212_Mining_except_oil_and_gas,240,3,28,5410,33,11909,1807,11,2921,11359,93,119,59,109,307,80,7,559,129,41,9,413,4,336,2617,56,5,7,0,33,5,1,1,22,2,0,2,0,35,0,1,0,0,0,243,1,0,0,0,1,2,3,25,0,6,2,1,1,3,3,7,69,511,236,737
213_Support_activities_for_mining,0,0,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2065,140,1509,2314,95,120,1096,706,2886,8168,2185,1322,1193,750,1654,885,278,351,2686,1087,418,2558,417,3561,6211,1263,2582,5690,60,89,150,210,106,324,113,71,199,83,434,134,888,48,92,191,1527,189,209,62,516,756,318,409,715,556,2139,270,158,185,1031,1862,1284,1135,181,6940,5180
23_Construction,298,149,0,169,4,1751,121,95,255,591,561,264,200,122,313,240,61,74,374,116,68,205,68,463,391,127,543,775,34,182,87,94,63,962,47,47,41,21,907,49,176,6,60,37,9776,39,61,20,27,136,72,18,620,68,739,45,89,57,213,277,830,1536,73,9772,1390
321_Wood_products,415,59,378,210,54,536,16619,5790,275,243,502,268,83,185,416,356,2616,667,72,17,48,1548,1,57,64,141,445,29,1,88,1,12,3,102,11,3,2,23,270,2,4,0,0,5,1291,1,3,1,1,1,3,113,13,3,27,114,67,6,43,22,25,19,67,81,187
327_Nonmetallic_mineral_products,211,28,369,228,1066,615,18255,341,5410,737,825,555,681,745,1492,406,187,299,3273,104,9,77,9,274,795,409,167,121,3,140,6,15,45,128,5,0,0,2,313,1,15,7,1,1,1547,32,1,1,6,10,5,3,110,41,234,3,5,6,133,263,243,59,72,371,324
331_Primary_metals,125,4,661,387,3438,248,6633,168,427,33808,31477,14172,3488,6811,18172,4605,1442,2838,24,42,5,330,116,135,1896,501,8,13,1,333,16,4,23,48,7,0,2,0,123,0,4,1,1,1,644,1,0,0,5,2,1,4,12,9,62,17,2,2,4,12,12,261,32,49,87
