commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,15833,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,79817,1701,0,0,0,0,166,0,1007,53,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,4,2,0,0,92,0,269,21,0,36,65,1369,40,1185,7,567,0
113FF_Forestry_fishing_and_related_activities,8185,4406,4,88,0,49,146,7314,6,11,8,6,10,19,6,6,23,21,2926,265,119,2549,11,4,278,953,92,125,3,17,3,2,1,7,2,0,2,3,14,3,8,8,2,0,0,5,2,2,6,0,37,3,172,21,143,62,70,23,159,1091,42,72,24,195,97
211_Oil_and_gas_extraction,0,0,4291,0,0,27423,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,122948,1587,127,0,0,0,0,0,0,0,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0
212_Mining_except_oil_and_gas,273,1,1,4696,37,14819,1236,18,3361,7458,95,177,111,205,353,113,7,397,169,46,10,528,10,433,2498,57,15,19,1,47,8,1,0,18,4,0,4,0,47,1,3,0,0,0,269,2,1,0,1,2,3,9,35,1,14,1,1,2,6,7,10,204,604,304,977
213_Support_activities_for_mining,0,0,3868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2600,55,2643,2354,395,172,1089,856,3596,8314,2712,1647,2183,893,1868,1088,340,471,4402,1341,524,4019,716,5731,7630,1862,3829,9518,126,93,220,304,30,192,230,88,341,103,343,198,573,16,41,261,183,319,265,143,597,935,410,640,659,529,3436,327,140,432,1736,3233,1103,1769,194,9752,9461
23_Construction,190,49,0,106,1,3470,64,70,122,315,415,244,314,96,273,338,66,72,111,52,24,90,42,199,194,79,386,845,72,350,13,48,36,875,25,57,48,18,2232,36,209,0,38,20,8477,74,50,14,47,155,51,14,1089,86,464,37,42,46,274,195,632,2038,209,11309,2338
321_Wood_products,578,16,0,52,19,468,11420,5429,320,219,458,279,157,169,363,303,2771,876,89,20,60,2230,1,106,42,165,761,34,2,123,0,6,1,80,21,4,2,37,273,7,10,1,0,3,1309,1,16,5,4,2,10,180,36,13,40,186,109,2,16,27,31,31,85,94,232
327_Nonmetallic_mineral_products,234,14,37,102,2537,604,15317,257,5004,450,858,577,585,792,1021,383,179,318,3909,124,8,73,9,398,800,419,224,149,5,209,3,8,38,117,6,0,1,2,387,1,31,20,1,1,1876,67,2,1,11,12,7,2,163,98,504,5,2,8,236,333,230,101,109,335,448
331_Primary_metals,246,1,25,147,6544,321,8351,101,389,23213,31596,13165,4829,5924,14120,3823,1493,3394,52,35,6,403,271,334,1865,363,19,18,1,326,4,2,1,53,2,0,3,0,188,1,9,1,1,1,872,1,2,1,9,2,3,10,34,35,214,23,1,1,10,8,17,653,53,68,136
