commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,17188,1602,0,0,0,2,62,0,0,0,0,0,0,0,0,0,0,32,85064,2573,3,0,0,0,211,0,974,54,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,22,0,0,0,7,2,0,0,85,0,291,16,0,35,74,1469,51,666,8,605,2
113FF_Forestry_fishing_and_related_activities,8687,4469,4,61,0,57,167,8053,6,13,8,7,11,26,9,4,24,88,2522,263,189,2534,11,4,271,985,73,91,3,21,2,2,1,11,2,0,2,3,26,2,11,6,3,0,0,5,1,1,8,0,40,3,166,24,149,63,58,22,170,1096,53,56,22,169,115
211_Oil_and_gas_extraction,0,0,7334,0,0,26903,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,112777,2516,163,0,0,0,0,0,0,0,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0
212_Mining_except_oil_and_gas,327,2,2,5781,49,13651,2628,22,3922,9884,110,190,149,236,674,85,9,594,165,53,10,665,12,417,3136,66,16,15,1,49,7,1,1,23,3,0,3,0,63,1,4,0,1,0,299,3,0,0,1,2,3,10,30,2,17,2,1,2,8,7,13,142,680,284,1161
213_Support_activities_for_mining,0,0,2812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2541,67,3216,2995,303,172,1550,1132,3560,10132,3218,1978,2496,1114,2854,883,451,627,4433,1694,611,4320,799,4065,9593,2426,3517,8045,151,87,260,449,43,208,203,100,410,126,394,197,924,19,64,365,203,389,222,128,782,1189,515,798,672,670,4044,371,187,498,1971,3742,1674,1717,228,11668,9950
23_Construction,228,68,0,198,2,4324,104,115,173,607,714,439,449,163,492,349,107,104,165,88,43,137,58,203,329,124,423,930,95,456,16,66,74,1224,25,81,70,25,3105,37,356,12,102,37,10410,74,42,13,70,240,80,25,1270,112,632,40,42,68,395,290,1033,2530,256,16750,4672
321_Wood_products,621,16,2,92,15,497,16832,6621,307,259,469,304,172,209,508,207,2951,836,67,36,45,1981,1,81,46,131,661,34,3,176,0,7,3,107,17,4,3,38,331,6,13,1,2,2,1404,2,13,4,5,2,8,198,41,19,54,162,88,3,20,29,54,24,96,85,350
327_Nonmetallic_mineral_products,341,16,268,131,2049,622,21216,401,5273,870,1005,732,654,965,1676,304,227,346,3687,147,8,84,9,301,909,554,193,143,5,238,3,8,52,138,6,0,1,2,431,1,41,18,3,1,1809,81,2,1,37,13,7,4,176,150,611,5,2,9,302,310,310,84,114,344,536
331_Primary_metals,175,1,199,169,4008,224,8484,74,291,22739,28762,12015,4050,5548,15877,2545,1459,2607,29,23,4,348,202,155,1199,329,14,12,1,218,7,2,1,43,2,0,2,0,150,1,9,1,1,1,609,1,1,0,6,2,2,6,23,21,132,17,1,2,8,11,17,399,38,62,131
