commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,27593,1000,1,24,3,9,1240,0,0,0,0,0,1,0,1,1,0,229,118045,3809,2,3,0,1,4530,0,2776,1147,0,1,0,0,0,1,28,0,0,0,3,0,1,0,0,0,51,0,3,0,109,6,379,1,103,1,66,0,1,131,35,956,44,-1503,1,1613,0
113FF_Forestry_fishing_and_related_activities,11909,8396,1,66,2,12,40,12098,7,9,8,12,22,7,9,16,22,172,3301,3,65,3413,62,6,253,1214,38,408,0,2,0,0,0,1,1,0,10,2,7,4,10,1,4,0,0,4,3,0,51,4,11,1,55,17,127,8,5,106,183,1621,106,45,31,1573,46
211_Oil_and_gas_extraction,0,0,8877,13,0,24158,0,3,0,91,1,0,0,0,0,0,0,0,1,0,0,3,0,99320,4059,3,21,36,0,0,0,0,0,215,0,1,3,1,2,0,0,0,0,0,0,0,0,0,13,27,7,27,2,8,13,1,1,11,15,49,9,0,144,0,6092
212_Mining_except_oil_and_gas,998,3,22,4422,9,7897,7502,6,5189,8762,203,72,104,72,90,54,18,68,859,121,3,1202,1,404,3394,93,9,5,0,67,1,2,0,4,1,0,61,47,38,9,1,0,0,0,114,0,0,0,108,20,15,11,45,1,19,4,83,183,27,233,96,522,205,803,2208
213_Support_activities_for_mining,0,0,1782,518,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2651,163,1136,2151,48,8644,2416,1084,2498,4600,2757,1795,3345,690,1671,686,460,775,4621,1414,926,3449,834,1368,8402,2822,4832,16658,77,89,1774,366,55,3380,500,613,555,682,1150,236,1031,621,174,1159,27433,879,315,194,1546,2681,1598,669,1874,1265,2705,308,257,1100,2663,8775,2001,1186,683,10849,2024
23_Construction,735,104,214,1135,170,1328,226,409,558,941,895,709,1509,206,454,261,131,324,1381,313,206,841,295,140,1913,735,947,2664,65,530,35,248,22,548,221,100,136,144,2012,31,4909,265,86,183,24367,249,166,16,667,360,247,14,1235,428,711,196,98,417,541,1042,2566,7068,684,12680,14638
321_Wood_products,300,27,11,114,24,206,29362,19551,546,209,264,842,819,225,1746,149,6157,1430,185,65,4,4573,29,13,236,1254,1166,846,1,506,0,45,2,30,53,11,438,374,370,323,37,3,7,0,2278,110,14,1,105,2,57,93,25,118,75,327,8,109,165,474,261,19,0,1165,58
327_Nonmetallic_mineral_products,48,42,304,218,132,167,35003,818,12030,1406,881,1575,1474,2346,3945,191,358,770,3703,772,3,188,8,251,1160,1139,247,677,0,37,1,12,16,28,14,15,15,3,623,168,54,33,5,0,863,78,3,11,892,160,244,81,105,1758,816,73,7,82,149,1105,622,209,1,1003,662
331_Primary_metals,95,0,1152,418,130,38,2680,233,505,46826,45380,23681,9114,13695,29484,4819,2738,4326,3305,208,1,343,73,18,122,1318,737,185,0,487,1,0,0,5,34,0,67,39,71,34,1,0,1,0,518,50,0,0,158,9,54,24,33,63,16,31,11,132,10,42,119,144,0,93,116
