commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,16737,1249,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,40,81474,2325,1,0,0,0,267,0,2005,91,0,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,24,0,0,0,4,3,0,0,74,1,249,25,62,42,74,1517,40,888,7,710,1
113FF_Forestry_fishing_and_related_activities,6868,5117,8,70,0,46,302,7436,5,10,11,5,6,14,21,5,20,43,2158,221,143,2143,9,8,336,709,478,121,2,17,2,2,1,10,2,0,1,1,12,1,4,4,2,0,0,3,1,1,3,0,18,2,101,11,79,30,74,16,100,844,33,51,18,155,65
211_Oil_and_gas_extraction,0,0,4591,0,0,22610,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,115756,2045,100,0,0,0,0,0,0,0,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0
212_Mining_except_oil_and_gas,291,3,29,6724,42,13100,1724,16,3433,11542,105,162,85,158,328,117,8,583,155,47,9,539,7,472,3173,62,15,19,1,45,7,1,1,25,4,0,3,0,40,0,2,0,0,0,284,1,0,0,1,2,2,6,32,1,9,2,2,1,4,4,8,123,582,296,920
213_Support_activities_for_mining,0,0,2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2031,97,1753,2388,150,111,913,715,2732,7703,2087,1320,1332,707,1388,972,255,349,2782,1036,334,2844,473,4197,6432,1243,4275,10292,97,86,175,213,63,265,183,104,237,62,329,139,695,48,69,210,985,193,215,77,498,792,319,452,641,539,2218,263,155,250,1156,1995,1034,1248,160,7004,5834
23_Construction,263,111,0,165,4,2056,93,90,202,495,502,261,233,111,262,306,59,73,288,92,44,180,64,446,350,106,809,1368,62,241,72,77,46,972,59,76,47,16,1129,47,177,7,53,43,9134,46,63,20,33,157,68,18,756,78,668,44,86,61,242,247,713,1772,102,10204,1671
321_Wood_products,485,46,341,181,53,476,13948,6112,291,249,497,286,107,183,361,402,2615,752,78,18,44,1890,1,81,63,146,895,54,2,104,1,10,2,101,20,5,2,21,246,4,5,0,0,7,1286,1,7,2,2,2,5,142,20,6,31,140,90,6,41,24,26,25,72,88,209
327_Nonmetallic_mineral_products,230,24,350,220,1543,584,16780,346,5425,681,865,605,703,788,1217,481,185,322,3591,114,7,84,10,362,908,414,314,234,5,175,6,13,38,137,8,1,1,2,313,1,19,12,1,2,1690,42,1,1,8,13,6,3,133,62,316,4,5,8,177,291,237,78,84,383,387
331_Primary_metals,175,3,626,367,4630,260,7095,164,430,32879,33087,15144,4182,6868,15755,5351,1480,3218,33,42,4,398,178,224,2165,468,19,26,1,374,15,3,15,55,8,0,3,0,133,1,5,1,1,2,740,1,1,0,7,2,2,6,19,17,105,20,2,2,6,11,13,409,38,59,109
