commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,23844,1735,1,12,1,22,1225,0,1,1,1,1,3,0,3,2,0,131,107724,3491,6,8,1,1,2453,1,2111,618,0,3,1,0,0,4,13,0,1,0,8,1,1,1,1,0,142,0,2,0,67,5,175,3,57,3,181,0,1,74,72,1437,64,-1047,4,1323,0
113FF_Forestry_fishing_and_related_activities,11213,7392,3,83,8,32,116,12863,19,27,26,37,63,21,32,54,26,220,3083,11,120,3430,44,9,206,1006,114,474,0,6,1,1,0,4,1,0,29,5,21,11,29,3,15,0,0,12,10,1,78,2,33,4,84,47,369,24,15,69,249,1637,132,35,17,915,140
211_Oil_and_gas_extraction,0,0,5398,7,0,24952,0,2,0,52,0,0,0,0,0,0,0,0,1,0,0,2,0,74070,5354,2,17,20,0,0,0,0,0,576,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,22,4,15,1,4,7,1,0,6,9,28,5,0,71,0,3801
212_Mining_except_oil_and_gas,703,3,11,6329,8,7850,6604,5,4836,8414,128,74,91,69,237,67,18,67,600,99,10,1016,2,313,3676,68,13,14,0,39,3,1,0,13,2,0,32,24,32,5,2,0,0,0,346,1,0,0,52,12,8,10,23,2,16,5,42,94,17,128,53,292,555,589,1907
213_Support_activities_for_mining,0,0,637,148,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2795,143,1231,2439,137,3969,1675,1123,2649,5457,2682,1880,2648,768,1928,963,506,849,4696,1714,865,3724,967,1409,7822,2836,4916,15022,159,84,860,510,50,1834,366,365,550,423,813,196,1063,430,198,866,18683,621,300,137,1421,2374,1205,832,1206,1313,3384,453,188,1013,2974,7922,2658,1836,581,15860,4466
23_Construction,625,218,90,582,104,1489,282,247,307,596,613,494,987,138,369,339,99,206,874,249,131,508,194,122,1181,459,1036,2558,94,765,17,207,10,1211,111,107,143,101,2536,45,2605,158,132,118,28941,200,133,14,459,620,208,25,3221,463,855,273,75,352,724,1025,1953,5781,658,17023,15155
321_Wood_products,522,32,29,112,18,599,28157,18830,499,238,256,677,502,222,1423,202,5700,1291,189,69,11,3751,36,31,226,733,1523,587,3,376,1,32,6,86,117,9,261,212,384,183,47,6,20,0,3644,63,25,1,107,3,65,291,32,121,102,267,14,77,126,307,209,24,0,732,31
327_Nonmetallic_mineral_products,126,28,204,218,257,425,28372,794,8880,1341,781,1159,1211,1900,3240,315,345,637,3922,541,8,161,15,285,1044,1003,289,545,1,68,1,9,42,85,15,7,16,3,405,86,37,19,5,0,2493,70,8,7,591,94,143,79,181,1058,722,42,4,54,254,911,523,205,2,786,599
331_Primary_metals,73,0,895,474,300,100,3212,155,449,39334,40055,21146,5950,10452,25763,4713,2379,3965,1665,113,2,379,77,17,288,904,565,108,0,462,3,0,1,15,17,0,35,20,64,17,2,1,2,0,604,24,1,0,80,7,27,23,17,32,20,33,6,65,10,29,99,180,0,123,56
