commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,11103,424,2,1,0,5,233,0,1,1,1,2,3,1,1,3,0,34,54985,1899,1,17,1,0,159,1,564,51,9,2,0,0,0,0,1,0,1,2,2,0,3,1,2,0,97,1,1,0,4,1,1,0,22,27,145,11,130,37,51,964,11,-90,2,471,5
113FF_Forestry_fishing_and_related_activities,3412,3390,2,66,0,62,280,4756,10,13,24,20,5,9,15,3,9,38,1146,70,145,1452,2,4,182,333,157,67,2,6,0,1,0,1,0,0,3,1,62,0,2,0,1,0,0,1,1,0,2,0,1,1,51,3,34,1,83,19,39,351,15,15,3,67,15
211_Oil_and_gas_extraction,0,0,1518,0,0,7216,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,31572,621,15,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
212_Mining_except_oil_and_gas,193,23,19,2908,15,3617,1114,31,1937,8531,93,47,21,25,96,28,8,488,96,29,7,333,3,215,1664,65,1,4,1,56,2,3,1,21,2,0,2,1,77,0,0,0,0,0,119,3,1,0,5,1,4,11,33,1,20,3,5,1,14,0,21,28,170,121,363
213_Support_activities_for_mining,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,792,89,389,991,3,27,296,368,1172,2950,940,585,390,355,585,358,114,167,1126,507,211,1025,198,1137,2612,496,750,4535,45,86,60,37,105,105,49,46,83,72,290,35,762,19,97,98,959,65,83,15,203,399,123,189,475,309,829,146,138,87,533,564,681,504,118,2998,1370
23_Construction,603,92,0,210,1,130,99,50,129,223,178,81,43,37,97,68,14,24,197,54,30,239,53,547,364,100,260,998,40,100,78,45,47,219,48,44,50,56,118,22,371,4,40,31,9078,81,25,12,79,91,78,49,283,82,768,14,110,44,128,185,425,1354,23,7915,670
321_Wood_products,167,37,137,102,11,281,10289,4333,170,263,358,195,54,153,320,202,1477,449,85,62,43,758,2,20,62,85,106,19,1,80,1,7,3,35,9,2,1,8,204,0,2,0,0,3,378,6,1,0,13,1,9,34,13,3,25,42,23,4,34,5,35,17,24,38,188
327_Nonmetallic_mineral_products,56,24,140,143,170,394,10588,295,2878,484,425,291,434,429,1014,177,137,177,2054,70,9,53,8,108,479,198,58,128,3,130,4,9,26,51,4,0,2,2,260,0,7,2,1,1,418,29,10,0,34,6,21,23,68,20,104,4,14,5,63,91,141,25,26,169,281
331_Primary_metals,21,28,315,448,810,134,3779,361,267,25984,20882,10432,2149,5945,11608,3218,806,2160,50,27,23,210,88,77,1232,344,2,9,1,224,15,3,15,16,9,0,2,0,92,0,3,0,0,1,169,5,1,0,11,1,8,6,7,1,12,28,3,2,7,12,16,158,11,18,80
