commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,16819,1570,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,37,83512,2266,2,0,0,0,196,0,840,57,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,23,0,0,0,5,2,0,0,96,0,311,19,0,39,66,1514,49,1077,9,633,1
113FF_Forestry_fishing_and_related_activities,8111,4578,4,76,0,63,160,7604,6,13,8,6,10,22,8,6,23,56,2611,269,153,2524,11,4,272,924,66,107,3,17,3,2,1,9,2,0,2,3,19,2,13,9,3,0,0,5,1,1,7,0,39,3,171,23,153,61,64,23,147,1105,49,70,24,185,107
211_Oil_and_gas_extraction,0,0,4723,0,0,27892,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,108542,1692,116,0,0,0,0,0,0,0,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0
212_Mining_except_oil_and_gas,248,1,1,4595,33,14953,1616,17,3119,7996,88,144,111,188,447,93,7,430,140,44,9,511,9,399,2400,51,11,15,1,37,6,1,0,18,3,0,3,0,44,1,4,0,0,0,250,2,0,0,1,1,3,8,29,1,14,1,0,2,5,6,10,167,583,260,945
213_Support_activities_for_mining,0,0,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2564,65,2938,2789,306,213,1381,1010,3694,10179,3031,1694,2393,1012,2534,1108,401,572,4389,1587,579,4294,773,5475,8771,2098,3045,9094,139,83,248,404,38,208,216,93,404,119,357,215,998,22,59,310,204,377,252,130,714,1063,487,720,698,629,4046,353,167,490,1718,3628,1459,1993,227,11242,10278
23_Construction,194,58,0,143,1,4496,81,86,141,459,526,292,361,120,375,363,81,86,126,67,31,107,47,212,245,92,313,865,78,346,14,57,53,1009,24,63,59,21,2388,37,350,6,70,23,9304,75,45,12,56,184,63,18,1152,97,550,36,42,55,286,233,812,2435,233,13614,3280
321_Wood_products,577,16,1,72,15,579,14248,5950,312,255,460,265,163,185,455,274,2835,868,75,28,52,2097,1,101,44,142,566,35,2,135,0,7,2,94,18,3,3,38,282,7,15,1,1,2,1391,2,14,4,4,2,9,184,39,17,49,170,99,2,16,28,43,30,95,91,291
327_Nonmetallic_mineral_products,274,15,151,117,1939,728,18338,318,5076,687,916,590,609,854,1381,371,199,335,3605,136,8,77,8,375,838,458,165,146,5,198,3,8,46,127,6,0,1,2,379,1,47,23,3,1,1866,76,2,1,23,12,7,3,170,125,579,5,2,8,239,323,276,102,115,344,493
331_Primary_metals,192,1,112,153,4201,310,8306,83,322,23546,28631,10917,4196,5387,15228,3257,1402,2889,36,29,5,356,222,243,1445,316,12,14,1,228,5,2,1,46,2,0,2,0,151,1,12,1,1,1,715,1,1,0,8,2,3,7,27,28,173,18,1,1,8,10,17,545,45,63,130
332_Fabricated_metal_products,787,571,1217,1324,1465,1363,26653,1395,629,2139,12102,8553,6064,2265,9621,4849,1539,1395,8988,63,107,753,149,611,3270,1027,487,765,78,624,517,134,313,672,206,7,34,5,955,26,44,5,4,2,3005,91,30,16,249,41,123,138,146,86,255,349,12,65,46,516,1200,2456,214,616,1128
333_Machinery,947,106,652,1665,1839,1217,6701,134,196,1187,1240,5708,461,406,3219,1325,62,161,235,326,69,216,580,47,845,220,269,259,17,151,152,38,10,466,69,8,178,63,240,19,663,48,94,0,759,244,238,41,432,4,683,6,188,144,347,12,6,23,28,103,1073,640,109,1428,335
334_Computer_and_electronic_products,42,10,22,8,0,359,3181,8,28,51,251,802,39560,1093,2125,5140,14,860,14,19,3,32,194,32,1472,68,678,156,54,43,7,12,19,132,21,2,564,6,3475,594,359,107,91,6,359,185,32,401,1412,490,775,64,363,155,319,74,5,3,8,14,859,7252,28,330,98
335_Electrical_equipment_appliances_and_components,273,45,344,269,0,742,10534,243,70,958,489,4014,3898,3794,1791,578,38,243,6,5,7,9,5,45,126,82,115,137,10,194,52,38,98,212,23,1,17,1,410,20,35,4,5,2,1200,24,5,12,379,15,155,2,133,26,272,43,21,21,71,86,421,511,87,426,964
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,474,151,181,681,0,211,283,186,23,538,317,3051,29,208,54945,1804,46,23,10,5,27,30,25,46,15,36,485,3581,6,53,123,207,241,325,60,5,28,3,237,10,20,15,19,0,126,427,73,6,29,26,21,538,51,25,45,1,1,13,13,13,4363,502,137,803,224
3364OT_Other_transportation_equipment,0,281,0,6,0,13,2,3,0,4,41,7,0,36,72,16222,0,6,0,0,0,0,0,0,0,0,21,0,1364,490,744,2,11,0,282,0,0,3,8,0,26,21,1,0,0,9,0,0,0,0,0,0,6,0,4,0,0,125,3,0,153,18604,12,20,115
337_Furniture_and_related_products,41,0,1,1,0,128,3422,186,1,27,3,2,609,6,46,74,119,33,1,0,0,4,0,11,2,1,3,6,0,22,0,0,0,20,0,0,1,2,65,1,4,0,0,0,290,1,2,1,1,1,2,0,7,3,11,0,1,0,4,2,8,7,23,3,56
339_Miscellaneous_manufacturing,47,17,31,32,0,86,619,84,49,40,99,166,210,126,154,59,44,2706,41,61,575,28,251,12,96,56,226,373,22,19,32,21,12,10,31,2,52,8,96,25,354,64,94,3,130,147,171,16,292,0,200,4,165,1614,2099,182,20,74,90,265,989,305,38,2878,54
311FT_Food_and_beverage_and_tobacco_products,12074,165,7,3,0,2,2,4,22,9,10,13,11,5,5,9,28,122,48810,10,620,321,4,37,1091,7,769,2956,159,10,33,0,0,7,19,0,5,194,4,1,1,3,1,0,5,2,0,0,41,0,3,2,163,2,4452,754,71,538,1717,36369,374,1453,1111,4746,4
313TT_Textile_mills_and_textile_product_mills,223,164,1,32,0,57,1323,124,112,6,38,134,2,63,1903,341,1464,1200,61,14178,13278,871,120,47,154,1529,1302,262,5,17,52,9,0,704,24,0,12,36,28,1,143,2,6,0,142,1,1,1,12,0,12,0,12,7,649,69,41,16,257,29,233,170,52,464,44
315AL_Apparel_and_leather_and_allied_products,37,14,14,15,0,11,114,3,13,16,27,14,67,6,341,13,132,169,14,203,10546,13,18,7,11,16,69,101,7,5,38,5,18,2,22,0,6,17,43,3,11,5,11,1,14,46,19,2,40,0,35,1,10,12,412,5,82,16,53,43,422,532,10,876,34
322_Paper_products,603,81,25,24,0,192,717,152,1367,160,836,405,994,676,510,60,401,1189,8010,462,337,20335,10792,350,3373,1426,2196,3555,31,23,7,42,19,33,33,10,6691,20,90,376,565,79,80,25,353,77,362,239,594,49,538,8,701,601,643,180,34,53,191,1387,559,229,31,1987,63
323_Printing_and_related_support_activities,9,21,82,19,0,183,132,18,49,48,360,71,408,47,83,84,25,139,2050,25,57,62,2376,12,610,56,1339,33,60,48,16,92,78,33,80,4,5733,23,894,746,2528,908,871,28,556,5,252,769,1305,155,425,12,445,248,1559,37,36,44,138,42,2622,572,182,2376,121
324_Petroleum_and_coal_products,6591,1121,999,1582,1895,6643,11727,485,648,1579,992,641,744,372,991,577,231,424,1068,483,361,2138,563,17618,3311,469,1823,4922,9663,3655,1436,5063,2689,399,883,36,661,62,516,290,637,374,135,114,2160,278,575,186,1100,137,603,875,596,710,1303,164,21,139,335,360,956,5212,777,8258,3455
325_Chemical_products,7042,1575,819,736,1701,623,3424,835,2517,3563,2509,863,2119,2034,1789,516,614,1634,2875,9461,1029,5070,2035,2748,40300,14263,391,137,10,130,29,38,51,61,15,1,321,31,214,16,772,1,2,12,761,101,32,25,527,118,812,286,246,2472,7569,44,14,25,189,199,775,1571,43,4590,1082
326_Plastics_and_rubber_products,456,164,20,539,0,552,2913,241,244,389,1238,1952,6144,1043,6711,820,837,1297,3864,612,528,1470,971,432,3759,2610,484,435,11,103,22,491,205,82,38,5,339,5,238,111,34,24,13,0,701,251,98,51,516,14,259,1,113,788,4108,418,4,110,346,947,397,496,41,1026,256
42_Wholesale_trade,5588,697,714,1086,1235,1917,11029,1625,1529,5257,5994,5549,9142,3164,9297,2258,1300,2397,18437,2980,3368,3642,1755,5616,9253,3928,4359,1771,1529,702,348,908,533,347,206,9,1443,58,1032,189,523,128,95,26,1484,235,264,129,707,119,469,246,409,888,2906,299,50,141,408,4392,1501,2740,357,3925,1007
44RT_Retail_trade,414,59,122,214,109,517,4970,647,346,397,722,1026,866,493,3466,426,393,271,654,387,326,410,97,90,592,279,219,419,357,186,86,218,136,117,53,2,58,9,153,15,65,19,8,5,523,42,40,12,106,1,64,64,61,83,313,51,13,15,51,83,420,0,0,0,119
481_Air_transportation,54,102,150,58,27,355,443,33,127,145,457,473,1093,362,444,658,55,90,392,59,133,281,181,76,460,85,1410,584,54,51,23,74,10,551,248,8,870,57,186,151,2130,1390,228,39,193,112,482,94,1522,21,241,11,440,292,173,24,14,24,19,68,628,1233,639,43,60
