commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,21340,1827,2,2,0,36,1012,0,1,2,1,2,3,1,3,2,0,32,104312,3069,10,11,1,3,590,2,1542,135,1,5,1,1,0,5,1,0,2,0,14,1,1,1,1,0,196,0,1,0,39,3,4,3,41,4,317,3,2,26,98,1969,81,-507,9,989,1
113FF_Forestry_fishing_and_related_activities,9816,3935,4,77,13,63,154,9041,25,36,32,44,77,30,35,66,25,220,2540,66,183,3212,23,15,183,748,149,368,1,13,1,1,1,8,1,0,36,6,44,12,37,6,17,0,0,16,11,4,87,1,56,5,148,62,468,63,26,27,247,1489,125,35,15,175,190
211_Oil_and_gas_extraction,0,0,2961,0,0,23542,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,77526,4717,35,6,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,466
212_Mining_except_oil_and_gas,354,2,4,7725,13,9689,4723,6,4852,7828,56,90,105,83,414,75,13,281,252,54,14,822,7,444,3856,41,18,20,0,16,5,0,1,21,2,0,2,0,47,0,3,1,1,0,582,2,0,0,2,4,2,9,7,3,15,7,0,2,7,10,14,41,1067,284,1354
213_Support_activities_for_mining,0,0,984,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2709,79,1757,2892,253,128,983,910,3161,6593,2631,1876,2202,791,1810,1151,491,827,4536,1726,690,4115,1078,2549,8296,2633,4591,11785,238,72,115,623,51,174,218,135,555,165,613,143,1100,269,155,572,7771,413,255,40,1497,1823,869,964,698,1299,4311,655,150,752,2678,6293,3038,2436,569,18622,6498
23_Construction,398,191,0,61,0,2524,245,50,119,314,420,302,488,82,233,405,67,75,255,123,37,166,85,191,399,132,877,1908,121,787,4,127,33,1572,6,105,133,47,3744,44,306,70,150,35,28823,116,69,13,256,649,166,35,4224,386,915,275,39,193,684,774,1336,3974,650,20442,12148
321_Wood_products,701,21,41,112,7,983,21119,10335,429,238,266,369,170,181,555,224,3603,873,134,56,18,2375,30,72,158,65,1435,181,4,199,1,13,8,127,126,6,41,31,469,10,42,9,20,0,4280,9,28,3,89,4,52,393,48,93,112,198,29,23,52,75,128,26,61,133,156
327_Nonmetallic_mineral_products,290,11,214,224,628,813,21484,587,7205,1298,786,755,1003,1263,1836,437,296,448,4168,219,12,140,20,520,1035,810,311,362,4,134,3,6,72,141,14,1,14,3,359,4,28,13,5,1,4147,82,10,1,351,24,44,59,283,452,752,10,1,22,363,619,460,183,63,512,563
331_Primary_metals,77,1,875,524,951,199,4490,47,445,31486,35717,17751,3873,6679,16405,4434,1855,3271,18,6,3,453,118,33,490,458,302,30,1,383,9,1,2,28,4,0,5,1,100,1,4,1,2,1,842,1,1,0,18,4,3,17,9,6,27,36,0,3,9,20,72,269,17,139,43
