commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,15896,1431,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,80015,2053,1,0,0,0,218,0,1551,69,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,22,0,0,0,4,2,0,0,81,0,256,22,30,39,71,1402,37,967,8,610,1
113FF_Forestry_fishing_and_related_activities,7172,5193,8,87,0,43,238,7875,5,11,10,6,7,16,14,6,21,31,2442,244,129,2254,9,6,309,788,283,119,2,17,2,2,1,8,2,0,2,2,12,2,4,5,2,0,0,3,1,1,4,0,26,2,126,16,103,41,70,19,126,912,34,56,22,163,72
211_Oil_and_gas_extraction,0,0,6422,0,0,29946,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,136958,2347,137,0,0,0,0,0,0,0,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0
212_Mining_except_oil_and_gas,307,3,21,6967,51,14173,1740,21,3757,11205,112,205,102,201,399,140,8,516,177,53,10,584,9,467,3209,64,18,21,0,52,9,1,1,22,4,0,3,0,43,1,2,0,0,0,300,2,1,0,1,2,3,8,36,1,12,2,1,2,5,6,9,167,699,319,965
213_Support_activities_for_mining,0,0,3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2384,90,2620,2810,304,136,1123,908,3310,9306,2561,1699,1716,834,1802,1192,317,408,3697,1293,440,3550,580,4817,7627,1583,4658,10316,83,97,215,270,49,229,188,117,285,82,325,171,473,33,56,228,652,265,281,108,581,886,391,534,673,615,2894,296,157,353,1529,2629,1062,1476,201,8387,7333
23_Construction,239,95,0,160,3,2696,90,94,174,467,502,294,276,111,302,379,68,74,223,80,37,146,55,332,300,98,671,1152,51,321,47,68,42,936,39,82,49,18,1558,44,141,3,46,29,9288,64,69,18,43,163,66,16,951,94,626,42,70,60,283,234,680,1921,171,11075,1977
321_Wood_products,505,33,229,121,46,429,13185,6132,295,248,472,298,119,169,370,375,2658,750,80,19,49,1974,1,83,53,148,874,42,2,112,0,8,2,83,17,5,2,27,228,5,5,1,0,4,1236,1,11,3,3,2,7,146,26,10,34,149,95,4,30,24,26,25,82,85,199
327_Nonmetallic_mineral_products,231,21,256,176,2313,561,17363,333,5259,615,888,651,625,794,1190,478,188,309,3789,125,8,79,9,355,889,414,293,188,3,199,5,11,37,122,6,0,1,2,318,1,17,14,1,1,1770,55,2,1,9,12,7,3,145,85,403,4,4,8,212,307,222,85,104,351,392
331_Primary_metals,215,3,445,285,6616,279,8553,150,422,31429,34146,15943,4427,6579,16308,5195,1570,3268,43,41,5,412,217,266,2148,425,21,22,1,372,10,3,8,53,4,0,3,0,148,1,5,1,1,1,818,1,1,0,8,2,2,8,26,28,159,21,2,2,8,10,15,510,50,63,118
