commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,22496,2010,2,6,1,32,1224,0,1,1,1,2,3,1,4,2,0,83,103536,3120,8,10,1,2,1548,2,1779,356,1,4,1,1,0,5,6,0,2,0,11,1,1,1,1,0,175,0,1,0,54,4,85,3,40,4,239,0,2,49,84,1623,71,-819,5,1148,0
113FF_Forestry_fishing_and_related_activities,10327,6138,4,81,12,46,143,11942,25,33,32,45,78,26,38,68,25,229,2791,13,137,3176,35,10,175,812,142,449,0,8,1,1,0,5,1,0,38,5,29,13,36,4,19,0,0,15,12,2,90,1,40,5,97,60,470,31,18,48,248,1500,133,28,12,513,165
211_Oil_and_gas_extraction,0,0,4793,4,0,28666,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,71649,5972,1,13,9,0,0,0,0,0,754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,16,2,8,0,2,4,0,0,3,4,14,2,0,38,0,2192
212_Mining_except_oil_and_gas,501,3,9,6330,6,8433,5622,3,4579,7088,80,65,78,61,263,65,15,59,417,73,12,826,3,297,3575,48,14,16,0,21,4,1,0,17,2,0,17,11,30,2,2,0,0,0,406,1,0,0,26,7,4,9,12,2,13,5,19,44,10,63,29,148,736,414,1503
213_Support_activities_for_mining,0,0,1002,112,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2964,129,1647,2500,209,2341,1346,1115,2973,5686,2672,1868,2392,816,1862,1092,508,894,4828,1787,822,3865,1107,1668,7874,2791,4955,13631,214,80,478,560,49,1037,298,258,583,284,741,167,1106,412,207,803,14054,501,297,110,1503,2147,1020,912,964,1437,3896,549,157,984,2980,7389,2985,2152,626,18186,5466
23_Construction,573,269,53,282,61,1851,312,144,205,388,461,358,743,101,275,369,76,136,596,195,84,334,150,135,818,298,1065,2363,115,859,9,176,5,1567,54,112,153,75,3092,50,1466,129,153,74,30084,175,115,14,394,686,187,30,4387,508,958,321,64,318,769,987,1656,4942,741,18740,14561
321_Wood_products,636,32,45,102,13,902,26639,16843,495,233,240,531,330,210,1007,217,4869,1144,184,65,15,3139,40,42,218,396,1632,402,4,284,1,23,7,114,143,8,166,112,418,93,51,9,25,0,4068,36,30,2,114,4,67,381,37,125,116,226,17,57,93,197,176,25,0,440,15
327_Nonmetallic_mineral_products,169,20,214,207,354,631,25364,749,8074,1241,727,902,1107,1671,2482,368,317,560,4052,384,11,147,20,342,1016,902,305,454,2,80,2,7,54,113,15,4,17,3,341,43,30,15,5,1,3153,65,10,6,499,55,95,77,226,794,701,27,3,41,287,790,476,198,3,650,537
331_Primary_metals,63,0,1020,475,424,147,3452,108,455,33683,37128,18912,4582,8808,20724,4444,2049,3725,843,57,3,388,83,19,377,671,471,67,0,434,5,1,1,20,10,0,21,10,67,8,3,1,2,1,616,12,1,0,50,5,14,22,10,19,22,34,3,33,9,22,90,191,0,133,26
332_Fabricated_metal_products,764,288,671,812,324,1338,36959,1706,804,2925,16574,14733,10827,3801,15106,6429,2730,2298,13092,286,151,1151,478,210,4114,2058,1079,1437,120,395,386,363,471,787,153,22,479,16,1553,114,134,18,92,4,5423,381,61,46,459,132,275,293,104,360,495,302,16,228,120,439,1494,3500,113,1552,218
333_Machinery,1475,153,700,2091,723,600,10955,237,335,1534,2083,14628,1047,839,7170,2643,110,633,666,290,137,634,1257,57,2276,1145,1594,735,84,261,116,82,26,315,116,26,250,76,194,70,202,10,76,0,1492,270,261,63,635,21,867,130,315,529,491,36,15,90,73,248,2243,1046,106,2372,823
334_Computer_and_electronic_products,20,14,6,10,30,294,3421,97,183,239,796,2100,77820,2529,9033,10928,128,1506,341,233,31,114,535,32,1321,357,3951,777,109,38,9,27,46,155,65,16,5113,715,4807,691,374,59,198,69,596,181,681,1217,2536,1515,2072,185,430,1244,1144,55,6,33,176,69,1468,10680,5,1131,206
335_Electrical_equipment_appliances_and_components,523,90,88,149,7,759,16237,617,132,972,906,7402,5134,6242,3248,1578,34,469,360,43,46,151,63,38,469,320,465,663,26,213,22,143,210,263,8,19,71,4,756,64,52,12,21,2,2334,90,6,67,802,50,637,108,174,45,354,46,22,76,94,191,1099,906,69,888,798
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,654,206,126,514,21,116,1393,368,138,782,416,5396,421,407,88011,2757,111,98,475,49,12,121,160,35,167,95,2073,9729,17,59,88,1210,738,245,84,71,354,30,259,13,38,8,20,0,277,722,55,5,347,97,693,1301,94,170,258,134,92,63,63,392,8083,560,954,2323,417
3364OT_Other_transportation_equipment,0,3,0,4,0,0,49,15,0,0,2,23,0,0,22,25849,0,0,0,0,0,0,0,0,0,0,39,1,1988,718,480,8,6,0,132,0,0,0,0,0,0,0,1,0,3,0,0,0,3,0,1,0,3,0,0,0,0,65,0,0,104,19324,7,19,86
337_Furniture_and_related_products,20,0,9,7,0,170,7350,549,6,8,6,91,824,6,41,76,956,96,13,4,3,16,6,7,23,90,30,116,0,25,0,1,1,27,0,0,7,1,75,24,3,1,1,0,855,1,38,2,24,10,4,19,2,109,28,8,15,35,8,48,49,0,345,5,153
339_Miscellaneous_manufacturing,120,10,16,30,8,80,2373,716,110,31,102,925,159,311,602,90,49,4893,51,51,665,22,83,6,225,141,903,808,20,14,26,34,27,14,87,10,55,6,105,31,320,40,57,2,476,122,96,6,783,4,355,45,264,4708,5825,505,39,236,153,406,1795,508,31,3944,44
