commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,14999,1379,0,0,0,2,98,0,0,0,0,0,0,0,0,0,0,26,84476,2518,4,0,0,0,198,0,1081,69,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,33,0,0,0,9,1,0,0,90,0,307,15,0,34,81,1599,59,543,10,691,3
113FF_Forestry_fishing_and_related_activities,9150,4220,2,45,0,44,189,8100,7,12,8,8,13,31,10,7,27,131,2727,257,235,2804,13,4,271,1045,90,121,5,18,3,2,2,15,1,0,3,4,43,2,15,10,5,0,0,6,1,1,12,0,51,4,225,34,190,89,52,27,221,1408,74,79,30,213,172
211_Oil_and_gas_extraction,0,0,2922,0,0,13227,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,63899,2193,131,0,0,0,0,0,0,0,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0
212_Mining_except_oil_and_gas,322,2,1,5566,27,8154,3458,20,4138,8260,103,189,177,225,745,121,9,680,167,49,9,724,14,310,3142,66,19,19,1,36,6,1,1,26,2,0,3,0,84,0,5,0,1,0,465,3,0,0,1,2,4,12,32,2,21,3,0,2,10,9,17,155,925,321,1514
213_Support_activities_for_mining,0,0,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,1750,48,1133,2312,106,85,1342,852,2673,6362,2375,1639,2151,870,2206,1035,380,542,3555,1285,478,3368,687,1974,7498,1982,3170,7935,165,48,239,373,45,169,114,65,366,111,381,145,894,26,66,471,247,361,186,89,802,1320,482,794,636,694,3732,383,150,461,1800,3551,1757,1851,248,11868,9295
23_Construction,196,59,0,202,1,2661,108,108,173,519,697,476,484,163,465,520,111,104,177,86,45,141,62,136,326,124,467,1157,122,330,16,61,100,1249,17,65,77,26,3709,30,395,29,138,39,14867,65,39,11,86,262,95,32,1442,132,702,45,31,80,454,344,1255,3429,317,20991,6780
321_Wood_products,637,16,1,113,8,353,20743,6798,325,227,457,339,206,229,537,316,3158,876,66,44,39,1990,2,60,47,112,831,50,4,157,1,7,4,131,14,3,4,44,462,5,17,2,3,1,2331,3,16,3,8,2,7,262,57,30,73,207,74,3,28,38,80,33,143,105,563
327_Nonmetallic_mineral_products,373,15,162,138,1006,418,24391,436,5576,866,992,826,750,1001,1810,477,250,365,3894,145,8,93,9,210,914,612,229,200,7,191,4,7,71,155,4,0,2,2,552,1,47,28,5,1,2755,100,3,1,64,14,7,6,232,222,768,6,2,11,391,352,411,113,157,434,748
331_Primary_metals,157,1,130,192,1941,140,9478,58,294,19892,28764,13451,4609,5809,16190,4208,1628,2663,24,18,3,379,216,89,962,345,17,16,2,156,11,1,1,46,2,0,2,0,183,1,9,1,1,1,899,1,1,0,7,2,3,6,27,21,123,21,1,2,10,16,23,513,50,85,187
332_Fabricated_metal_products,780,500,491,1256,814,723,34488,1654,552,1935,12049,10326,7339,2668,10979,5891,1984,1356,10488,42,88,792,123,362,3571,1314,672,854,105,479,495,120,415,819,123,6,26,5,1369,21,40,6,6,3,4195,80,38,14,302,52,181,244,170,158,321,458,9,78,66,357,1698,3111,298,829,1367
333_Machinery,1060,116,323,2079,1036,591,9256,197,218,1162,1480,8676,791,523,5212,2128,102,226,328,368,105,392,741,34,1041,414,503,367,39,168,254,48,19,506,58,8,219,76,356,18,677,60,156,0,1155,237,308,41,727,6,981,12,249,226,488,18,5,48,47,166,1501,974,125,2015,662
334_Computer_and_electronic_products,41,9,6,7,0,233,3473,7,28,38,271,942,46880,1460,3337,6326,14,910,24,12,2,36,207,17,1718,93,786,186,97,35,12,12,46,202,16,1,1111,14,4523,571,393,126,164,9,435,221,54,524,2340,581,1171,105,405,304,412,83,3,4,11,14,1159,9864,44,657,137
335_Electrical_equipment_appliances_and_components,434,48,160,346,0,444,14805,252,79,982,578,5531,5087,3880,2029,763,55,313,8,6,5,13,6,27,153,122,178,176,19,177,68,48,190,293,18,1,34,1,617,24,41,5,9,3,1836,42,7,12,684,19,217,2,168,45,350,84,18,35,111,98,673,578,127,580,1288
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,498,120,68,555,0,80,352,173,20,437,216,3235,27,229,64520,1989,55,19,13,4,22,31,26,25,15,35,610,4511,9,32,93,217,325,268,31,4,26,3,250,8,22,17,29,0,170,579,76,5,44,29,27,806,60,37,51,1,0,12,18,8,4808,756,180,992,291
3364OT_Other_transportation_equipment,0,198,0,7,0,6,3,3,0,4,21,23,0,33,99,22325,0,5,0,0,0,0,0,0,0,0,28,0,2923,551,485,2,19,0,137,0,0,4,13,0,35,27,2,0,0,12,0,0,0,0,0,0,7,0,6,0,0,121,5,0,186,24318,24,29,165
337_Furniture_and_related_products,58,0,1,2,0,75,4316,169,1,38,5,3,627,14,47,82,159,26,2,1,0,4,0,6,2,1,5,8,1,31,0,0,1,27,0,0,1,4,100,1,5,0,1,0,451,1,2,1,1,1,1,0,11,4,16,0,0,1,6,3,14,6,32,3,115
339_Miscellaneous_manufacturing,50,14,17,38,0,41,1061,257,59,43,130,368,289,200,372,98,49,2430,46,76,503,42,225,11,133,121,320,456,30,16,30,19,18,15,19,1,53,9,122,22,316,67,123,4,219,190,153,14,360,1,227,9,184,2245,2985,261,15,94,134,288,1161,311,51,3405,84
311FT_Food_and_beverage_and_tobacco_products,10845,146,3,4,0,1,1,4,22,8,11,17,12,6,5,9,23,117,51100,16,718,317,5,20,1147,12,1171,3222,205,6,28,0,1,7,11,0,6,184,6,0,1,3,1,0,6,3,0,0,60,0,4,3,140,3,4716,935,47,594,2250,39171,515,1405,806,5541,5
313TT_Textile_mills_and_textile_product_mills,182,132,0,27,0,24,1460,107,103,5,20,154,3,63,2326,383,1575,999,66,13272,13607,828,120,22,151,1525,1492,195,8,11,47,7,0,714,14,0,14,39,32,1,104,2,8,0,164,1,1,0,13,1,12,0,12,10,698,70,28,17,353,31,290,173,65,513,53
315AL_Apparel_and_leather_and_allied_products,29,10,5,15,0,5,122,3,11,12,27,18,64,6,319,12,125,132,14,118,8991,14,18,3,11,17,78,73,11,4,37,5,25,3,12,0,6,17,57,2,11,5,14,1,18,52,17,1,44,0,44,1,9,18,444,6,55,23,76,57,570,466,12,957,39
322_Paper_products,596,85,10,46,0,86,930,184,1394,139,860,565,1030,776,576,62,579,1158,9632,501,367,23111,13212,157,4389,1775,3570,3561,44,17,8,43,27,34,24,9,7370,21,124,297,554,90,116,34,492,91,371,201,736,59,678,10,677,807,747,227,24,67,289,1546,748,275,41,2448,86
323_Printing_and_related_support_activities,9,25,26,19,0,88,146,20,43,34,346,85,374,46,93,82,27,118,2306,19,55,84,3189,4,742,72,2234,66,104,37,17,94,129,37,60,4,6786,53,1161,752,2368,1083,1322,42,972,12,227,732,2303,196,851,18,566,436,1969,59,32,64,235,132,3929,730,288,3105,182
324_Petroleum_and_coal_products,2849,553,254,955,613,1882,8766,285,342,709,509,394,411,222,596,336,133,203,569,236,171,1108,305,5708,1830,287,1224,2600,7951,1443,711,2808,1548,242,298,22,333,37,373,147,330,236,88,134,1567,163,310,107,688,150,387,646,380,471,754,108,10,89,256,165,651,3046,574,6726,3373
325_Chemical_products,5715,1419,488,727,622,318,4491,842,2390,2393,2468,1038,2159,2137,2580,641,761,1677,2776,9577,1163,5762,2299,1365,46063,17695,490,152,16,91,29,36,79,63,9,1,405,47,292,12,427,1,3,17,943,113,26,20,765,135,1077,449,273,3558,8928,55,8,32,305,191,987,1813,57,5683,1427
326_Plastics_and_rubber_products,538,152,7,582,0,291,4912,290,270,356,1440,2251,7161,1421,9503,1025,1128,1416,4886,562,543,1831,1330,292,4898,3610,685,410,16,80,27,540,272,85,29,4,549,5,383,90,40,26,16,1,1105,386,93,45,847,18,419,1,136,1430,5660,682,2,187,599,1221,742,501,69,1377,349
42_Wholesale_trade,5686,698,433,1337,711,1117,17357,2180,1764,5267,6834,7811,11616,3889,12367,3259,1751,2559,22216,3436,3451,4420,2230,4076,11250,5314,6775,1962,2242,556,350,898,600,450,134,10,1893,71,1658,185,536,176,159,51,2435,316,279,169,1210,179,716,368,518,1434,3826,435,42,187,626,5086,2190,3498,448,5538,1701
44RT_Retail_trade,457,60,70,265,66,323,7833,834,426,439,876,1516,1199,636,3713,588,515,316,857,391,342,473,130,58,792,398,324,468,632,175,97,256,180,150,39,3,73,13,256,17,74,25,14,12,913,55,49,14,185,3,104,95,88,152,453,79,11,23,89,102,504,0,0,0,243
481_Air_transportation,62,97,65,77,11,197,674,41,127,123,465,612,1453,398,582,943,67,96,482,61,113,336,220,41,520,112,2619,689,80,41,24,81,16,653,234,7,1088,71,281,137,2048,2055,441,55,312,179,684,87,2723,28,320,17,647,475,229,37,12,34,32,80,1008,1681,862,61,93
482_Rail_transportation,533,57,22,909,64,1315,2009,397,1065,1989,474,316,202,202,1127,150,148,232,2131,243,57,763,271,158,1456,396,158,172,62,60,9,163,21,21,9,0,137,4,58,7,24,9,8,4,260,13,18,5,68,5,41,32,44,92,249,22,3,9,42,364,139,494,609,322,328
483_Water_transportation,77,30,22,84,16,232,307,52,111,212,55,54,53,19,77,32,18,36,494,48,14,97,28,421,289,91,62,63,116,22,6,35,26,68,4,0,10,2,17,2,13,4,4,1,38,23,7,2,32,11,47,17,12,21,56,3,3,132,8,56,41,834,115,71,197
