commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,15666,1306,0,0,0,2,95,0,0,0,0,0,0,0,0,0,0,26,83324,2478,4,0,0,0,204,0,1053,73,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,27,0,0,0,9,2,0,0,84,0,282,14,0,33,78,1482,58,499,9,628,3
113FF_Forestry_fishing_and_related_activities,8819,3688,3,42,0,56,169,7679,6,13,7,8,12,29,9,6,24,118,2482,234,217,2503,12,4,258,930,81,117,4,21,2,2,2,13,1,0,2,3,35,2,15,7,5,0,0,5,1,1,10,0,44,4,192,28,161,76,55,24,196,1204,67,67,25,179,135
211_Oil_and_gas_extraction,0,0,6651,0,0,22660,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,103927,2758,154,0,0,0,0,0,0,0,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0
212_Mining_except_oil_and_gas,313,1,1,5271,45,10653,3128,19,3946,8744,99,178,163,211,705,107,8,618,154,45,8,653,12,385,3014,59,17,18,1,43,6,0,1,23,2,0,3,0,69,0,5,0,1,0,360,3,0,0,1,2,3,11,28,2,18,3,0,2,9,7,16,133,790,272,1200
213_Support_activities_for_mining,0,0,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2076,52,2397,2670,216,135,1481,995,3110,8216,2802,1884,2418,995,2544,1112,422,601,3985,1436,542,3702,756,2991,8765,2173,3507,9467,157,68,272,427,47,182,154,68,364,109,381,167,1059,23,84,402,234,396,225,98,851,1240,510,879,668,709,3896,401,195,501,1972,3739,1958,1934,259,12263,8982
23_Construction,209,56,0,209,2,3799,107,113,181,600,737,490,487,167,481,500,110,103,178,86,45,139,61,185,342,122,463,1236,104,422,17,62,92,1203,20,61,69,23,3327,31,419,23,156,42,12584,64,42,10,82,266,90,32,1359,121,657,42,36,77,446,325,1253,3213,295,19445,5873
321_Wood_products,620,14,3,107,13,461,18767,6508,310,240,442,320,190,215,508,278,2872,797,61,40,36,1794,2,74,45,101,754,48,3,184,1,7,3,116,15,3,3,36,379,5,16,1,3,1,1806,3,16,3,7,2,6,238,49,25,62,178,80,3,25,33,73,28,122,89,447
327_Nonmetallic_mineral_products,371,13,287,133,1712,558,22549,426,5435,937,980,795,707,960,1750,429,232,339,3658,136,7,86,9,266,896,562,212,200,6,229,3,7,62,139,5,0,1,2,463,1,47,20,6,1,2181,92,3,1,57,13,6,5,205,190,672,5,2,10,359,311,384,99,137,376,606
331_Primary_metals,160,1,235,190,3373,190,8943,58,292,21965,29017,13218,4432,5686,15973,3867,1544,2525,23,17,3,356,204,115,962,324,16,16,1,190,11,1,1,42,3,0,2,0,157,1,10,1,2,1,726,1,1,0,6,2,2,5,24,18,110,19,1,2,9,15,22,459,45,75,155
332_Fabricated_metal_products,809,471,910,1268,1445,1008,33259,1688,561,2184,12424,10372,7213,2670,11072,5534,1924,1314,10276,41,87,761,118,479,3651,1259,650,890,87,598,492,121,376,770,145,6,23,4,1198,21,41,4,7,3,3465,77,40,13,280,52,167,237,156,141,293,419,10,74,63,329,1655,2844,272,750,1155
333_Machinery,1106,110,601,2110,1850,827,8972,202,223,1318,1534,8761,781,526,5282,2009,100,221,323,361,105,378,717,45,1070,399,489,384,32,211,253,48,17,478,68,7,191,66,313,18,705,45,173,0,959,229,326,40,679,6,912,12,230,203,448,16,6,45,45,153,1470,895,114,1830,562
334_Computer_and_electronic_products,46,9,13,7,0,351,3627,7,31,47,303,1025,49900,1582,3644,6435,14,955,26,13,3,37,216,24,1902,97,823,210,88,48,12,13,45,206,21,1,1046,13,4285,620,441,103,196,10,389,229,61,547,2351,624,1173,110,403,294,407,82,4,4,11,14,1223,9765,43,643,125
