industry,name,share_personal_consump,fl,rank_fl,price_shock_pct,impact_dir,impact_indir,impact_total,year,impact_rank
531,Real_estate,14.59877869094311,2.721787627218082,6,4.647118301314457,0.6784225163152123,0.08310673657677026,0.7615292528919826,1987,1
44RT,Retail_trade,14.373003522230205,1.8197240781241795,28,3.7579481317425056,0.5401300173389345,0.02161519741056416,0.5617452147494987,1987,2
621,Ambulatory_health_care_services,5.171459148358662,1.0679961184916142,61,6.1444366031522035,0.31775702882881285,0.0018146730210063654,0.3195717018498192,1987,3
622HO,Hospitals_and_nursing_and_residential_care_facilities,5.854079044281808,1.0258111511562567,64,5.180343116990493,0.30326138083363546,8.932502129592491e-4,0.30415463104659474,1987,4
42,Wholesale_trade,3.208854883127258,4.265495029744412,2,4.917959159231078,0.15781017263119068,0.1394594230302917,0.29726959566148237,1987,5
81,Other_services_except_government,4.1456903206531726,1.8609997212507496,26,4.549925702685176,0.18862582945313017,0.03077534685455073,0.2194011763076809,1987,6
722,Food_services_and_drinking_places,4.676898529296757,1.4519096632257724,43,4.097642305965854,0.19164257274355875,0.01653455741637564,0.20817713015993441,1987,7
GSLG,State_and_local_general_government,3.697884632458469,1.3185526954712494,48,5.070821529745051,0.18751313008783768,0.01057559711262688,0.19808872720046455,1987,8
311FT,Food_and_beverage_and_tobacco_products,6.327390416695334,2.174676395064929,19,2.3856649540975328,0.15095033568002642,0.011737220975696946,0.16268755665572338,1987,9
324,Petroleum_and_coal_products,1.5220510874697615,2.3026308968608635,15,5.398191524131168,0.08216323279673893,0.04734665296653051,0.12950988576326944,1987,10
5411,Legal_services,0.9897113237251806,1.4812262899087838,41,7.89079357468232,0.07809607754040988,0.04936496149184112,0.127461039032251,1987,11
325,Chemical_products,1.5499128487307665,3.7570915303148555,3,3.3480668597266616,0.05189211844300022,0.044590738078778246,0.09648285652177847,1987,12
521CI,Federal_Reserve_banks_credit_intermediation_and_related_activities,2.2261619237047907,3.0594108517355365,4,2.7183178632316674,0.060514157236529045,0.03347156775775763,0.09398572499428667,1987,13
322,Paper_products,0.7001753800753163,2.467567176365676,11,5.697341109024401,0.039891379764298844,0.05040882068035245,0.09030020044465129,1987,14
211,Oil_and_gas_extraction,0.05217095185225324,2.3187505366137895,14,5.820087577147182,0.003036395087632428,0.07872124746687706,0.08175764255450949,1987,15
5412OP,Miscellaneous_professional_scientific_and_technical_services,0.2823388082506094,2.8004201985146016,5,4.260182876142982,0.012028149561798632,0.06271438120865008,0.0747425307704487,1987,16
61,Educational_services,1.3795260880715965,1.2093210602988231,54,4.0801666546943505,0.05628696343830669,0.005519932897311881,0.061806896335618575,1987,17
3361MV,Motor_vehicles_bodies_and_trailers_and_parts,3.148238550188587,2.021185945642953,21,1.6483230557073236,0.05189314187142445,0.008659211565169718,0.06055235343659417,1987,18
721,Accommodation,1.3321351339447005,1.2900969055985347,51,3.7824908983151273,0.050387890194716324,0.008335505192763297,0.05872339538747962,1987,19
GFG,Federal_general_government,0.17720084979314915,11.710660345424357,1,1.2539981783134646,0.002222095428362069,0.05080841840991172,0.05303051383827378,1987,20
331,Primary_metals,0.5063265562662516,2.229404940557786,18,3.980307950141393,0.02015335617274274,0.029148138641213336,0.04930149481395607,1987,21
524,Insurance_carriers_and_related_activities,2.234521438291979,2.6512378161936794,8,1.764929953019867,0.03943773817106548,0.006147794998112776,0.04558553316917826,1987,22
111CA,Farms,0.7086954686485039,2.0496873331219536,20,1.5904851681742604,0.011271696316377519,0.03427072991032201,0.04554242622669954,1987,23
481,Air_transportation,0.8824432791013498,1.4996614777621327,39,3.6298820680686905,0.03203165034897724,0.012062959594257853,0.044094609943235094,1987,24
511,Publishing_industries_except_internet_includes_software,0.7851732322692869,1.5506269802392512,37,3.453488713417663,0.027115868957196476,0.015934104621372795,0.043049973578569274,1987,25
525,Funds_trusts_and_other_financial_vehicles,0.7438516466991651,1.1820585327617257,55,5.241498373951092,0.03898897196634516,1.5669484505629005e-4,0.039145666811401456,1987,26
315AL,Apparel_and_leather_and_allied_products,1.6528283791246194,1.25730436613795,52,2.150327980725031,0.03554123110968069,0.0015382013472057538,0.03707943245688644,1987,27
332,Fabricated_metal_products,0.9448736464924992,2.618442407137732,9,1.5998401975739096,0.015116468412869403,0.018320653983171634,0.03343712239604103,1987,28
561,Administrative_and_support_services,0.3395183338199498,2.2662823280676765,17,2.5670290555963815,0.008715534278234826,0.02428687914024659,0.03300241341848141,1987,29
513,Broadcasting_and_telecommunications,2.297796976549714,2.4472684824510216,12,1.0441391024105684,0.023992196726163362,0.008031460919372084,0.03202365764553545,1987,30
532RL,Rental_and_leasing_services_and_lessors_of_intangible_assets,0.3486872611399722,1.8005136452359598,30,3.6239426224854654,0.012636226275628652,0.017154068064285925,0.029790294339914578,1987,31
624,Social_assistance,0.8444510192177318,1.0009152067380334,65,3.371276449258742,0.028468778336412807,6.820113603562915e-5,0.028536979472448435,1987,32
713,Amusements_gambling_and_recreation_industries,0.7347229399566865,1.0548266797927957,62,3.51374553295134,0.025816294482296828,0.0013954579507446864,0.02721175243304151,1987,33
