industry,name,share_personal_consump,fl,rank_fl,price_shock_pct,impact_dir,impact_indir,impact_total,year,impact_rank
44RT,Retail_trade,17.666059909481685,1.978944704843274,15,1.7563003377500497,0.310269069857353,0.024630577567731328,0.33489964742508427,1959,1
335,Electrical_equipment_appliances_and_components,0.9657272341252185,1.340173367621545,36,18.364056537862105,0.1773466952762871,0.056875160175733346,0.23422185545202046,1959,2
334,Computer_and_electronic_products,0.5655604290796954,1.8157531756340382,22,17.11529954287707,0.09679736153297071,0.10976495170961116,0.20656231324258184,1959,3
315AL,Apparel_and_leather_and_allied_products,4.710667322176705,1.4292364443668992,31,4.144021739130421,0.19521107788911554,0.006840800242902784,0.20205187813201833,1959,4
722,Food_services_and_drinking_places,4.806420131094159,1.3910743514375354,33,3.7888310289100335,0.1821071373066738,0.018924182569280853,0.20103131987595463,1959,5
62,Health_care_and_social_assistance,4.884833116395434,1.0246229882302667,47,3.5233570863024477,0.17211011376056723,9.711507341487577e-4,0.173081264494716,1959,6
42,Wholesale_trade,3.807663686608851,3.1604170436731756,3,2.1929449339835205,0.08349996791861895,0.07549394750423144,0.1589939154228504,1959,7
51,Information,2.923588113243826,2.1234323454203428,11,3.6995229945745223,0.10815881451610276,0.04859319936208536,0.1567520138781881,1959,8
48,Transportation,2.5313994756453617,3.618148948740702,2,2.640303815781553,0.06683663694813871,0.06894929106903762,0.13578592801717632,1959,9
3361MV,Motor_vehicles_bodies_and_trailers_and_parts,3.393569956129233,1.9778128725074107,16,2.5208423880832775,0.08554654992336479,0.01848012050575351,0.10402667042911831,1959,10
81,Other_services_except_government,5.055691652441975,1.5355388452923646,27,1.7081538798452423,0.08635899311419963,0.015435516640168803,0.10179450975436845,1959,11
22,Utilities,2.374094498992698,1.9523695724572379,17,2.720137619610785,0.06457863759221058,0.03677913500882471,0.10135777260103529,1959,12
113FF,Forestry_fishing_and_related_activities,0.03427957007552592,1.443547188513314,30,13.413136893799882,0.004597965660836352,0.06577947487049102,0.07037744053132737,1959,13
55,Management_of_companies_and_enterprises,0.007929269640808508,2.1085910116842768,12,3.6720321931589472,2.911653338928672e-4,0.0645885670376443,0.06487973237153719,1959,14
331,Primary_metals,0.05910850297026251,4.184814159408438,1,3.3485312803647638,0.0019792667113145757,0.06102300806625525,0.06300227477756982,1959,15
313TT,Textile_mills_and_textile_product_mills,0.7992284780310628,2.644255240194638,8,1.9670136541841243,0.015720933290998967,0.03735772223486657,0.053078655525865534,1959,16
GFE,Federal_government_enterprises,0.42926944432659325,1.2865453663891115,37,6.240814019219898,0.026789907661761383,0.02561627370142592,0.052406181363187296,1959,17
54,Professional_scientific_and_technical_services,0.3863506926532163,1.9424162431292287,19,2.9557894736842227,0.01141971310494985,0.040342236095255016,0.05176194920020487,1959,18
71,Arts_entertainment_and_recreation,0.9665741802636945,1.0831288234317427,45,3.6111798169676135,0.034904731713702696,0.0048415471389145984,0.03974627885261729,1959,19
61,Educational_services,1.130580452958091,1.037494707668241,46,3.3566002874153122,0.03794906673345262,0.0017949182998315872,0.03974398503328421,1959,20
321,Wood_products,0.07475903074862825,1.9887216872853075,14,6.5084441452056385,0.004865649759771578,0.03312557978754309,0.03799122954731467,1959,21
721,Accommodation,0.6481603446708021,1.1544228738274385,41,3.28193521007214,0.021272202569475995,0.007956634328394616,0.029228836897870612,1959,22
GSLE,State_and_local_government_enterprises,0.7411123195694342,1.1974160139631167,40,2.7612399917881225,0.02046388975201981,0.008331450584763943,0.028795340336783753,1959,23
332,Fabricated_metal_products,0.27498909649971237,2.481114981826046,10,1.4500871296987627,0.00398758149641724,0.023202176915737827,0.027189758412155065,1959,24
GSLG,State_and_local_general_government,0.7165442934836684,1.1142003832235334,44,2.778840025493956,0.01991161962771706,0.004759077974553033,0.024670697602270093,1959,25
333,Machinery,0.272233014146895,1.5958824840460097,26,2.694203637599868,0.007334511769893408,0.01316415907645943,0.02049867084635284,1959,26
323,Printing_and_related_support_activities,0.19333727581550825,1.8477804884734665,21,1.935088110640204,0.003741246637741559,0.015805208349080863,0.019546454986822424,1959,27
56,Administrative_and_waste_management_services,0.5553174744437759,1.347408532181685,35,1.3566986998304165,0.007533984955709812,0.008160829663966111,0.015694814619675927,1959,28
339,Miscellaneous_manufacturing,1.0120677960831865,1.4002491966352588,32,0.8901794639881722,0.009009219682370216,0.0044037224775070345,0.013412942159877253,1959,29
327,Nonmetallic_mineral_products,0.13617014165087643,1.7143790277542514,24,1.5746152928546087,0.0021441558747364834,0.010051948638820044,0.012196104513556526,1959,30
337,Furniture_and_related_products,0.8191113220156656,1.1542071937193854,42,1.2601162348595984,0.010321754750292487,0.0011797123481280865,0.011501467098420573,1959,31
3364OT,Other_transportation_equipment,0.19633468352897757,1.522054234428538,28,2.125875800946142,0.004173831526006725,0.005974346668407516,0.01014817819441424,1959,32
531,Real_estate,13.877966233936567,2.0736752522299167,13,0.04799451491257489,0.0066606625737087935,9.406493253991855e-4,0.0076013118991079785,1959,33
212,Mining_except_oil_and_gas,0.07974280008935368,1.7998309756132096,23,0.9909165978530199,7.901846416781585e-4,0.006103811732972476,0.006893996374650635,1959,34
322,Paper_products,0.3539904697150792,2.889683244617223,6,0.2495691960306523,8.834511692930528e-4,0.003943167025232136,0.004826618194525189,1959,35
23,Construction,4.4297595758706744e-5,1.3885550737939445,34,0.7934952978056353,3.514993393862866e-7,0.0032361089036696353,0.003236460403009022,1959,36
GFG,Federal_general_government,0,1.1975205700093283,39,0.5707151774567487,0,0.0011928740469767877,0.0011928740469767877,1959,37
325,Chemical_products,1.7004863390824032,2.972400303055716,4,0.007602250266081079,1.292752272375644e-4,1.5009743277664202e-4,2.7937266001420644e-4,1959,38
213,Support_activities_for_mining,0.002126715435006714,1.2566150031921821,38,-0.14946711723420325,-3.1787402524793813e-6,-3.4892634017167257e-6,-6.668003654196107e-6,1959,39
532RL,Rental_and_leasing_services_and_lessors_of_intangible_assets,0.37386044872470725,1.4725052513226164,29,-0.0721587492483522,-2.697730237340259e-4,-2.8999635840581603e-4,-5.597693821398418e-4,1959,40
211,Oil_and_gas_extraction,0.042063977912897864,1.9448314882162432,18,-0.46367851622874934,-1.950416286533137e-4,-0.008048904444971788,-0.008243946073625101,1959,41
324,Petroleum_and_coal_products,2.003895749228629,1.9303305611795876,20,-0.45485558335229825,-0.009114831699925788,-0.006164678035109059,-0.015279509735034846,1959,42
326,Plastics_and_rubber_products,0.44026262078890055,1.605452763628727,25,-2.0233791840758575,-0.008908182224309441,-0.016190385355959947,-0.025098567580269387,1959,43
52,Finance_and_insurance,3.824985109773117,2.525790868642473,9,-2.5652049297792967,-0.09811870659922405,-0.043624827154446495,-0.14174353375367055,1959,44
311FT,Food_and_beverage_and_tobacco_products,12.268381479763386,2.9113792351593366,5,-1.8357273584382439,-0.22521403526158715,-0.02531870572228217,-0.25053274098386935,1959,45
111CA,Farms,1.9517691922875804,2.8229613848040085,7,-5.604582095884602,-0.10938850670394126,-0.31260939381060643,-0.4219979005145477,1959,46
493,Warehousing_and_storage,0.0031408496062753574,1.1224590094502627,43,NA,NA,NA,NA,1959,47
