industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
334_Computer_and_electronic_products,0,0,0,0,0,0,464,14,85,21,551,699,268920,1447,288,1011,80,690,0,42,0,79,37,0,660,109,3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,13924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,112,0,125,472,408,679,1531,82362,609,32,25,77,0,8,1,11,0,21,163,67,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,1576,0,9,35,689,1126,1459,749,302948,144,127,1,0,138,0,0,0,0,15,60,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,1021,0,0,0,486,1287,2439,163,222,127036,0,49,0,48,0,0,0,0,6,36,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,11759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
337_Furniture_and_related_products,0,0,0,0,0,0,406,260,100,1,137,72,35,4,177,0,46890,50,0,26,0,22,0,0,9,87,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,1774,71,38,27,229,140,330,6,3,15,143,77501,0,89,96,316,132,6,300,415,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,0,446580,1,116,0,0,0,1185,22,5092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,207,0,0,10,26,0,0,0,168,0,95,118,0,75740,122,125,10,17,2918,189,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,57,0,805,75317,0,10,0,0,43,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
322_Paper_products,0,0,0,0,0,0,121,119,1,12,257,0,351,0,0,0,22,310,0,266,0,121430,376,0,522,1121,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,144,0,0,0,173,0,5,0,0,0,0,168,0,16,40,308,57074,0,0,23,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,24358,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0
324_Petroleum_and_coal_products,0,0,0,30,0,0,129,0,95,56,0,8,0,0,0,0,0,0,0,7,0,27,0,135332,6018,8,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,14,0,0,1588,10,149,17,38,165,1450,12,15,0,0,456,732,0,0,197,1,2308,306742,1453,6793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,9631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,529,184,78,44,512,864,140,383,181,15,88,499,0,158,0,761,60,0,716,116017,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0
42_Wholesale_trade,0,577,0,0,0,0,1617,0,0,0,9,112,47,0,251,3,32,1009,6110,0,0,0,0,0,0,0,535568,0,0,0,0,0,0,90,651,68,0,0,0,0,0,0,0,0,0,6762,0,4072,1383,0,142,0,7,0,0,0,0,0,0,0,21820,0,0,0,0,0,0
44RT_Retail_trade,33,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,718,8818,0,486,0,57,0,0,0,0,587749,0,0,0,967,0,0,975,104,0,0,13,0,1625,0,107,0,8,4070,0,466,1549,0,1092,0,59,152,0,0,0,420,0,16768,51883,0,0,0,0,0,0
481_Air_transportation,0,25,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90205,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,9,0,223,28,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
482_Rail_transportation,0,0,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,137,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483_Water_transportation,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19735,0,0,0,416,0,0,0,0,0,0,0,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484_Truck_transportation,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,121850,0,0,259,2074,0,0,0,0,0,0,0,0,0,0,0,42,109,0,0,2,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0
485_Transit_and_ground_passenger_transportation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20173,0,82,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
486_Pipeline_transportation,0,0,0,0,0,1067,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20554,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS_Other_transportation_and_support_activities,0,1,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8,2365,481,182,1151,22,0,62308,55,0,0,0,0,0,0,0,0,0,11,0,109,495,0,3,0,5,2,0,0,0,0,0,19,10,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,146,0,0,81,18186,0,0,0,0,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
511_Publishing_industries_except_internet_includes_software,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,1104,357,0,0,0,0,0,0,0,0,76883,1,227,1340,0,0,0,0,0,2,0,2627,45301,0,76,0,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,34,154,0,0,0,0,0,0,0,0,0,62138,0,0,0,0,0,0,5,6,0,93,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
513_Broadcasting_and_telecommunications,0,0,0,0,0,0,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,136,0,0,0,0,0,0,0,0,0,2429,228770,1237,0,0,0,0,0,1600,0,1013,39512,0,0,0,1,0,0,0,0,0,0,0,1430,0,0,0,0,0,0
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,227,0,0,0,0,0,0,0,0,540,0,5,30303,0,0,0,0,0,6,0,1230,1597,0,14,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,244572,15901,285,0,0,29574,0,1746,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_Securities_commodity_contracts_and_investments,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1687,105840,1560,0,0,0,0,684,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524_Insurance_carriers_and_related_activities,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,298699,0,296,0,69,1249,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38403,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,16141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,975629,0,0,337,24,0,0,0,0,0,0,0,0,1,64,0,277,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1119,0,0,0,15,15,0,0,0,0,0,0,0,0,1,1,0,17,104284,0,144,5,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0
5411_Legal_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129021,56,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,379,0,0,0,0,0,0,0,0,208,0,21,510,0,0,0,0,0,29,0,50929,1379,0,160,0,158,0,0,0,0,0,0,0,836,0,0,0,0,0,0
5412OP_Miscellaneous_professional_scientific_and_technical_services,0,0,0,0,0,0,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,57,2597,0,0,0,0,0,0,0,0,3,0,0,1883,0,1,0,0,0,0,0,1665,346787,0,322,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738,6854,138989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561_Administrative_and_support_services,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,57,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1011,5316,0,187517,9,0,0,0,1,0,0,0,0,247,0,0,0,0,0,0
562_Waste_management_and_remediation_services,0,0,177,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,109,47,0,4,32479,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0
61_Educational_services,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,195,10393,0,0,0,71168,0,0,0,318,0,2939,3389,57,0,0,0,0,0,0
621_Ambulatory_health_care_services,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,368,143,0,0,0,0,306259,56,0,0,0,0,16,0,0,0,0,0,0,0
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,0,704,1658,0,0,0,0,2296,309423,2,0,0,0,1203,0,0,0,0,0,0,0
624_Social_assistance,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,0,0,0,11,42,45145,0,0,0,80,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,308,0,42,1277,0,0,0,34,0,0,0,39321,347,0,210,24,0,0,0,0,0,0
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,35,55,0,0,0,565,0,0,33,70,38949,248,6132,277,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1102,85,0,106,1,0,0,0,0,0,0,0,5,11113,56524,17554,86,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,746,322,249481,0,0,0,0,0,84,0
81_Other_services_except_government,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,372,0,355,958,0,4,0,1,0,0,-1,0,0,0,2174,270966,0,0,0,0,0,0
GFG_Federal_general_government,0,1072,0,919,0,10,647,0,0,0,0,2,0,0,0,0,0,166,0,0,0,0,7,2,243,0,0,0,0,0,0,0,0,0,0,0,247,2,0,6,0,0,0,60,0,0,0,3393,18435,0,0,0,197,0,737,0,3,0,0,0,0,429489,113,0,0,0,844
GFE_Federal_government_enterprises,0,0,0,0,0,6551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,0,0,0,0,0,0,0,0,0,94,0,0,0,0,54,0,478,0,0,73,0,0,0,0,0,0,0,0,0,0,0,1774,3,0,51437,0,0,0,0
GSLG_State_and_local_general_government,40,1354,0,177,0,474,9958,13,0,0,0,0,0,0,0,0,0,140,487,0,90,99,507,0,2,0,0,0,0,0,0,0,0,0,0,0,114,0,0,1007,0,0,0,5466,0,0,0,3013,19904,0,4469,6093,29069,12131,53703,1242,488,2704,4170,8371,272,0,0,643551,0,1755,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,43889,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487,0,73,1466,0,6187,0,2577,0,0,0,0,0,67,0,51,0,9250,0,0,0,0,0,0,0,0,0,0,0,67,1413,0,0,1030,0,0,0,33873,0,0
