industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises,Used_Scrap_used_and_secondhand_goods,Other_Noncomparable_imports_and_rest_of_the_world_adjustment
332_Fabricated_metal_products,0,0,0,0,0,0,54,13,6,346,18564,372,29,131,78,138,38,27,0,2,0,0,4,0,7,9,195,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,230,0
333_Machinery,0,0,0,0,0,0,23,0,4,6,180,12963,64,81,155,136,3,4,0,0,0,2,0,0,8,3,146,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,61,0
334_Computer_and_electronic_products,0,0,0,0,0,0,9,0,1,0,28,40,4546,116,34,20,29,5,0,0,0,0,0,0,14,0,204,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,38,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,5,0,5,46,123,104,104,5985,88,0,5,7,0,0,0,0,0,7,1,2,92,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,47,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,21,0,0,0,183,183,30,109,23576,170,10,0,0,1,0,0,0,0,0,1,117,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,213,0
3364OT_Other_transportation_equipment,0,0,0,0,0,0,27,0,0,0,94,193,63,17,42,7031,0,3,0,12,0,0,0,0,0,0,106,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,57,0
337_Furniture_and_related_products,0,0,0,0,0,0,2,6,1,0,17,2,22,0,1,0,3407,2,0,16,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,0,6,5,0,12,14,5,0,0,0,13,6569,0,20,0,2,3,2,16,42,89,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,28,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50095,0,3,0,0,0,72,0,476,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,9,2,0,16428,3,29,1,1,25,14,31,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,48,0
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,15340,0,0,0,0,4,26,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0
322_Paper_products,0,0,0,0,0,0,10,1,0,0,7,0,9,0,0,0,0,3,0,9,0,10227,28,0,13,3,37,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,45,0
323_Printing_and_related_support_activities,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,24,1155,0,0,1,55,0,0,0,0,0,0,0,2475,0,0,0,0,0,0,0,0,0,0,0,0,23,0
324_Petroleum_and_coal_products,0,0,0,0,0,0,90,0,38,137,0,0,0,6,0,0,0,0,0,0,0,12,0,12188,325,0,69,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,55,0,6,0,0,1,3,0,0,0,0,10,113,0,0,1,0,54,15786,24,356,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,2,1,15,0,2,9,1,0,0,0,2,52,0,21,0,19,0,0,43,3781,53,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,12,0
42_Wholesale_trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,2,1713,0,0,0,0,0,0,0,23945,0,27,0,0,0,0,346,6,0,6,0,0,0,0,0,740,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,27,3036,0,0,0,4,0,0,0,0,39853,77,0,0,122,0,0,6,0,0,0,0,0,0,1008,4330,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,30169,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11195,0,0,0,3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,7255,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,1,0,2767,0,0,0,0,0,36,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,162,0,0,1624,0,25,0,105,0,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,16,0,0,0,7503,0,0,15,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,12,0,0,2555,0,338,2,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115,439,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,36,15,13548,0,0,0,0,0,7,0
81_Other_services_except_government,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,3,0,0,0,0,0,0,282,12823,0,0,0,0,0,0
GFG_Federal_general_government,0,130,0,134,0,0,96,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,30,0,0,0,0,0,31,0,0,0,826,0,0,20,48,0,0,0,0,37403,0,0,0,0,116
GFE_Federal_government_enterprises,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1499,0,0,0,0
GSLG_State_and_local_general_government,0,38,0,5,0,13,248,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,16,0,0,0,0,0,0,0,3,144,0,0,290,0,315,184,377,98,122,208,6,0,0,16318,0,83,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,736,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,397,0,0,0,195,0,0,0,0,0,0,0,0,0,5,0,0,0,620,0,0
