industry,Total_Industry_Output
111CA_Farms,297682
113FF_Forestry_fishing_and_related_activities,41302
211_Oil_and_gas_extraction,227565
212_Mining_except_oil_and_gas,104933
213_Support_activities_for_mining,72392
22_Utilities,436451
23_Construction,1098960
311FT_Food_and_beverage_and_tobacco_products,772599
313TT_Textile_mills_and_textile_product_mills,46290
315AL_Apparel_and_leather_and_allied_products,24392
321_Wood_products,65912
322_Paper_products,160533
323_Printing_and_related_support_activities,84045
324_Petroleum_and_coal_products,482370
325_Chemical_products,620935
326_Plastics_and_rubber_products,167778
327_Nonmetallic_mineral_products,89972
331_Primary_metals,167124
332_Fabricated_metal_products,280212
333_Machinery,285237
334_Computer_and_electronic_products,350156
335_Electrical_equipment_appliances_and_components,102687
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,342438
3364OT_Other_transportation_equipment,248003
337_Furniture_and_related_products,59513
339_Miscellaneous_manufacturing,160375
42_Wholesale_trade,1154752
44RT_Retail_trade,1207714
48_Transportation,703190
493_Warehousing_and_storage,78611
51_Information,1219658
52_Finance_and_insurance,1881688
531_Real_estate,2373253
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,250913
54_Professional_scientific_and_technical_services,1559577
55_Management_of_companies_and_enterprises,400165
56_Administrative_and_waste_management_services,633862
61_Educational_services,273524
62_Health_care_and_social_assistance,1724489
71_Arts_entertainment_and_recreation,244099
721_Accommodation,181937
722_Food_services_and_drinking_places,529139
81_Other_services_except_government,521593
GFE_Federal_government_enterprises,97147
GFG_Federal_general_government,981755
GSLE_State_and_local_government_enterprises,256452
GSLG_State_and_local_general_government,1891274
