industry,Total_Industry_Output
111CA_Farms,395102
113FF_Forestry_fishing_and_related_activities,56228
211_Oil_and_gas_extraction,410045
212_Mining_except_oil_and_gas,111313
213_Support_activities_for_mining,105817
22_Utilities,557498
23_Construction,1647954
311FT_Food_and_beverage_and_tobacco_products,954102
313TT_Textile_mills_and_textile_product_mills,50579
315AL_Apparel_and_leather_and_allied_products,17161
321_Wood_products,120426
322_Paper_products,188941
323_Printing_and_related_support_activities,84637
324_Petroleum_and_coal_products,665516
325_Chemical_products,828705
326_Plastics_and_rubber_products,252617
327_Nonmetallic_mineral_products,132895
331_Primary_metals,253806
332_Fabricated_metal_products,375683
333_Machinery,394503
334_Computer_and_electronic_products,369723
335_Electrical_equipment_appliances_and_components,128411
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,713227
3364OT_Other_transportation_equipment,341894
337_Furniture_and_related_products,77242
339_Miscellaneous_manufacturing,167656
42_Wholesale_trade,2070278
44RT_Retail_trade,1870892
48_Transportation,1168579
493_Warehousing_and_storage,145497
51_Information,1857452
52_Finance_and_insurance,3004535
531_Real_estate,3432009
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,369095
54_Professional_scientific_and_technical_services,2344037
55_Management_of_companies_and_enterprises,635694
56_Administrative_and_waste_management_services,1122942
61_Educational_services,375035
62_Health_care_and_social_assistance,2505481
71_Arts_entertainment_and_recreation,361319
721_Accommodation,298749
722_Food_services_and_drinking_places,863554
81_Other_services_except_government,726879
GFE_Federal_government_enterprises,92031
GFG_Federal_general_government,1091835
GSLE_State_and_local_government_enterprises,365167
GSLG_State_and_local_general_government,2386790
