industry,Total_Industry_Output
111CA_Farms,441667
113FF_Forestry_fishing_and_related_activities,55750
211_Oil_and_gas_extraction,476039
212_Mining_except_oil_and_gas,117311
213_Support_activities_for_mining,152640
22_Utilities,537642
23_Construction,1258772
311FT_Food_and_beverage_and_tobacco_products,948780
313TT_Textile_mills_and_textile_product_mills,55831
315AL_Apparel_and_leather_and_allied_products,19056
321_Wood_products,97599
322_Paper_products,184615
323_Printing_and_related_support_activities,82404
324_Petroleum_and_coal_products,767097
325_Chemical_products,830378
326_Plastics_and_rubber_products,231228
327_Nonmetallic_mineral_products,113588
331_Primary_metals,265554
332_Fabricated_metal_products,360672
333_Machinery,408932
334_Computer_and_electronic_products,348027
335_Electrical_equipment_appliances_and_components,126457
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,628903
3364OT_Other_transportation_equipment,325142
337_Furniture_and_related_products,68961
339_Miscellaneous_manufacturing,162783
42_Wholesale_trade,1819133
44RT_Retail_trade,1550954
48_Transportation,999348
493_Warehousing_and_storage,116224
51_Information,1512476
52_Finance_and_insurance,2465401
531_Real_estate,2865444
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,338045
54_Professional_scientific_and_technical_services,1919730
55_Management_of_companies_and_enterprises,531325
56_Administrative_and_waste_management_services,847756
61_Educational_services,330252
62_Health_care_and_social_assistance,2068643
71_Arts_entertainment_and_recreation,288427
721_Accommodation,244184
722_Food_services_and_drinking_places,680029
81_Other_services_except_government,620820
GFE_Federal_government_enterprises,94524
GFG_Federal_general_government,1001243
GSLE_State_and_local_government_enterprises,319483
GSLG_State_and_local_general_government,2077146
