industry,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996
315AL_Apparel_and_leather_and_allied_products,28.015000000000001,28.747,26.68,27.417999999999999,30.706,27.844000000000001,27.481000000000002,27.145,27.09,28.04,28.029,27.968,29.126999999999999,29.356999999999999,29.388999999999999,29.742999999999999,29.689,30.12,30.47,31.655000000000001,31.585999999999999,32.640999999999998,34.003,34.590000000000003,35.122,37.398000000000003,39.063000000000002,42.420999999999999,43.866999999999997,46.722000000000001,49.777000000000001,52.101999999999997,56.158000000000001,60.164999999999999,64.748999999999995,67.171000000000006,68.438000000000002,69.822000000000003,70.822000000000003,71.802999999999997,73.346999999999994,75.796000000000006,78.203000000000003,80.613,82.167000000000002,83.477000000000004,84.281000000000006,84.68,85.69,86.307000000000002
322_Paper_products,12.436999999999999,13.109,12.654,12.964,15.311999999999999,15.026999999999999,14.856,14.942,15.298,16.347999999999999,16.741,16.829000000000001,16.870999999999999,17.085999999999999,16.594999999999999,16.736999999999998,16.61,16.664000000000001,16.856999999999999,17.315999999999999,17.655999999999999,17.774999999999999,18.323,19.07,19.361000000000001,19.917000000000002,21.253,26.14,29.673999999999999,31.050999999999998,32.131,33.546999999999997,37.674999999999997,42.728000000000002,46.344000000000001,47.207999999999998,47.073999999999998,50.335999999999999,50.363,50.585000000000001,53.466999999999999,58.171999999999997,61.601999999999997,61.746000000000002,60.661000000000001,60.863999999999997,60.454000000000001,62.777999999999999,76.025000000000006,70.736000000000004
323_Printing_and_related_support_activities,12.12,12.861000000000001,13.231,13.542,14.484999999999999,15.182,15.616,15.801,16.280999999999999,16.931999999999999,17.609000000000002,17.931999999999999,18.279,18.765999999999998,18.776,19.065000000000001,19.573,19.695,19.853999999999999,20.414000000000001,21.221,21.861999999999998,22.802,23.943999999999999,24.829000000000001,25.369,26.78,30.305,33.68,35.628,37.978999999999999,40.337000000000003,44.006999999999998,48.457999999999998,52.762,55.423999999999999,56.75,59.392000000000003,61.308,62.625,64.611999999999995,67.066999999999993,69.734999999999999,71.569999999999993,73.168999999999997,74.358000000000004,77.03,79.024000000000001,83.822000000000003,85.715000000000003
324_Petroleum_and_coal_products,3.2349999999999999,3.1309999999999998,3.581,3.5150000000000001,3.9260000000000002,3.948,4.0289999999999999,4.0919999999999996,4.1340000000000003,4.3230000000000004,4.5810000000000004,4.3970000000000002,4.3769999999999998,4.3650000000000002,4.3570000000000002,4.2939999999999996,4.2530000000000001,4.0990000000000002,4.2290000000000001,4.3579999999999997,4.4320000000000004,4.3490000000000002,4.3869999999999996,4.4790000000000001,4.7210000000000001,4.8330000000000002,6.0910000000000002,9.4290000000000003,10.932,11.731,12.984999999999999,13.784000000000001,18.242999999999999,26.776,31.524000000000001,30.166,27.919,27.181999999999999,26.224,18.358000000000001,19.349,18.745999999999999,20.81,24.704000000000001,22.658999999999999,22.039000000000001,21.420999999999999,20.77,21.498000000000001,24.175999999999998
325_Chemical_products,11.632,12.154,11.65,11.702999999999999,13.125,12.704000000000001,12.725,12.798,12.818,12.894,13.076000000000001,13.154,13.154999999999999,13.186999999999999,13.135,13.159000000000001,13.048999999999999,13.134,13.241,13.388999999999999,13.688000000000001,13.76,13.776,14.099,14.266999999999999,14.582000000000001,15.215999999999999,19.085000000000001,22.518000000000001,23.474,24.469000000000001,25.419,28.745000000000001,34.746000000000002,38.06,38.463999999999999,38.356999999999999,39.524000000000001,39.893999999999998,39.366,40.683999999999997,44.305999999999997,46.677999999999997,47.341999999999999,48.357999999999997,48.670999999999999,49.079000000000001,50.100999999999999,54.320999999999998,54.951999999999998
326_Plastics_and_rubber_products,15.255000000000001,15.893000000000001,15.634,17.009,19.760000000000002,19.013000000000002,18.661999999999999,18.704000000000001,19.908999999999999,20.771999999999998,21.036999999999999,21.300999999999998,20.87,20.616,20.170999999999999,19.995000000000001,20.053999999999998,19.771000000000001,19.902999999999999,20.347999999999999,20.667999999999999,20.942,21.096,21.966999999999999,22.338000000000001,22.806000000000001,23.675999999999998,28.463999999999999,32.341999999999999,34.460999999999999,36.311,38.156999999999996,42.372999999999998,47.261000000000003,50.540999999999997,52.313000000000002,52.851999999999997,54.505000000000003,54.493000000000002,54.726999999999997,55.347000000000001,58.418999999999997,60.633000000000003,61.386000000000003,62.606999999999999,62.914999999999999,63.686,64.760000000000005,68.343999999999994,68.084999999999994
42_Wholesale_trade,26.952999999999999,28.742999999999999,28.045000000000002,29.552,32.154000000000003,31.945,31.757000000000001,32.084000000000003,32.575000000000003,33.756999999999998,34.835999999999999,35.067,35.835999999999999,35.817,35.869,35.997999999999998,36.207999999999998,36.890999999999998,37.499000000000002,38.677,39.078000000000003,40.118000000000002,41.424999999999997,41.3,40.424999999999997,39.97,42.776000000000003,46.735999999999997,49.231999999999999,50.795999999999999,51.637999999999998,54.639000000000003,58.585000000000001,63.470999999999997,66.266000000000005,66.570999999999998,68.138000000000005,69.165000000000006,70.370999999999995,66.796000000000006,70.081000000000003,73.114000000000004,73.399000000000001,76.165999999999997,76.228999999999999,75.174999999999997,76.882999999999996,79.712999999999994,82.826999999999998,80.415999999999997
44RT_Retail_trade,15.541,16.779,16.48,16.018999999999998,17.350000000000001,17.760999999999999,17.677,17.986999999999998,17.776,18.238,18.817,19.245000000000001,19.582999999999998,19.826000000000001,20.268000000000001,20.395,20.658000000000001,21.283000000000001,21.547000000000001,22.061,23.143000000000001,24.314,26.11,27.372,28.683,29.387,31.06,34.155999999999999,36.939,39.143000000000001,41.784999999999997,44.694000000000003,48.497999999999998,53.526000000000003,58.143999999999998,61.234000000000002,63.921999999999997,66.227000000000004,68.412999999999997,69.984999999999999,72.614999999999995,72.100999999999999,74.097999999999999,75.561000000000007,77.447000000000003,78.274000000000001,80.248999999999995,81.438999999999993,82.501999999999995,81.757000000000005
48_Transportation,12.127000000000001,13.276999999999999,13.840999999999999,13.648999999999999,14.269,14.798999999999999,15.243,15.084,15.414,15.56,16.297000000000001,16.588999999999999,17.027000000000001,17.289000000000001,17.437999999999999,17.829999999999998,17.363,17.408999999999999,17.904,18.187999999999999,18.526,19.204000000000001,20.367999999999999,21.132999999999999,22.669,23.48,24.231000000000002,26.407,28.416,29.812000000000001,32.594999999999999,35.064,38.534999999999997,44.177999999999997,49.252000000000002,50.369,50.302,51.780999999999999,52.503999999999998,52.701999999999998,53.344000000000001,54.703000000000003,55.835000000000001,57.384999999999998,57.777000000000001,57.790999999999997,59.061,59.561,60.488999999999997,60.933999999999997
493_Warehousing_and_storage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.956,26.238,27.824000000000002,28.25,28.702999999999999,30.577000000000002,33.113999999999997,34.103999999999999,36.506,39.164000000000001,40.343000000000004,41.415999999999997,43.701000000000001,44.186999999999998,49.798000000000002,55.033999999999999,60.284999999999997,67.078000000000003,75.763000000000005,76.108000000000004,72.361999999999995,72.548000000000002,74.515000000000001,76.921000000000006,75.632999999999996,75.926000000000002,78.745000000000005,82.299000000000007,80.981999999999999,80.921999999999997,82.128,82.756,84.21,84.688999999999993
51_Information,18.288,19.713999999999999,20.443000000000001,21.425000000000001,22.523,23.562000000000001,24.221,24.622,25.126000000000001,26.114000000000001,26.797999999999998,27.463000000000001,28.478999999999999,28.981000000000002,29.286000000000001,29.617999999999999,29.943000000000001,30.427,30.73,31.099,31.803999999999998,32.573,33.639000000000003,34.969000000000001,36.652000000000001,38.237000000000002,39.802,42.192,45.206000000000003,47.438000000000002,49.198999999999998,50.991999999999997,52.98,55.892000000000003,60.512,65.662999999999997,69.475999999999999,73.679000000000002,76.528000000000006,79.42,81.081999999999994,83.018000000000001,85.369,87.963999999999999,91.066999999999993,92.275000000000006,93.885999999999996,95.447000000000003,97.361000000000004,99.516000000000005
52_Finance_and_insurance,9.0090000000000003,9.5960000000000001,9.9390000000000001,10.217000000000001,10.853,11.385,11.958,12.269,12.701000000000001,13.192,13.654999999999999,13.956,13.598000000000001,14.67,15.11,15.645,16.242000000000001,16.347000000000001,16.785,18.117000000000001,18.585000000000001,20.105,21.189,22.440999999999999,24.14,25.978999999999999,27.516999999999999,28.847000000000001,31.888000000000002,33.39,35.356999999999999,39.051000000000002,39.68,40.405999999999999,41.866999999999997,44.22,49.363,50.241,53.578000000000003,55.298000000000002,56.402999999999999,59.148000000000003,61.814,64.546999999999997,67.346000000000004,70.647000000000006,72.007000000000005,73.066999999999993,75.971999999999994,78.275999999999996
531_Real_estate,9.5129999999999999,10.282,10.67,10.938000000000001,11.564,12.145,12.808999999999999,12.978999999999999,13.412000000000001,13.859,14.298999999999999,14.585000000000001,14.592000000000001,14.782999999999999,14.962,15.141999999999999,15.324999999999999,15.515000000000001,15.648,15.919,16.311,16.751999999999999,17.309000000000001,18.11,18.957000000000001,19.670000000000002,20.529,21.411000000000001,22.818999999999999,24.295999999999999,26.321999999999999,28.184999999999999,30.425000000000001,33.271000000000001,36.676000000000002,39.659999999999997,41.97,44.191000000000003,46.792999999999999,49.45,51.747999999999998,54.180999999999997,56.491999999999997,59.194000000000003,61.024999999999999,62.698,64.459000000000003,66.275999999999996,68.423000000000002,70.545000000000002
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,17.216000000000001,18.498999999999999,18.832000000000001,19.372,20.637,21.294,22.1,22.359000000000002,22.97,23.760999999999999,24.547000000000001,24.945,24.927,25.128,25.093,24.97,24.323,21.298999999999999,20.895,20.954999999999998,20.693000000000001,21.317,21.332999999999998,21.422999999999998,21.853000000000002,22.364000000000001,23.933,25.25,28.062999999999999,30.164000000000001,32.109000000000002,34.396000000000001,36.21,38.622,41.616,43.097000000000001,47.223999999999997,49.021000000000001,51.366999999999997,52.843000000000004,54.758000000000003,56.927,58.872999999999998,61.194000000000003,63.640999999999998,65.843000000000004,67.466999999999999,69.364000000000004,71.814999999999998,73.353999999999999
54_Professional_scientific_and_technical_services,7.8630000000000004,8.3309999999999995,8.5419999999999998,8.7780000000000005,9.4019999999999992,9.8179999999999996,10.164,10.422000000000001,10.753,11.239000000000001,11.643000000000001,11.875,12.226000000000001,12.494999999999999,12.621,12.867000000000001,13.07,13.377000000000001,13.647,13.984999999999999,14.356999999999999,14.81,15.507999999999999,16.344000000000001,17.155000000000001,17.734000000000002,19.047000000000001,20.609000000000002,22.631,24.212,25.841000000000001,27.423999999999999,29.602,32.670999999999999,36.064999999999998,39.593000000000004,42.704999999999998,45.088999999999999,46.96,48.566000000000003,51.033000000000001,53.21,55.290999999999997,57.752000000000002,60.134999999999998,62.268000000000001,64.022000000000006,65.771000000000001,68.057000000000002,69.769000000000005
55_Management_of_companies_and_enterprises,7.6639999999999997,8.0559999999999992,8.3000000000000007,8.5489999999999995,9.125,9.5429999999999993,9.9540000000000006,10.346,10.717000000000001,11.224,11.666,11.928000000000001,12.366,12.672000000000001,12.785,12.949,12.818,13.067,13.151,13.404999999999999,13.920999999999999,14.426,14.911,15.542999999999999,16.100999999999999,16.391999999999999,16.797000000000001,19.222000000000001,21.535,22.536999999999999,23.773,25.524000000000001,27.655000000000001,30.872,34.970999999999997,36.340000000000003,37.564,38.564,39.655000000000001,40.253999999999998,40.805999999999997,42.752000000000002,42.024999999999999,42.447000000000003,45.804000000000002,49.622,52.843000000000004,54.033000000000001,56.329000000000001,58.606999999999999
56_Administrative_and_waste_management_services,13.579000000000001,14.41,13.898999999999999,14.010999999999999,14.651999999999999,14.315,14.289,14.157,14.047000000000001,14.361000000000001,14.244,14.151999999999999,14.343999999999999,14.214,14.17,14.273999999999999,14.236000000000001,14.518000000000001,14.891999999999999,15.183,15.813000000000001,16.102,16.88,17.928999999999998,19.241,19.795999999999999,21.141999999999999,22.056000000000001,24.56,26.599,29.196999999999999,31.108000000000001,33.686,36.79,40.606000000000002,43.924999999999997,46.081000000000003,47.991999999999997,49.762999999999998,51.13,52.402999999999999,55.131999999999998,57.228999999999999,60.055999999999997,62.183999999999997,64.805000000000007,66.397000000000006,68.441999999999993,70.331999999999994,72.186999999999998
61_Educational_services,6.3860000000000001,6.5940000000000003,6.8150000000000004,7.0069999999999997,7.4960000000000004,7.8789999999999996,8.16,8.4589999999999996,8.75,9.0519999999999996,9.423,9.7420000000000009,10.069000000000001,10.31,10.46,10.646000000000001,10.885,11.159000000000001,11.475,11.856999999999999,12.271000000000001,12.718999999999999,13.298,14.066000000000001,14.840999999999999,15.755000000000001,16.89,18.925000000000001,20.614999999999998,22.035,23.510999999999999,24.972000000000001,27.341000000000001,30.315999999999999,33.314999999999998,35.496000000000002,37.26,39.027999999999999,40.491,41.762999999999998,43.466999999999999,45.540999999999997,47.593000000000004,49.747999999999998,51.710999999999999,53.261000000000003,54.612000000000002,56.183999999999997,57.89,59.637
