industry,Total_Industry_Output
111CA_Farms,441667
113FF_Forestry_fishing_and_related_activities,55750
211_Oil_and_gas_extraction,476039
212_Mining_except_oil_and_gas,117311
213_Support_activities_for_mining,152640
22_Utilities,537642
23_Construction,1258772
311FT_Food_and_beverage_and_tobacco_products,948780
313TT_Textile_mills_and_textile_product_mills,55831
315AL_Apparel_and_leather_and_allied_products,19056
321_Wood_products,97599
322_Paper_products,184615
323_Printing_and_related_support_activities,82404
324_Petroleum_and_coal_products,767097
325_Chemical_products,830378
326_Plastics_and_rubber_products,231228
327_Nonmetallic_mineral_products,113588
331_Primary_metals,265554
332_Fabricated_metal_products,360672
333_Machinery,408932
334_Computer_and_electronic_products,348027
335_Electrical_equipment_appliances_and_components,126457
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,628903
3364OT_Other_transportation_equipment,325142
337_Furniture_and_related_products,68961
339_Miscellaneous_manufacturing,162783
42_Wholesale_trade,1819133
441_Motor_vehicle_and_parts_dealers,254194
445_Food_and_beverage_stores,218441
452_General_merchandise_stores,222950
481_Air_transportation,211236
482_Rail_transportation,88647
483_Water_transportation,54162
484_Truck_transportation,333496
485_Transit_and_ground_passenger_transportation,61828
486_Pipeline_transportation,41797
487OS_Other_transportation_and_support_activities,208182
493_Warehousing_and_storage,116224
4A0_Other_retail,855369
511_Publishing_industries_except_internet_includes_software,321407
512_Motion_picture_and_sound_recording_industries,136822
513_Broadcasting_and_telecommunications,792998
514_Data_processing_internet_publishing_and_other_information_services,261249
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,819108
523_Securities_commodity_contracts_and_investments,558422
524_Insurance_carriers_and_related_activities,942853
525_Funds_trusts_and_other_financial_vehicles,145018
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,338045
5411_Legal_services,317819
5412OP_Miscellaneous_professional_scientific_and_technical_services,1224083
5415_Computer_systems_design_and_related_services,377828
55_Management_of_companies_and_enterprises,531325
561_Administrative_and_support_services,757919
562_Waste_management_and_remediation_services,89837
61_Educational_services,330252
621_Ambulatory_health_care_services,909009
622_Hospitals,758634
623_Nursing_and_residential_care_facilities,221088
624_Social_assistance,179912
711AS_Performing_arts_spectator_sports_museums_and_related_activities,159033
713_Amusements_gambling_and_recreation_industries,129394
721_Accommodation,244184
722_Food_services_and_drinking_places,680029
81_Other_services_except_government,620820
GFE_Federal_government_enterprises,94524
GFGD_Federal_general_government_defense,625335
GFGN_Federal_general_government_nondefense,375908
GSLE_State_and_local_government_enterprises,319483
GSLG_State_and_local_general_government,2077146
HS_Housing,1834742
ORE_Other_real_estate,1030702
