industry,Total_Industry_Output
111CA_Farms,199949
113FF_Forestry_fishing_and_related_activities,45365
211_Oil_and_gas_extraction,85524
212_Mining_except_oil_and_gas,53050
213_Support_activities_for_mining,17543
22_Utilities,314786
23_Construction,841640
311FT_Food_and_beverage_and_tobacco_products,538151
313TT_Textile_mills_and_textile_product_mills,86559
315AL_Apparel_and_leather_and_allied_products,75979
321_Wood_products,98086
322_Paper_products,155602
323_Printing_and_related_support_activities,103844
324_Petroleum_and_coal_products,160487
325_Chemical_products,430467
326_Plastics_and_rubber_products,172513
327_Nonmetallic_mineral_products,95687
331_Primary_metals,156590
332_Fabricated_metal_products,257304
333_Machinery,275869
334_Computer_and_electronic_products,486423
335_Electrical_equipment_appliances_and_components,116925
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,503035
3364OT_Other_transportation_equipment,180347
337_Furniture_and_related_products,70827
339_Miscellaneous_manufacturing,115056
42_Wholesale_trade,826239
441_Motor_vehicle_and_parts_dealers,196427
445_Food_and_beverage_stores,140404
452_General_merchandise_stores,131706
481_Air_transportation,120543
482_Rail_transportation,38690
483_Water_transportation,25863
484_Truck_transportation,185753
485_Transit_and_ground_passenger_transportation,26348
486_Pipeline_transportation,24133
487OS_Other_transportation_and_support_activities,106113
493_Warehousing_and_storage,31094
4A0_Other_retail,485159
511_Publishing_industries_except_internet_includes_software,238542
512_Motion_picture_and_sound_recording_industries,104703
513_Broadcasting_and_telecommunications,506107
514_Data_processing_internet_publishing_and_other_information_services,63981
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,477390
523_Securities_commodity_contracts_and_investments,292429
524_Insurance_carriers_and_related_activities,390195
525_Funds_trusts_and_other_financial_vehicles,74602
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,188246
5411_Legal_services,180905
5412OP_Miscellaneous_professional_scientific_and_technical_services,610553
5415_Computer_systems_design_and_related_services,186188
55_Management_of_companies_and_enterprises,240135
561_Administrative_and_support_services,385370
562_Waste_management_and_remediation_services,50708
61_Educational_services,129798
621_Ambulatory_health_care_services,425841
622_Hospitals,303298
623_Nursing_and_residential_care_facilities,105889
624_Social_assistance,73765
711AS_Performing_arts_spectator_sports_museums_and_related_activities,69214
713_Amusements_gambling_and_recreation_industries,73344
721_Accommodation,133821
722_Food_services_and_drinking_places,342117
81_Other_services_except_government,402339
GFE_Federal_government_enterprises,81071
GFGD_Federal_general_government_defense,313270
GFGN_Federal_general_government_nondefense,168137
GSLE_State_and_local_government_enterprises,141176
GSLG_State_and_local_general_government,1130644
HS_Housing,967969
ORE_Other_real_estate,442905
