industry,Total_Industry_Output
111CA_Farms,137795
113FF_Forestry_fishing_and_related_activities,24965
211_Oil_and_gas_extraction,95657
212_Mining_except_oil_and_gas,48266
213_Support_activities_for_mining,29882
22_Utilities,127166
23_Construction,288388
311FT_Food_and_beverage_and_tobacco_products,261661
313TT_Textile_mills_and_textile_product_mills,51291
315AL_Apparel_and_leather_and_allied_products,51294
321_Wood_products,36081
322_Paper_products,70343
323_Printing_and_related_support_activities,34069
324_Petroleum_and_coal_products,194417
325_Chemical_products,157835
326_Plastics_and_rubber_products,49099
327_Nonmetallic_mineral_products,43851
331_Primary_metals,130190
332_Fabricated_metal_products,127471
333_Machinery,134382
334_Computer_and_electronic_products,124944
335_Electrical_equipment_appliances_and_components,53851
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,135174
3364OT_Other_transportation_equipment,91502
337_Furniture_and_related_products,24197
339_Miscellaneous_manufacturing,38347
42_Wholesale_trade,288219
44RT_Retail_trade,326101
481_Air_transportation,37355
482_Rail_transportation,32826
483_Water_transportation,15902
484_Truck_transportation,51031
485_Transit_and_ground_passenger_transportation,11465
486_Pipeline_transportation,18079
487OS_Other_transportation_and_support_activities,33957
493_Warehousing_and_storage,7845
511_Publishing_industries_except_internet_includes_software,44665
512_Motion_picture_and_sound_recording_industries,18876
513_Broadcasting_and_telecommunications,101515
514_Data_processing_internet_publishing_and_other_information_services,12988
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,99897
523_Securities_commodity_contracts_and_investments,18847
524_Insurance_carriers_and_related_activities,91908
525_Funds_trusts_and_other_financial_vehicles,12346
531_Real_estate,344093
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,33629
5411_Legal_services,34684
5412OP_Miscellaneous_professional_scientific_and_technical_services,94172
5415_Computer_systems_design_and_related_services,13762
55_Management_of_companies_and_enterprises,57387
561_Administrative_and_support_services,46384
562_Waste_management_and_remediation_services,10761
61_Educational_services,31298
621_Ambulatory_health_care_services,70129
622HO_Hospitals_and_nursing_and_residential_care_facilities,91722
624_Social_assistance,12399
711AS_Performing_arts_spectator_sports_museums_and_related_activities,13998
713_Amusements_gambling_and_recreation_industries,14613
721_Accommodation,28990
722_Food_services_and_drinking_places,104556
81_Other_services_except_government,99653
GFE_Federal_government_enterprises,26253
GFG_Federal_general_government,218217
GSLE_State_and_local_government_enterprises,34200
GSLG_State_and_local_general_government,295113
