industry,Total_Industry_Output
111CA_Farms,207822
113FF_Forestry_fishing_and_related_activities,41942
211_Oil_and_gas_extraction,72745
212_Mining_except_oil_and_gas,55373
213_Support_activities_for_mining,23419
22_Utilities,268067
23_Construction,779602
311FT_Food_and_beverage_and_tobacco_products,540244
313TT_Textile_mills_and_textile_product_mills,87658
315AL_Apparel_and_leather_and_allied_products,79047
321_Wood_products,91836
322_Paper_products,153176
323_Printing_and_related_support_activities,101045
324_Petroleum_and_coal_products,136588
325_Chemical_products,422348
326_Plastics_and_rubber_products,163564
327_Nonmetallic_mineral_products,91637
331_Primary_metals,166636
332_Fabricated_metal_products,254693
333_Machinery,278012
334_Computer_and_electronic_products,464688
335_Electrical_equipment_appliances_and_components,114733
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,447725
3364OT_Other_transportation_equipment,184008
337_Furniture_and_related_products,68431
339_Miscellaneous_manufacturing,116394
42_Wholesale_trade,772731
441_Motor_vehicle_and_parts_dealers,174664
445_Food_and_beverage_stores,133477
452_General_merchandise_stores,123470
481_Air_transportation,115629
482_Rail_transportation,38138
483_Water_transportation,24789
484_Truck_transportation,174069
485_Transit_and_ground_passenger_transportation,26487
486_Pipeline_transportation,24129
487OS_Other_transportation_and_support_activities,95489
493_Warehousing_and_storage,28633
4A0_Other_retail,460601
511_Publishing_industries_except_internet_includes_software,214109
512_Motion_picture_and_sound_recording_industries,96853
513_Broadcasting_and_telecommunications,446855
514_Data_processing_internet_publishing_and_other_information_services,50566
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,429934
523_Securities_commodity_contracts_and_investments,243947
524_Insurance_carriers_and_related_activities,373823
525_Funds_trusts_and_other_financial_vehicles,65392
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,170392
5411_Legal_services,170184
5412OP_Miscellaneous_professional_scientific_and_technical_services,565830
5415_Computer_systems_design_and_related_services,153588
55_Management_of_companies_and_enterprises,221660
561_Administrative_and_support_services,352565
562_Waste_management_and_remediation_services,46468
61_Educational_services,121743
621_Ambulatory_health_care_services,408020
622_Hospitals,289792
623_Nursing_and_residential_care_facilities,102046
624_Social_assistance,66313
711AS_Performing_arts_spectator_sports_museums_and_related_activities,64578
713_Amusements_gambling_and_recreation_industries,68950
721_Accommodation,123761
722_Food_services_and_drinking_places,325301
81_Other_services_except_government,383544
GFE_Federal_government_enterprises,77645
GFGD_Federal_general_government_defense,300962
GFGN_Federal_general_government_nondefense,163523
GSLE_State_and_local_government_enterprises,134784
GSLG_State_and_local_general_government,1052851
HS_Housing,911352
ORE_Other_real_estate,415715
