industry,Total_Industry_Output
111CA_Farms,41586
113FF_Forestry_fishing_and_related_activities,5078
211_Oil_and_gas_extraction,10255
212_Mining_except_oil_and_gas,8796
213_Support_activities_for_mining,2650
22_Utilities,24320
23_Construction,79096
311FT_Food_and_beverage_and_tobacco_products,81715
313TT_Textile_mills_and_textile_product_mills,20474
315AL_Apparel_and_leather_and_allied_products,24150
321_Wood_products,8951
322_Paper_products,18618
323_Printing_and_related_support_activities,8658
324_Petroleum_and_coal_products,19289
325_Chemical_products,36884
326_Plastics_and_rubber_products,10838
327_Nonmetallic_mineral_products,13384
331_Primary_metals,42052
332_Fabricated_metal_products,31787
333_Machinery,32516
334_Computer_and_electronic_products,27734
335_Electrical_equipment_appliances_and_components,17350
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,59983
3364OT_Other_transportation_equipment,23725
337_Furniture_and_related_products,7051
339_Miscellaneous_manufacturing,11098
42_Wholesale_trade,60730
44RT_Retail_trade,91638
481_Air_transportation,5595
482_Rail_transportation,12385
483_Water_transportation,3114
484_Truck_transportation,13778
485_Transit_and_ground_passenger_transportation,4018
486_Pipeline_transportation,1716
487OS_Other_transportation_and_support_activities,7801
493_Warehousing_and_storage,2094
511_Publishing_industries_except_internet_includes_software,11162
512_Motion_picture_and_sound_recording_industries,4956
513_Broadcasting_and_telecommunications,22965
514_Data_processing_internet_publishing_and_other_information_services,1430
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,21658
523_Securities_commodity_contracts_and_investments,3828
524_Insurance_carriers_and_related_activities,22694
525_Funds_trusts_and_other_financial_vehicles,2151
531_Real_estate,84047
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,7272
5411_Legal_services,8019
5412OP_Miscellaneous_professional_scientific_and_technical_services,18128
5415_Computer_systems_design_and_related_services,2351
55_Management_of_companies_and_enterprises,15383
561_Administrative_and_support_services,7182
562_Waste_management_and_remediation_services,2988
61_Educational_services,7569
621_Ambulatory_health_care_services,14872
622HO_Hospitals_and_nursing_and_residential_care_facilities,10964
624_Social_assistance,1347
711AS_Performing_arts_spectator_sports_museums_and_related_activities,3410
713_Amusements_gambling_and_recreation_industries,3383
721_Accommodation,6045
722_Food_services_and_drinking_places,24605
81_Other_services_except_government,32402
GFE_Federal_government_enterprises,6748
GFG_Federal_general_government,70640
GSLE_State_and_local_government_enterprises,8562
GSLG_State_and_local_general_government,58312
