industry,Total_Industry_Output
111CA_Farms,117591
113FF_Forestry_fishing_and_related_activities,22818
211_Oil_and_gas_extraction,46632
212_Mining_except_oil_and_gas,33939
213_Support_activities_for_mining,16851
22_Utilities,98397
23_Construction,252315
311FT_Food_and_beverage_and_tobacco_products,219802
313TT_Textile_mills_and_textile_product_mills,47357
315AL_Apparel_and_leather_and_allied_products,46468
321_Wood_products,35035
322_Paper_products,57032
323_Printing_and_related_support_activities,27475
324_Petroleum_and_coal_products,102293
325_Chemical_products,125345
326_Plastics_and_rubber_products,44286
327_Nonmetallic_mineral_products,39650
331_Primary_metals,113105
332_Fabricated_metal_products,105404
333_Machinery,109268
334_Computer_and_electronic_products,88919
335_Electrical_equipment_appliances_and_components,45953
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,157771
3364OT_Other_transportation_equipment,64484
337_Furniture_and_related_products,21455
339_Miscellaneous_manufacturing,31457
42_Wholesale_trade,207385
44RT_Retail_trade,245665
481_Air_transportation,26707
482_Rail_transportation,25752
483_Water_transportation,12398
484_Truck_transportation,46590
485_Transit_and_ground_passenger_transportation,10156
486_Pipeline_transportation,14156
487OS_Other_transportation_and_support_activities,27125
493_Warehousing_and_storage,6524
511_Publishing_industries_except_internet_includes_software,35383
512_Motion_picture_and_sound_recording_industries,16246
513_Broadcasting_and_telecommunications,84081
514_Data_processing_internet_publishing_and_other_information_services,9436
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,88946
523_Securities_commodity_contracts_and_investments,12197
524_Insurance_carriers_and_related_activities,81909
525_Funds_trusts_and_other_financial_vehicles,9512
531_Real_estate,274180
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,24027
5411_Legal_services,29277
5412OP_Miscellaneous_professional_scientific_and_technical_services,68167
5415_Computer_systems_design_and_related_services,9007
55_Management_of_companies_and_enterprises,47704
561_Administrative_and_support_services,33852
562_Waste_management_and_remediation_services,9369
61_Educational_services,25408
621_Ambulatory_health_care_services,54407
622HO_Hospitals_and_nursing_and_residential_care_facilities,70026
624_Social_assistance,9031
711AS_Performing_arts_spectator_sports_museums_and_related_activities,11049
713_Amusements_gambling_and_recreation_industries,11880
721_Accommodation,22301
722_Food_services_and_drinking_places,83656
81_Other_services_except_government,85616
GFE_Federal_government_enterprises,22244
GFG_Federal_general_government,175039
GSLE_State_and_local_government_enterprises,27142
GSLG_State_and_local_general_government,242135
