industry,Total_Industry_Output
111CA_Farms,152608
113FF_Forestry_fishing_and_related_activities,26136
211_Oil_and_gas_extraction,130048
212_Mining_except_oil_and_gas,49863
213_Support_activities_for_mining,46292
22_Utilities,148070
23_Construction,305771
311FT_Food_and_beverage_and_tobacco_products,279505
313TT_Textile_mills_and_textile_product_mills,54069
315AL_Apparel_and_leather_and_allied_products,55318
321_Wood_products,36595
322_Paper_products,76778
323_Printing_and_related_support_activities,37963
324_Petroleum_and_coal_products,219420
325_Chemical_products,173071
326_Plastics_and_rubber_products,54822
327_Nonmetallic_mineral_products,45596
331_Primary_metals,139519
332_Fabricated_metal_products,137249
333_Machinery,147002
334_Computer_and_electronic_products,139855
335_Electrical_equipment_appliances_and_components,56653
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,152927
3364OT_Other_transportation_equipment,96337
337_Furniture_and_related_products,25774
339_Miscellaneous_manufacturing,42285
42_Wholesale_trade,308177
44RT_Retail_trade,340363
481_Air_transportation,33230
482_Rail_transportation,36533
483_Water_transportation,17718
484_Truck_transportation,54133
485_Transit_and_ground_passenger_transportation,12257
486_Pipeline_transportation,18849
487OS_Other_transportation_and_support_activities,35027
493_Warehousing_and_storage,8628
511_Publishing_industries_except_internet_includes_software,48800
512_Motion_picture_and_sound_recording_industries,22557
513_Broadcasting_and_telecommunications,118447
514_Data_processing_internet_publishing_and_other_information_services,15125
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,103508
523_Securities_commodity_contracts_and_investments,22084
524_Insurance_carriers_and_related_activities,99732
525_Funds_trusts_and_other_financial_vehicles,13917
531_Real_estate,386079
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,38939
5411_Legal_services,40885
5412OP_Miscellaneous_professional_scientific_and_technical_services,110262
5415_Computer_systems_design_and_related_services,16452
55_Management_of_companies_and_enterprises,64269
561_Administrative_and_support_services,54196
562_Waste_management_and_remediation_services,11166
61_Educational_services,35041
621_Ambulatory_health_care_services,83026
622HO_Hospitals_and_nursing_and_residential_care_facilities,107303
624_Social_assistance,13986
711AS_Performing_arts_spectator_sports_museums_and_related_activities,15897
713_Amusements_gambling_and_recreation_industries,16993
721_Accommodation,33572
722_Food_services_and_drinking_places,114492
81_Other_services_except_government,107738
GFE_Federal_government_enterprises,32126
GFG_Federal_general_government,247899
GSLE_State_and_local_government_enterprises,38221
GSLG_State_and_local_general_government,326364
