industry,Total_Industry_Output
111CA_Farms,466636
113FF_Forestry_fishing_and_related_activities,59408
211_Oil_and_gas_extraction,455730
212_Mining_except_oil_and_gas,108964
213_Support_activities_for_mining,63819
22_Utilities,643958
23_Construction,1964451
311FT_Food_and_beverage_and_tobacco_products,1053476
313TT_Textile_mills_and_textile_product_mills,52235
315AL_Apparel_and_leather_and_allied_products,22544
321_Wood_products,150057
322_Paper_products,191803
323_Printing_and_related_support_activities,78734
324_Petroleum_and_coal_products,607906
325_Chemical_products,847284
326_Plastics_and_rubber_products,246945
327_Nonmetallic_mineral_products,146318
331_Primary_metals,262538
332_Fabricated_metal_products,393877
333_Machinery,414743
334_Computer_and_electronic_products,402420
335_Electrical_equipment_appliances_and_components,144161
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,733182
3364OT_Other_transportation_equipment,308008
337_Furniture_and_related_products,79642
339_Miscellaneous_manufacturing,182850
42_Wholesale_trade,2425889
441_Motor_vehicle_and_parts_dealers,380557
445_Food_and_beverage_stores,297386
452_General_merchandise_stores,290410
481_Air_transportation,187990
482_Rail_transportation,84361
483_Water_transportation,44609
484_Truck_transportation,476030
485_Transit_and_ground_passenger_transportation,69949
486_Pipeline_transportation,63182
487OS_Other_transportation_and_support_activities,344389
493_Warehousing_and_storage,185058
4A0_Other_retail,1398006
511_Publishing_industries_except_internet_includes_software,498160
512_Motion_picture_and_sound_recording_industries,168221
513_Broadcasting_and_telecommunications,932633
514_Data_processing_internet_publishing_and_other_information_services,654408
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,1073129
523_Securities_commodity_contracts_and_investments,788599
524_Insurance_carriers_and_related_activities,1401514
525_Funds_trusts_and_other_financial_vehicles,192523
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,399262
5411_Legal_services,422801
5412OP_Miscellaneous_professional_scientific_and_technical_services,1881171
5415_Computer_systems_design_and_related_services,553296
55_Management_of_companies_and_enterprises,733132
561_Administrative_and_support_services,1246752
562_Waste_management_and_remediation_services,127349
61_Educational_services,391655
621_Ambulatory_health_care_services,1224919
622_Hospitals,1037226
623_Nursing_and_residential_care_facilities,264325
624_Social_assistance,260255
711AS_Performing_arts_spectator_sports_museums_and_related_activities,191247
713_Amusements_gambling_and_recreation_industries,143756
721_Accommodation,260709
722_Food_services_and_drinking_places,1035490
81_Other_services_except_government,756045
GFE_Federal_government_enterprises,92356
GFGD_Federal_general_government_defense,744145
GFGN_Federal_general_government_nondefense,572449
GSLE_State_and_local_government_enterprises,378680
GSLG_State_and_local_general_government,2679952
HS_Housing,2408100
ORE_Other_real_estate,1560998
