industry,Total_Industry_Output
111CA_Farms,35043
113FF_Forestry_fishing_and_related_activities,3196
211_Oil_and_gas_extraction,8770
212_Mining_except_oil_and_gas,7069
213_Support_activities_for_mining,3674
22_Utilities,18879
23_Construction,59015
311FT_Food_and_beverage_and_tobacco_products,69007
313TT_Textile_mills_and_textile_product_mills,16121
315AL_Apparel_and_leather_and_allied_products,20314
321_Wood_products,8312
322_Paper_products,14818
323_Printing_and_related_support_activities,9945
324_Petroleum_and_coal_products,17362
325_Chemical_products,24505
326_Plastics_and_rubber_products,7991
327_Nonmetallic_mineral_products,10157
331_Primary_metals,29170
332_Fabricated_metal_products,24781
333_Machinery,20176
334_Computer_and_electronic_products,17340
335_Electrical_equipment_appliances_and_components,10929
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,36859
3364OT_Other_transportation_equipment,19331
337_Furniture_and_related_products,5817
339_Miscellaneous_manufacturing,8045
42_Wholesale_trade,40521
44RT_Retail_trade,68397
48_Transportation,36138
493_Warehousing_and_storage,1418
51_Information,27562
52_Finance_and_insurance,30276
531_Real_estate,59962
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5367
54_Professional_scientific_and_technical_services,17368
55_Management_of_companies_and_enterprises,11019
56_Administrative_and_waste_management_services,6188
61_Educational_services,4170
62_Health_care_and_social_assistance,15976
71_Arts_entertainment_and_recreation,4284
721_Accommodation,3671
722_Food_services_and_drinking_places,18647
81_Other_services_except_government,22509
GFE_Federal_government_enterprises,4591
GFG_Federal_general_government,54425
GSLE_State_and_local_government_enterprises,4465
GSLG_State_and_local_general_government,35317
