industry,Total_Industry_Output
111CA_Farms,204313
113FF_Forestry_fishing_and_related_activities,39283
211_Oil_and_gas_extraction,142988
212_Mining_except_oil_and_gas,54676
213_Support_activities_for_mining,20888
22_Utilities,373248
23_Construction,913887
311FT_Food_and_beverage_and_tobacco_products,557109
313TT_Textile_mills_and_textile_product_mills,85053
315AL_Apparel_and_leather_and_allied_products,75328
321_Wood_products,95022
322_Paper_products,163676
323_Printing_and_related_support_activities,107191
324_Petroleum_and_coal_products,233011
325_Chemical_products,454756
326_Plastics_and_rubber_products,179075
327_Nonmetallic_mineral_products,97716
331_Primary_metals,155704
332_Fabricated_metal_products,269187
333_Machinery,294556
334_Computer_and_electronic_products,548679
335_Electrical_equipment_appliances_and_components,125101
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,482272
3364OT_Other_transportation_equipment,161856
337_Furniture_and_related_products,75889
339_Miscellaneous_manufacturing,129016
42_Wholesale_trade,880497
441_Motor_vehicle_and_parts_dealers,195374
445_Food_and_beverage_stores,141466
452_General_merchandise_stores,136288
481_Air_transportation,133956
482_Rail_transportation,39260
483_Water_transportation,27336
484_Truck_transportation,198502
485_Transit_and_ground_passenger_transportation,26050
486_Pipeline_transportation,23217
487OS_Other_transportation_and_support_activities,118082
493_Warehousing_and_storage,33819
4A0_Other_retail,526911
511_Publishing_industries_except_internet_includes_software,259417
512_Motion_picture_and_sound_recording_industries,115294
513_Broadcasting_and_telecommunications,563089
514_Data_processing_internet_publishing_and_other_information_services,70721
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,527983
523_Securities_commodity_contracts_and_investments,357164
524_Insurance_carriers_and_related_activities,420321
525_Funds_trusts_and_other_financial_vehicles,89918
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,210134
5411_Legal_services,187739
5412OP_Miscellaneous_professional_scientific_and_technical_services,675454
5415_Computer_systems_design_and_related_services,210685
55_Management_of_companies_and_enterprises,260188
561_Administrative_and_support_services,423182
562_Waste_management_and_remediation_services,52713
61_Educational_services,141664
621_Ambulatory_health_care_services,452569
622_Hospitals,320348
623_Nursing_and_residential_care_facilities,112511
624_Social_assistance,83115
711AS_Performing_arts_spectator_sports_museums_and_related_activities,75861
713_Amusements_gambling_and_recreation_industries,75594
721_Accommodation,150320
722_Food_services_and_drinking_places,368408
81_Other_services_except_government,425732
GFE_Federal_government_enterprises,83591
GFGD_Federal_general_government_defense,321572
GFGN_Federal_general_government_nondefense,182355
GSLE_State_and_local_government_enterprises,146886
GSLG_State_and_local_general_government,1216283
HS_Housing,1028523
ORE_Other_real_estate,495648
