industry,Total_Industry_Output
111CA_Farms,379677
113FF_Forestry_fishing_and_related_activities,52575
211_Oil_and_gas_extraction,230486
212_Mining_except_oil_and_gas,96130
213_Support_activities_for_mining,61795
22_Utilities,498637
23_Construction,1495152
311FT_Food_and_beverage_and_tobacco_products,945857
313TT_Textile_mills_and_textile_product_mills,52287
315AL_Apparel_and_leather_and_allied_products,18977
321_Wood_products,104683
322_Paper_products,177015
323_Printing_and_related_support_activities,85684
324_Petroleum_and_coal_products,432966
325_Chemical_products,778003
326_Plastics_and_rubber_products,230789
327_Nonmetallic_mineral_products,124776
331_Primary_metals,203609
332_Fabricated_metal_products,340615
333_Machinery,352634
334_Computer_and_electronic_products,346409
335_Electrical_equipment_appliances_and_components,121230
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,686373
3364OT_Other_transportation_equipment,309408
337_Furniture_and_related_products,74304
339_Miscellaneous_manufacturing,157387
42_Wholesale_trade,1852225
441_Motor_vehicle_and_parts_dealers,299944
445_Food_and_beverage_stores,232520
452_General_merchandise_stores,230645
481_Air_transportation,210211
482_Rail_transportation,75106
483_Water_transportation,49734
484_Truck_transportation,331371
485_Transit_and_ground_passenger_transportation,67526
486_Pipeline_transportation,44488
487OS_Other_transportation_and_support_activities,222961
493_Warehousing_and_storage,129421
4A0_Other_retail,949615
511_Publishing_industries_except_internet_includes_software,346546
512_Motion_picture_and_sound_recording_industries,149615
513_Broadcasting_and_telecommunications,862085
514_Data_processing_internet_publishing_and_other_information_services,325011
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,877218
523_Securities_commodity_contracts_and_investments,565341
524_Insurance_carriers_and_related_activities,1062721
525_Funds_trusts_and_other_financial_vehicles,155980
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,332364
5411_Legal_services,338068
5412OP_Miscellaneous_professional_scientific_and_technical_services,1337680
5415_Computer_systems_design_and_related_services,407144
55_Management_of_companies_and_enterprises,566833
561_Administrative_and_support_services,874536
562_Waste_management_and_remediation_services,95658
61_Educational_services,353134
621_Ambulatory_health_care_services,1013324
622_Hospitals,851325
623_Nursing_and_residential_care_facilities,240019
624_Social_assistance,198496
711AS_Performing_arts_spectator_sports_museums_and_related_activities,175969
713_Amusements_gambling_and_recreation_industries,142415
721_Accommodation,269683
722_Food_services_and_drinking_places,775415
81_Other_services_except_government,671187
GFE_Federal_government_enterprises,93794
GFGD_Federal_general_government_defense,614739
GFGN_Federal_general_government_nondefense,402490
GSLE_State_and_local_government_enterprises,333872
GSLG_State_and_local_general_government,2204856
HS_Housing,1970581
ORE_Other_real_estate,1193736
