industry,Total_Industry_Output
111CA_Farms,36733
113FF_Forestry_fishing_and_related_activities,3400
211_Oil_and_gas_extraction,9108
212_Mining_except_oil_and_gas,7457
213_Support_activities_for_mining,2802
22_Utilities,20868
23_Construction,59527
311FT_Food_and_beverage_and_tobacco_products,73842
313TT_Textile_mills_and_textile_product_mills,15886
315AL_Apparel_and_leather_and_allied_products,20042
321_Wood_products,7132
322_Paper_products,14503
323_Printing_and_related_support_activities,10010
324_Petroleum_and_coal_products,17356
325_Chemical_products,26189
326_Plastics_and_rubber_products,7866
327_Nonmetallic_mineral_products,10288
331_Primary_metals,29046
332_Fabricated_metal_products,23164
333_Machinery,21055
334_Computer_and_electronic_products,18889
335_Electrical_equipment_appliances_and_components,11876
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,34409
3364OT_Other_transportation_equipment,19698
337_Furniture_and_related_products,5573
339_Miscellaneous_manufacturing,8762
42_Wholesale_trade,42422
44RT_Retail_trade,70781
48_Transportation,37236
493_Warehousing_and_storage,1503
51_Information,30121
52_Finance_and_insurance,36733
531_Real_estate,65590
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,6153
54_Professional_scientific_and_technical_services,20165
55_Management_of_companies_and_enterprises,11570
56_Administrative_and_waste_management_services,6953
61_Educational_services,4933
62_Health_care_and_social_assistance,18209
71_Arts_entertainment_and_recreation,5213
721_Accommodation,3991
722_Food_services_and_drinking_places,19471
81_Other_services_except_government,25246
GFE_Federal_government_enterprises,4813
GFG_Federal_general_government,55544
GSLE_State_and_local_government_enterprises,5598
GSLG_State_and_local_general_government,41941
