industry,Total_Industry_Output
111CA_Farms,402908
113FF_Forestry_fishing_and_related_activities,53526
211_Oil_and_gas_extraction,268953
212_Mining_except_oil_and_gas,106189
213_Support_activities_for_mining,120830
22_Utilities,513760
23_Construction,1386108
311FT_Food_and_beverage_and_tobacco_products,946223
313TT_Textile_mills_and_textile_product_mills,53537
315AL_Apparel_and_leather_and_allied_products,18625
321_Wood_products,101014
322_Paper_products,182889
323_Printing_and_related_support_activities,82196
324_Petroleum_and_coal_products,500845
325_Chemical_products,785489
326_Plastics_and_rubber_products,233541
327_Nonmetallic_mineral_products,119118
331_Primary_metals,227114
332_Fabricated_metal_products,351962
333_Machinery,378756
334_Computer_and_electronic_products,348159
335_Electrical_equipment_appliances_and_components,125970
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,676066
3364OT_Other_transportation_equipment,332042
337_Furniture_and_related_products,73697
339_Miscellaneous_manufacturing,166227
42_Wholesale_trade,1850756
441_Motor_vehicle_and_parts_dealers,279078
445_Food_and_beverage_stores,227964
452_General_merchandise_stores,230215
481_Air_transportation,211288
482_Rail_transportation,82025
483_Water_transportation,51054
484_Truck_transportation,332550
485_Transit_and_ground_passenger_transportation,65769
486_Pipeline_transportation,43699
487OS_Other_transportation_and_support_activities,217827
493_Warehousing_and_storage,120074
4A0_Other_retail,907942
511_Publishing_industries_except_internet_includes_software,321645
512_Motion_picture_and_sound_recording_industries,143340
513_Broadcasting_and_telecommunications,822079
514_Data_processing_internet_publishing_and_other_information_services,290802
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,830219
523_Securities_commodity_contracts_and_investments,568232
524_Insurance_carriers_and_related_activities,1020216
525_Funds_trusts_and_other_financial_vehicles,163544
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,329307
5411_Legal_services,331383
5412OP_Miscellaneous_professional_scientific_and_technical_services,1286101
5415_Computer_systems_design_and_related_services,381688
55_Management_of_companies_and_enterprises,561730
561_Administrative_and_support_services,807857
562_Waste_management_and_remediation_services,89811
61_Educational_services,341095
621_Ambulatory_health_care_services,956675
622_Hospitals,813055
623_Nursing_and_residential_care_facilities,230719
624_Social_assistance,187572
711AS_Performing_arts_spectator_sports_museums_and_related_activities,168972
713_Amusements_gambling_and_recreation_industries,135985
721_Accommodation,258628
722_Food_services_and_drinking_places,738477
81_Other_services_except_government,642441
GFE_Federal_government_enterprises,94062
GFGD_Federal_general_government_defense,613306
GFGN_Federal_general_government_nondefense,391290
GSLE_State_and_local_government_enterprises,327428
GSLG_State_and_local_general_government,2140785
HS_Housing,1895732
ORE_Other_real_estate,1122905
