industry,Total_Industry_Output
111CA_Farms,395102
113FF_Forestry_fishing_and_related_activities,56228
211_Oil_and_gas_extraction,410045
212_Mining_except_oil_and_gas,111313
213_Support_activities_for_mining,105817
22_Utilities,557498
23_Construction,1647954
311FT_Food_and_beverage_and_tobacco_products,954102
313TT_Textile_mills_and_textile_product_mills,50579
315AL_Apparel_and_leather_and_allied_products,17161
321_Wood_products,120426
322_Paper_products,188941
323_Printing_and_related_support_activities,84637
324_Petroleum_and_coal_products,665516
325_Chemical_products,828705
326_Plastics_and_rubber_products,252617
327_Nonmetallic_mineral_products,132895
331_Primary_metals,253806
332_Fabricated_metal_products,375683
333_Machinery,394503
334_Computer_and_electronic_products,369723
335_Electrical_equipment_appliances_and_components,128411
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,713227
3364OT_Other_transportation_equipment,341894
337_Furniture_and_related_products,77242
339_Miscellaneous_manufacturing,167656
42_Wholesale_trade,2070278
441_Motor_vehicle_and_parts_dealers,322788
445_Food_and_beverage_stores,247451
452_General_merchandise_stores,245797
481_Air_transportation,240076
482_Rail_transportation,85636
483_Water_transportation,57925
484_Truck_transportation,391313
485_Transit_and_ground_passenger_transportation,90282
486_Pipeline_transportation,54131
487OS_Other_transportation_and_support_activities,249216
493_Warehousing_and_storage,145497
4A0_Other_retail,1054856
511_Publishing_industries_except_internet_includes_software,389845
512_Motion_picture_and_sound_recording_industries,162238
513_Broadcasting_and_telecommunications,882502
514_Data_processing_internet_publishing_and_other_information_services,422867
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,1010594
523_Securities_commodity_contracts_and_investments,624975
524_Insurance_carriers_and_related_activities,1218869
525_Funds_trusts_and_other_financial_vehicles,150097
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,369095
5411_Legal_services,362785
5412OP_Miscellaneous_professional_scientific_and_technical_services,1501045
5415_Computer_systems_design_and_related_services,480207
55_Management_of_companies_and_enterprises,635694
561_Administrative_and_support_services,1014139
562_Waste_management_and_remediation_services,108803
61_Educational_services,375035
621_Ambulatory_health_care_services,1109960
622_Hospitals,919235
623_Nursing_and_residential_care_facilities,253952
624_Social_assistance,222334
711AS_Performing_arts_spectator_sports_museums_and_related_activities,201450
713_Amusements_gambling_and_recreation_industries,159869
721_Accommodation,298749
722_Food_services_and_drinking_places,863554
81_Other_services_except_government,726879
GFE_Federal_government_enterprises,92031
GFGD_Federal_general_government_defense,663650
GFGN_Federal_general_government_nondefense,428185
GSLE_State_and_local_government_enterprises,365167
GSLG_State_and_local_general_government,2386790
HS_Housing,2132339
ORE_Other_real_estate,1299670
